General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes
Player,Nation,Pos,Age,Born,Mp,Starts,Min,90s,Gls,Ast,G+a,G-pk,Pk,Pkatt,Crdy,Crdr,Xg,Npxg,Xag,Npxg+xag,Prgc,Prgp,Prgr,Gls,Ast,G+a,G-pk,G+a-pk,Xg,Xag,Xg+xag,Npxg,Npxg+xag
Abdul Fatawu Issahaku,GHA,FW,20-342,2004,11,6,579,6.4,0,2,2,0,0,0,0,0,0.4,0.4,1.6,2.0,42,17,60,0.0,0.31,0.31,0.0,0.31,0.06,0.24,0.31,0.06,0.31
Bilal El Khannouss,MAR,MF,20-279,2004,19,14,1095,12.2,2,1,3,2,0,0,1,0,0.5,0.5,1.8,2.3,29,63,41,0.16,0.08,0.25,0.16,0.25,0.04,0.15,0.19,0.04,0.19
Bobby Reid,JAM,"FW,MF",32-011,1993,16,4,442,4.9,1,2,3,1,0,0,1,0,0.7,0.7,1.2,1.9,8,11,27,0.2,0.41,0.61,0.2,0.61,0.15,0.24,0.39,0.15,0.39
Boubakary Soumaré,FRA,MF,25-352,1999,17,13,1195,13.3,0,0,0,0,0,0,8,0,0.2,0.2,0.3,0.5,16,58,11,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.03,0.02,0.03
Caleb Okoli,ITA,DF,23-215,2001,14,9,831,9.2,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,3,26,2,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
Conor Coady,ENG,DF,31-354,1993,10,8,716,8.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
Danny Ward,WAL,GK,31-236,1993,2,1,135,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Facundo Buonanotte,ARG,"FW,MF",20-052,2004,20,12,1146,12.7,4,2,6,4,0,0,6,0,3.2,3.2,2.8,6.1,33,41,54,0.31,0.16,0.47,0.31,0.47,0.25,0.22,0.48,0.25,0.48
Hamza Choudhury,ENG,"MF,DF",27-135,1997,4,1,131,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.4,4,3,6,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.27,0.0,0.27
Harry Winks,ENG,MF,29-011,1996,19,17,1456,16.2,0,2,2,0,0,0,4,0,0.2,0.2,1.2,1.4,15,92,10,0.0,0.12,0.12,0.0,0.12,0.01,0.07,0.09,0.01,0.09
Jakub Stolarczyk,POL,GK,24-056,2000,6,6,540,6.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James Justin,ENG,DF,26-356,1998,23,23,1977,22.0,2,1,3,2,0,0,3,0,1.4,1.4,0.5,1.9,31,57,64,0.09,0.05,0.14,0.09,0.14,0.06,0.02,0.09,0.06,0.09
Jamie Vardy,ENG,FW,38-033,1987,22,22,1776,19.7,7,3,10,6,1,1,4,0,8.4,7.6,2.4,10.0,18,17,76,0.35,0.15,0.51,0.3,0.46,0.43,0.12,0.55,0.39,0.51
Jannik Vestergaard,DEN,DF,32-194,1992,16,15,1260,14.0,0,0,0,0,0,0,5,0,0.0,0.0,0.1,0.1,2,26,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01
Jordan Ayew,GHA,"FW,MF",33-155,1991,21,13,1170,13.0,4,0,4,3,1,1,4,0,2.8,2.0,0.7,2.8,25,25,61,0.31,0.0,0.31,0.23,0.23,0.22,0.05,0.27,0.16,0.21
Kasey McAteer,IRL,"FW,MF",23-083,2001,11,4,386,4.3,0,1,1,0,0,0,1,0,0.6,0.6,0.4,0.9,13,8,36,0.0,0.23,0.23,0.0,0.23,0.13,0.08,0.21,0.13,0.21
Luke Thomas,ENG,DF,23-248,2001,2,2,179,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,7,5,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04
Mads Hermansen,DEN,GK,24-217,2000,17,17,1485,16.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Odsonne Édouard,FRA,FW,27-028,1998,4,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.13
Oliver Skipp,ENG,MF,24-150,2000,15,7,765,8.5,0,0,0,0,0,0,4,0,0.1,0.1,0.2,0.3,13,22,13,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04
Patson Daka,ZAM,"FW,MF",26-127,1998,12,1,307,3.4,1,0,1,1,0,0,0,0,0.5,0.5,0.0,0.5,3,4,17,0.29,0.0,0.29,0.29,0.29,0.15,0.0,0.15,0.15,0.15
Ricardo Pereira,POR,DF,31-130,1993,2,2,146,1.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stephy Mavididi,ENG,FW,26-258,1998,22,14,1290,14.3,3,1,4,3,0,0,2,0,1.5,1.5,2.4,3.9,68,51,103,0.21,0.07,0.28,0.21,0.28,0.11,0.16,0.27,0.11,0.27
Victor Bernth Kristiansen,DEN,DF,22-059,2002,21,21,1847,20.5,0,1,1,0,0,0,1,0,0.3,0.3,1.3,1.6,29,53,51,0.0,0.05,0.05,0.0,0.05,0.01,0.06,0.08,0.01,0.08
Wilfred Ndidi,NGA,MF,28-059,1996,15,15,1215,13.5,0,4,4,0,0,0,4,0,1.4,1.4,1.4,2.8,9,37,49,0.0,0.3,0.3,0.0,0.3,0.1,0.1,0.2,0.1,0.2
Will Alves,ENG,FW,20-010,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wout Faes,BEL,DF,26-316,1998,21,17,1645,18.3,1,0,1,1,0,0,3,0,1.1,1.1,0.1,1.2,8,57,1,0.05,0.0,0.05,0.05,0.05,0.06,0.0,0.07,0.06,0.07
Woyo Coulibaly,FRA,DF,25-269,1999,2,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
