General,General,General,General,General,General,General,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Corner kicks,Corner kicks,Corner kicks,Outcomes,Outcomes,Outcomes
Player,Nation,Pos,Age,Born,90s,Att,Live,Dead,Fk,Tb,Sw,Crs,Ti,Ck,In,Out,Str,Cmp,Off,Blocks
Alex Oxlade-Chamberlain,ENG,"FW,MF",28,1993,3.7,106,102,2,0,2,3,2,2,0,0,0,0,75,2,4
Alisson,BRA,GK,29,1992,37.0,1453,1199,250,57,0,2,0,0,0,0,0,0,1241,4,1
Andrew Robertson,SCO,DF,28,1994,28.7,2265,1883,375,65,2,12,195,229,81,23,49,0,1803,7,41
Ben Doak,SCO,FW,16,2005,0.3,14,14,0,0,0,0,0,0,0,0,0,0,10,0,1
Bobby Clark,ENG,MF,17,2005,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Caoimhín Kelleher,IRL,GK,23,1998,1.0,24,22,2,0,0,0,0,0,0,0,0,0,23,0,0
Cody Gakpo,NED,"FW,MF",23,1999,16.2,392,381,9,0,3,0,17,2,4,3,0,0,293,2,11
Curtis Jones,ENG,MF,21,2001,11.5,677,664,12,2,5,3,9,9,0,0,0,0,611,1,7
Darwin Núñez,URU,FW,23,1999,18.8,401,386,11,0,2,8,18,8,1,0,0,0,258,4,22
Diogo Jota,POR,FW,25,1996,12.6,381,379,2,0,3,1,8,0,0,0,0,0,286,0,14
Fabinho,BRA,MF,28,1993,29.7,1832,1789,38,31,5,6,5,7,0,0,0,0,1617,5,18
Fabio Carvalho,POR,"MF,FW",19,2002,3.9,143,140,2,0,0,0,2,1,0,0,0,0,117,1,3
Harvey Elliott,ENG,"MF,FW",19,2003,17.9,1009,962,39,0,8,4,34,10,2,1,0,0,809,8,24
Ibrahima Konaté,FRA,DF,23,1999,17.2,1135,1115,19,16,2,6,1,3,0,0,0,0,988,1,5
James Milner,ENG,"MF,DF",36,1986,10.1,727,625,99,20,2,4,52,65,12,2,9,0,563,3,24
Joe Gomez,ENG,DF,25,1997,16.3,1361,1316,39,6,2,11,4,30,0,0,0,0,1166,6,5
Jordan Henderson,ENG,MF,32,1990,23.0,1615,1554,53,12,9,11,45,17,0,0,0,0,1341,8,32
Joël Matip,CMR,DF,30,1991,12.1,885,873,11,7,0,5,1,4,0,0,0,0,766,1,5
Kostas Tsimikas,GRE,DF,26,1996,8.6,618,470,146,23,1,2,85,87,36,11,23,0,474,2,9
Luis Díaz,COL,FW,25,1997,11.1,462,453,7,0,0,7,8,6,1,0,0,0,376,2,15
Mohamed Salah,EGY,FW,30,1992,36.6,1185,1146,29,4,14,3,38,17,0,0,0,0,902,10,40
Naby Keïta,GUI,MF,27,1995,3.3,168,161,6,1,0,0,2,1,0,0,0,0,129,1,7
Nathaniel Phillips,ENG,DF,25,1997,0.7,82,80,2,2,0,2,0,0,0,0,0,0,71,0,0
Roberto Firmino,BRA,"FW,MF",30,1991,13.5,566,548,16,1,8,0,12,6,0,0,0,0,444,2,21
Stefan Bajcetic,ESP,MF,17,2004,5.8,258,255,3,3,0,3,5,0,0,0,0,0,200,0,6
Thiago Alcántara,ESP,MF,31,1991,13.9,1097,1063,31,23,8,15,3,6,0,0,0,0,946,3,22
Trent Alexander-Arnold,ENG,DF,23,1998,32.5,2912,2393,509,70,26,59,252,341,98,16,74,1,2188,10,37
Virgil van Dijk,NED,DF,31,1991,31.5,2592,2492,99,73,1,31,1,9,0,0,0,0,2345,1,9
