General,General,General,General,General,General,Sca,Sca,Sca types,Sca types,Sca types,Sca types,Sca types,Sca types,Gca,Gca,Gca types,Gca types,Gca types,Gca types,Gca types,Gca types
Player,Nation,Pos,Age,Born,90s,Sca,Sca90,Passlive,Passdead,To,Sh,Fld,Def,Gca,Gca90,Passlive,Passdead,To,Sh,Fld,Def
Alex Oxlade-Chamberlain,ENG,"FW,MF",28,1993,3.7,10,2.69,8,0,1,1,0,0,0,0.0,0,0,0,0,0,0
Alisson,BRA,GK,29,1992,37.0,3,0.08,3,0,0,0,0,0,2,0.05,2,0,0,0,0,0
Andrew Robertson,SCO,DF,28,1994,28.7,95,3.31,59,27,1,4,1,3,13,0.45,9,4,0,0,0,0
Ben Doak,SCO,FW,16,2005,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Bobby Clark,ENG,MF,17,2005,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Caoimhín Kelleher,IRL,GK,23,1998,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Cody Gakpo,NED,"FW,MF",23,1999,16.2,49,3.02,37,0,3,4,3,2,6,0.37,5,0,0,0,1,0
Curtis Jones,ENG,MF,21,2001,11.5,38,3.3,31,0,4,1,1,1,4,0.35,3,0,1,0,0,0
Darwin Núñez,URU,FW,23,1999,18.8,54,2.87,35,1,4,7,7,0,3,0.16,2,0,0,0,1,0
Diogo Jota,POR,FW,25,1996,12.6,33,2.63,23,0,3,5,2,0,5,0.4,4,0,1,0,0,0
Fabinho,BRA,MF,28,1993,29.7,55,1.85,49,0,0,1,2,3,8,0.27,7,0,0,0,1,0
Fabio Carvalho,POR,"MF,FW",19,2002,3.9,9,2.33,5,0,0,2,2,0,2,0.52,1,0,0,1,0,0
Harvey Elliott,ENG,"MF,FW",19,2003,17.9,75,4.19,62,1,5,5,1,1,10,0.56,10,0,0,0,0,0
Ibrahima Konaté,FRA,DF,23,1999,17.2,17,0.99,12,0,1,2,1,1,1,0.06,1,0,0,0,0,0
James Milner,ENG,"MF,DF",36,1986,10.1,36,3.56,27,4,3,2,0,0,3,0.3,2,1,0,0,0,0
Joe Gomez,ENG,DF,25,1997,16.3,18,1.11,15,1,0,1,0,1,1,0.06,1,0,0,0,0,0
Jordan Henderson,ENG,MF,32,1990,23.0,72,3.13,65,1,0,3,1,2,7,0.3,5,0,0,1,1,0
Joël Matip,CMR,DF,30,1991,12.1,16,1.32,14,0,0,2,0,0,0,0.0,0,0,0,0,0,0
Kostas Tsimikas,GRE,DF,26,1996,8.6,27,3.14,12,13,0,2,0,0,4,0.47,3,1,0,0,0,0
Luis Díaz,COL,FW,25,1997,11.1,41,3.7,29,0,7,3,2,0,6,0.54,3,0,2,1,0,0
Mohamed Salah,EGY,FW,30,1992,36.6,140,3.83,106,2,12,12,6,2,24,0.66,17,1,0,2,3,1
Naby Keïta,GUI,MF,27,1995,3.3,12,3.67,10,0,0,2,0,0,0,0.0,0,0,0,0,0,0
Nathaniel Phillips,ENG,DF,25,1997,0.7,1,1.36,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Roberto Firmino,BRA,"FW,MF",30,1991,13.5,46,3.41,36,0,4,6,0,0,7,0.52,4,0,1,2,0,0
Stefan Bajcetic,ESP,MF,17,2004,5.8,13,2.22,8,1,2,0,2,0,1,0.17,0,0,1,0,0,0
Thiago Alcántara,ESP,MF,31,1991,13.9,40,2.87,33,0,3,1,1,2,2,0.14,2,0,0,0,0,0
Trent Alexander-Arnold,ENG,DF,23,1998,32.5,124,3.82,81,34,3,5,1,0,17,0.52,14,2,1,0,0,0
Virgil van Dijk,NED,DF,31,1991,31.5,22,0.7,17,0,0,4,0,1,3,0.1,2,0,0,1,0,0
