General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
Player,Nation,Pos,Age,Born,Mp,Min,Mn/mp,Min%,90s,Starts,Mn/start,Compl,Subs,Mn/sub,Unsub,Ppm,Ong,Onga,+/-,+/-90,On-off,Onxg,Onxga,Xg+/-,Xg+/-90,On-off
Adrián,ESP,GK,35,1987,0,,,,,0,,0,0,,12,,,,,,,,,,,
Alex Oxlade-Chamberlain,ENG,"FW,MF",28,1993,9,335,37,9.8,3.7,4,69,0,5,12,4,1.33,5,7,-2,-0.54,-1.41,6.0,6.3,-0.4,-0.11,-0.72
Alisson,BRA,GK,29,1992,37,3330,90,97.4,37.0,37,90,37,0,,0,1.78,71,43,28,0.76,0.76,67.5,48.9,18.6,0.5,-1.67
Andrew Robertson,SCO,DF,28,1994,34,2583,76,75.5,28.7,29,84,19,5,27,1,1.82,58,34,24,0.84,0.41,54.9,36.3,18.5,0.65,0.41
Arthur Melo,BRA,MF,25,1996,0,,,,,0,,0,0,,7,,,,,,,,,,,
Ben Doak,SCO,FW,16,2005,2,26,13,0.8,0.3,0,,0,2,13,2,1.5,0,1,-1,-3.46,-4.23,0.1,0.8,-0.6,-2.17,-2.74
Bobby Clark,ENG,MF,17,2005,1,8,8,0.2,0.1,0,,0,1,8,5,3.0,1,0,1,11.25,10.54,0.3,0.0,0.3,3.13,2.59
Calvin Ramsay,SCO,DF,19,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
Caoimhín Kelleher,IRL,GK,23,1998,1,90,90,2.6,1.0,1,90,1,0,,28,1.0,4,4,0,0.0,-0.76,4.0,1.8,2.2,2.17,1.67
Cody Gakpo,NED,"FW,MF",23,1999,21,1458,69,42.6,16.2,17,81,6,4,22,0,1.86,32,19,13,0.8,0.11,32.9,19.2,13.7,0.84,0.52
Curtis Jones,ENG,MF,21,2001,18,1035,58,30.3,11.5,12,78,2,6,18,5,1.94,23,15,8,0.7,-0.06,23.2,15.7,7.5,0.65,0.15
Darwin Núñez,URU,FW,23,1999,29,1695,58,49.6,18.8,19,78,5,10,21,0,1.9,35,22,13,0.69,-0.09,36.2,27.1,9.1,0.49,-0.12
Diogo Jota,POR,FW,25,1996,22,1131,51,33.1,12.6,12,76,2,10,22,0,1.95,24,19,5,0.4,-0.51,25.4,17.6,7.8,0.62,0.11
Fabinho,BRA,MF,28,1993,36,2671,74,78.1,29.7,31,82,20,5,23,0,1.78,59,34,25,0.84,0.48,51.6,38.2,13.4,0.45,-0.43
Fabio Carvalho,POR,"MF,FW",19,2002,13,347,27,10.1,3.9,4,52,0,9,16,18,1.69,10,3,7,1.82,1.2,7.2,4.9,2.3,0.6,0.06
Harvey Davies,ENG,GK,18,2003,0,,,,,0,,0,0,,3,,,,,,,,,,,
Harvey Elliott,ENG,"MF,FW",19,2003,32,1613,50,47.2,17.9,18,72,4,14,22,5,1.66,36,20,16,0.89,0.3,32.7,25.4,7.3,0.41,-0.26
Ibrahima Konaté,FRA,DF,23,1999,18,1552,86,45.4,17.2,17,90,17,1,22,3,1.72,34,22,12,0.7,-0.08,30.9,23.2,7.6,0.44,-0.19
James Milner,ENG,"MF,DF",36,1986,31,913,29,26.7,10.1,7,77,3,24,16,3,1.84,17,12,5,0.49,-0.33,21.4,13.6,7.9,0.78,0.31
Joe Gomez,ENG,DF,25,1997,21,1466,70,42.9,16.3,15,90,15,6,19,12,1.67,28,16,12,0.74,0.0,30.4,24.6,5.8,0.36,-0.33
Jordan Henderson,ENG,MF,32,1990,35,2074,59,60.6,23.0,23,78,10,12,23,0,1.8,48,30,18,0.78,0.11,44.0,31.6,12.4,0.54,-0.02
Joël Matip,CMR,DF,30,1991,14,1092,78,31.9,12.1,12,86,10,2,28,15,1.29,21,20,1,0.08,-0.96,22.4,16.5,5.9,0.48,-0.09
Kostas Tsimikas,GRE,DF,26,1996,20,771,39,22.5,8.6,9,67,2,11,15,17,1.65,14,11,3,0.35,-0.5,13.9,13.6,0.3,0.03,-0.67
Luis Díaz,COL,FW,25,1997,17,996,59,29.1,11.1,11,76,5,6,26,0,1.94,28,11,17,1.54,1.13,22.0,11.8,10.2,0.92,0.53
Luke Chambers,ENG,DF,18,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
Mohamed Salah,EGY,FW,30,1992,38,3290,87,96.2,36.6,37,88,29,1,26,0,1.76,74,45,29,0.79,1.49,69.6,46.7,22.8,0.62,2.09
Naby Keïta,GUI,MF,27,1995,8,293,37,8.6,3.3,3,57,0,5,24,2,1.38,2,4,-2,-0.61,-1.48,4.9,3.7,1.2,0.37,-0.19
Nathaniel Phillips,ENG,DF,25,1997,2,66,33,1.9,0.7,1,62,0,1,4,16,2.0,1,1,0,0.0,-0.75,2.0,0.5,1.5,2.06,1.55
Rhys Williams,ENG,DF,21,2001,0,,,,,0,,0,0,,2,,,,,,,,,,,
Roberto Firmino,BRA,"FW,MF",30,1991,25,1213,49,35.5,13.5,13,73,3,12,22,0,1.64,28,17,11,0.82,0.12,24.0,19.6,4.3,0.32,-0.35
Sepp van den Berg,NED,"DF,MF",20,2001,0,,,,,0,,0,0,,4,,,,,,,,,,,
Stefan Bajcetic,ESP,MF,17,2004,11,526,48,15.4,5.8,6,78,0,5,12,10,2.09,11,4,7,1.2,0.54,12.5,6.6,6.0,1.02,0.56
Thiago Alcántara,ESP,MF,31,1991,18,1254,70,36.7,13.9,14,82,9,4,25,0,1.72,22,23,-1,-0.07,-1.28,23.3,20.6,2.7,0.19,-0.55
Trent Alexander-Arnold,ENG,DF,23,1998,37,2923,79,85.5,32.5,34,85,23,3,16,1,1.78,70,44,26,0.8,0.44,63.1,42.5,20.7,0.64,0.62
Virgil van Dijk,NED,DF,31,1991,32,2835,89,82.9,31.5,32,89,31,0,,1,1.91,68,36,32,1.02,1.63,59.9,40.5,19.5,0.62,0.42
