General,General,General,General,General,General,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,General,General,Expected,Expected,General,General,General,General,General
Player,Nation,Pos,Age,Born,90s,Cmp,Att,Cmp%,Totdist,Prgdist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,Xag,Xa,A-xag,Kp,1/3,Ppa,Crspa,Prgp
Alex Oxlade-Chamberlain,ENG,"FW,MF",28,1993,3.7,75,106,70.8,1253,347,39,45,86.7,24,34,70.6,8,14,57.1,0,0.6,0.2,-0.6,5,8,2,0,14
Alisson,BRA,GK,29,1992,37.0,1241,1453,85.4,29043,18696,307,309,99.4,657,666,98.6,273,469,58.2,1,0.3,0.0,0.7,1,16,0,0,3
Andrew Robertson,SCO,DF,28,1994,28.7,1803,2265,79.6,30554,9527,855,943,90.7,786,938,83.8,137,286,47.9,8,6.1,6.5,1.9,52,121,33,14,166
Ben Doak,SCO,FW,16,2005,0.3,10,14,71.4,86,17,9,10,90.0,0,1,0.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,1
Bobby Clark,ENG,MF,17,2005,0.1,1,1,100.0,29,17,0,0,,1,1,100.0,0,0,,0,0.0,0.1,0.0,0,0,1,0,1
Caoimhín Kelleher,IRL,GK,23,1998,1.0,23,24,95.8,539,344,7,7,100.0,12,12,100.0,4,5,80.0,0,0.0,0.0,0.0,0,1,0,0,0
Cody Gakpo,NED,"FW,MF",23,1999,16.2,293,392,74.7,3928,1110,168,208,80.8,91,119,76.5,11,20,55.0,2,2.7,1.9,-0.7,23,33,11,1,50
Curtis Jones,ENG,MF,21,2001,11.5,611,677,90.3,9160,1895,334,355,94.1,233,250,93.2,25,32,78.1,1,1.1,1.4,-0.1,14,53,14,1,69
Darwin Núñez,URU,FW,23,1999,18.8,258,401,64.3,3922,852,130,184,70.7,80,117,68.4,21,30,70.0,3,5.4,2.8,-2.4,28,11,12,1,29
Diogo Jota,POR,FW,25,1996,12.6,286,381,75.1,3868,886,172,216,79.6,87,109,79.8,10,20,50.0,4,2.1,1.7,1.9,17,28,8,2,30
Fabinho,BRA,MF,28,1993,29.7,1617,1832,88.3,26192,6163,817,882,92.6,627,680,92.2,125,180,69.4,2,2.1,1.9,-0.1,17,131,17,0,161
Fabio Carvalho,POR,"MF,FW",19,2002,3.9,117,143,81.8,1555,281,72,84,85.7,30,37,81.1,5,6,83.3,0,0.1,0.3,-0.1,1,7,2,0,12
Harvey Elliott,ENG,"MF,FW",19,2003,17.9,809,1009,80.2,12346,3197,442,494,89.5,296,363,81.5,45,85,52.9,2,3.5,4.3,-1.5,26,68,41,6,142
Ibrahima Konaté,FRA,DF,23,1999,17.2,988,1135,87.0,17712,6925,374,413,90.6,539,588,91.7,59,109,54.1,0,0.1,0.8,-0.1,1,56,2,0,56
James Milner,ENG,"MF,DF",36,1986,10.1,563,727,77.4,9891,3403,261,291,89.7,238,279,85.3,52,112,46.4,1,0.9,1.6,0.1,13,61,15,5,70
Joe Gomez,ENG,DF,25,1997,16.3,1166,1361,85.7,23380,7637,336,379,88.7,686,745,92.1,127,197,64.5,0,0.2,0.7,-0.2,1,121,4,0,108
Jordan Henderson,ENG,MF,32,1990,23.0,1341,1615,83.0,22431,5954,666,734,90.7,513,594,86.4,122,193,63.2,2,3.2,3.6,-1.2,31,158,47,12,189
Joël Matip,CMR,DF,30,1991,12.1,766,885,86.6,13750,4547,305,349,87.4,395,428,92.3,57,85,67.1,0,0.3,0.4,-0.3,4,53,7,0,59
Kostas Tsimikas,GRE,DF,26,1996,8.6,474,618,76.7,8379,2366,223,255,87.5,185,225,82.2,56,111,50.5,4,1.5,1.3,2.5,18,20,7,4,26
Luis Díaz,COL,FW,25,1997,11.1,376,462,81.4,5698,1124,215,256,84.0,127,150,84.7,25,27,92.6,2,1.5,1.3,0.5,13,25,13,1,49
Mohamed Salah,EGY,FW,30,1992,36.6,902,1185,76.1,12538,3403,533,648,82.3,283,352,80.4,38,66,57.6,12,7.2,7.2,4.8,65,53,80,7,149
Naby Keïta,GUI,MF,27,1995,3.3,129,168,76.8,1820,590,75,87,86.2,43,54,79.6,6,8,75.0,0,0.7,0.2,-0.7,8,15,2,0,15
Nathaniel Phillips,ENG,DF,25,1997,0.7,71,82,86.6,1364,602,32,34,94.1,27,29,93.1,9,14,64.3,0,0.0,0.0,0.0,0,7,0,0,9
Roberto Firmino,BRA,"FW,MF",30,1991,13.5,444,566,78.4,5932,1908,277,324,85.5,123,155,79.4,18,26,69.2,4,2.5,2.2,1.5,21,47,19,1,78
Stefan Bajcetic,ESP,MF,17,2004,5.8,200,258,77.5,3227,694,98,118,83.1,74,89,83.1,18,29,62.1,0,0.4,0.5,-0.4,4,17,7,1,24
Thiago Alcántara,ESP,MF,31,1991,13.9,946,1097,86.2,17219,4988,433,466,92.9,346,392,88.3,136,172,79.1,0,1.1,1.3,-1.1,17,110,20,1,120
Trent Alexander-Arnold,ENG,DF,23,1998,32.5,2188,2912,75.1,41590,16323,1000,1123,89.0,822,1045,78.7,331,642,51.6,9,11.5,9.1,-2.5,71,239,82,28,235
Virgil van Dijk,NED,DF,31,1991,31.5,2345,2592,90.5,45523,16670,843,900,93.7,1236,1306,94.6,244,344,70.9,1,1.2,1.1,-0.2,7,156,6,0,127
