General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes
Player,Nation,Pos,Age,Born,Mp,Starts,Min,90s,Gls,Ast,G+a,G-pk,Pk,Pkatt,Crdy,Crdr,Xg,Npxg,Xag,Npxg+xag,Prgc,Prgp,Prgr,Gls,Ast,G+a,G-pk,G+a-pk,Xg,Xag,Xg+xag,Npxg,Npxg+xag
Aymeric Laporte,ESP,DF,28,1994,12,11,993,11.0,0,0,0,0,0,0,0,0,0.5,0.5,0.2,0.7,30,85,11,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06
Bernardo Silva,POR,"MF,FW",27,1994,34,24,2205,24.5,4,5,9,4,0,0,5,0,2.2,2.2,3.3,5.4,90,130,188,0.16,0.2,0.37,0.16,0.37,0.09,0.13,0.22,0.09,0.22
Cole Palmer,ENG,"MF,FW",20,2002,14,2,370,4.1,0,1,1,0,0,0,1,0,1.2,1.2,0.6,1.8,29,13,40,0.0,0.24,0.24,0.0,0.24,0.3,0.14,0.44,0.3,0.44
Ederson,BRA,GK,28,1993,35,35,3150,35.0,0,1,1,0,0,0,3,0,0.0,0.0,0.2,0.2,0,0,0,0.0,0.03,0.03,0.0,0.03,0.0,0.01,0.01,0.0,0.01
Erling Haaland,NOR,FW,22,2000,35,33,2769,30.8,36,8,44,29,7,7,5,0,28.4,23.0,5.3,28.3,35,58,151,1.17,0.26,1.43,0.94,1.2,0.92,0.17,1.09,0.75,0.92
Jack Grealish,ENG,FW,26,1995,28,23,2055,22.8,5,7,12,5,0,0,4,0,4.6,4.6,7.1,11.7,143,100,310,0.22,0.31,0.53,0.22,0.53,0.2,0.31,0.51,0.2,0.51
John Stones,ENG,"DF,MF",28,1994,23,21,1846,20.5,2,2,4,2,0,0,2,0,1.0,1.0,1.4,2.4,28,101,34,0.1,0.1,0.2,0.1,0.2,0.05,0.07,0.12,0.05,0.12
João Cancelo,POR,DF,28,1994,17,16,1274,14.2,2,1,3,2,0,0,3,1,0.8,0.8,0.9,1.7,73,106,125,0.14,0.07,0.21,0.14,0.21,0.06,0.06,0.12,0.06,0.12
Julián Álvarez,ARG,"FW,MF",22,2000,31,13,1465,16.3,9,0,9,8,1,1,0,0,7.0,6.2,1.8,8.0,38,37,99,0.55,0.0,0.55,0.49,0.49,0.43,0.11,0.54,0.38,0.49
Kalvin Phillips,ENG,MF,26,1995,12,2,300,3.3,0,0,0,0,0,0,1,0,0.3,0.3,0.2,0.5,1,18,2,0.0,0.0,0.0,0.0,0.0,0.1,0.05,0.14,0.1,0.14
Kevin De Bruyne,BEL,MF,31,1991,32,28,2417,26.9,7,16,23,7,0,0,1,0,5.6,5.6,13.7,19.3,100,246,245,0.26,0.6,0.86,0.26,0.86,0.21,0.51,0.72,0.21,0.72
Kyle Walker,ENG,DF,32,1990,27,22,1958,21.8,0,0,0,0,0,0,3,0,0.4,0.4,0.2,0.7,50,162,75,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03
Manuel Akanji,SUI,DF,27,1995,29,24,2287,25.4,0,1,1,0,0,0,2,0,1.3,1.3,0.4,1.7,24,116,17,0.0,0.04,0.04,0.0,0.04,0.05,0.02,0.07,0.05,0.07
