General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes
Player,Nation,Pos,Age,Born,Mp,Starts,Min,90s,Gls,Ast,G+a,G-pk,Pk,Pkatt,Crdy,Crdr,Xg,Npxg,Xag,Npxg+xag,Prgc,Prgp,Prgr,Gls,Ast,G+a,G-pk,G+a-pk,Xg,Xag,Xg+xag,Npxg,Npxg+xag
Alexis Sánchez,CHI,"FW,MF",33,1988,35,32,2679,29.8,14,3,17,12,2,3,3,0,12.6,10.2,5.8,16.0,42,127,232,0.47,0.1,0.57,0.4,0.5,0.42,0.2,0.62,0.34,0.54
Amine Harit,MAR,"MF,FW",25,1997,10,6,515,5.7,0,0,0,0,0,0,1,0,0.5,0.5,1.5,2.0,19,38,54,0.0,0.0,0.0,0.0,0.0,0.09,0.25,0.34,0.09,0.34
Arkadiusz Milik,POL,FW,28,1994,2,2,129,1.4,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.4,1,1,9,0.0,0.0,0.0,0.0,0.0,0.1,0.17,0.27,0.1,0.27
Azzedine Ounahi,MAR,"MF,FW",22,2000,7,1,121,1.3,1,0,1,1,0,0,0,0,0.7,0.7,0.2,0.9,6,5,8,0.74,0.0,0.74,0.74,0.74,0.5,0.16,0.65,0.5,0.65
Bamba Dieng,SEN,"FW,MF",22,2000,10,1,194,2.2,1,0,1,1,0,0,1,0,1.5,1.5,0.1,1.6,5,1,23,0.46,0.0,0.46,0.46,0.46,0.71,0.04,0.76,0.71,0.76
Cengiz Ünder,TUR,"MF,DF",25,1997,37,28,2490,27.7,5,4,9,4,1,1,3,0,8.3,7.5,7.9,15.5,69,115,262,0.18,0.14,0.33,0.14,0.29,0.3,0.29,0.59,0.27,0.56
Chancel Mbemba,COD,DF,27,1994,36,32,2849,31.7,5,0,5,5,0,0,2,0,3.1,3.1,0.5,3.5,47,183,49,0.16,0.0,0.16,0.16,0.16,0.1,0.01,0.11,0.1,0.11
Cédric Bakambu,COD,MF,31,1991,3,0,59,0.7,0,1,1,0,0,0,0,0,0.0,0.0,1.0,1.0,1,0,4,0.0,1.53,1.53,0.0,1.53,0.0,1.56,1.56,0.0,1.56
Dimitri Payet,FRA,"MF,FW",35,1987,24,9,835,9.3,4,3,7,3,1,1,0,0,3.0,2.2,3.5,5.7,22,71,84,0.43,0.32,0.75,0.32,0.65,0.33,0.37,0.7,0.24,0.62
Duje Ćaleta-Car,CRO,DF,25,1996,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric Bailly,CIV,DF,28,1994,17,5,543,6.0,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,4,12,4,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
François Mughe,CMR,MF,18,2004,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gerson,BRA,MF,25,1997,10,6,417,4.6,2,0,2,2,0,0,1,0,0.8,0.8,0.3,1.1,9,21,29,0.43,0.0,0.43,0.43,0.43,0.18,0.06,0.24,0.18,0.24
Issa Kaboré,BFA,DF,21,2001,22,9,1028,11.4,1,0,1,1,0,0,1,0,0.9,0.9,0.9,1.7,39,54,130,0.09,0.0,0.09,0.09,0.09,0.07,0.08,0.15,0.07,0.15
Jonathan Clauss,FRA,DF,29,1992,34,32,2590,28.8,2,9,11,2,0,0,1,0,4.2,4.2,8.4,12.6,83,121,240,0.07,0.31,0.38,0.07,0.38,0.15,0.29,0.44,0.15,0.44
Jordan Veretout,FRA,MF,29,1993,38,31,2863,31.8,4,3,7,3,1,1,4,0,3.9,3.1,3.8,6.9,59,248,73,0.13,0.09,0.22,0.09,0.19,0.12,0.12,0.24,0.1,0.22
Leonardo Balerdi,ARG,DF,23,1999,35,30,2639,29.3,0,1,1,0,0,0,9,1,1.3,1.3,0.2,1.4,15,97,19,0.0,0.03,0.03,0.0,0.03,0.04,0.01,0.05,0.04,0.05
Luis Javier Suárez,COL,FW,24,1997,7,2,293,3.3,3,1,4,3,0,0,1,0,2.4,2.4,0.4,2.8,5,11,17,0.92,0.31,1.23,0.92,1.23,0.74,0.11,0.85,0.74,0.85
Mattéo Guendouzi,FRA,MF,23,1999,33,25,2108,23.4,2,4,6,1,1,1,3,0,3.3,2.5,2.1,4.6,50,170,100,0.09,0.17,0.26,0.04,0.21,0.14,0.09,0.23,0.11,0.2
Nuno Tavares,POR,"DF,MF",22,2000,31,23,2349,26.1,6,0,6,6,0,0,6,1,4.5,4.5,2.6,7.1,96,115,245,0.23,0.0,0.23,0.23,0.23,0.17,0.1,0.27,0.17,0.27
Pape Gueye,SEN,"MF,DF",23,1999,14,4,492,5.5,1,1,2,1,0,0,1,0,0.7,0.7,0.9,1.6,9,31,13,0.18,0.18,0.37,0.18,0.37,0.13,0.16,0.29,0.13,0.29
Pau López,ESP,GK,27,1994,33,32,2925,32.5,0,2,2,0,0,0,3,0,0.0,0.0,0.4,0.4,0,2,0,0.0,0.06,0.06,0.0,0.06,0.0,0.01,0.01,0.0,0.01
Rubén Blanco,ESP,GK,27,1995,6,6,495,5.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
