General,General,General,General,General,Playing time,Playing time,Playing time,General,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty kicks,Penalty kicks,Penalty kicks,Penalty kicks,Penalty kicks
Player,Nation,Pos,Age,Born,Mp,Starts,Min,90s,Ga,Ga90,Sota,Saves,Save%,W,D,L,Cs,Cs%,Pkatt,Pka,Pksv,Pkm,Save%
Finn Dahmen,GER,GK,24,1998,8,8,720,8.0,16,2.0,44,26,65.9,3,2,3,0,0.0,3,1,2,0,66.7
Robin Zentner,GER,GK,27,1994,26,26,2340,26.0,39,1.5,109,69,67.0,9,8,9,7,26.9,5,3,1,1,25.0
