General,General,General,General,General,General,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-ons,Take-ons,Take-ons,Take-ons,Take-ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
Player,Nation,Pos,Age,Born,90s,Touches,Def pen,Def 3rd,Mid 3rd,Att 3rd,Att pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,Totdist,Prgdist,Prgc,1/3,Cpa,Mis,Dis,Rec,Prgr
Aarón Martín,ESP,DF,25,1997,20.5,1192,47,303,523,380,14,1191,21,10,47.6,8,38.1,582,2815,1217,25,19,3,15,14,621,61
Alexander Hack,GER,DF,28,1993,12.6,735,74,350,367,27,13,735,2,2,100.0,0,0.0,344,1473,818,1,4,0,3,1,336,0
Andreas Hanche-Olsen,NOR,DF,25,1997,16.6,949,111,512,382,65,16,949,5,4,80.0,1,20.0,487,2295,1118,6,11,0,12,6,489,10
Angelo Fulgini,FRA,MF,25,1996,5.8,320,6,36,177,110,14,320,25,8,32.0,14,56.0,199,800,326,3,6,2,12,7,228,43
Anthony Caci,FRA,DF,25,1997,22.6,1370,81,458,667,261,20,1370,21,9,42.9,11,52.4,667,3023,1468,20,16,1,14,8,681,41
Anton Stach,GER,MF,23,1998,23.0,1172,34,212,644,345,50,1172,51,25,49.0,21,41.2,549,3090,1519,37,28,7,45,16,655,77
Aymen Barkok,MAR,MF,24,1998,6.5,360,12,53,156,158,16,360,20,9,45.0,11,55.0,185,1396,726,17,16,4,16,9,216,28
Brajan Gruda,GER,MF,18,2004,0.0,8,0,0,2,6,1,8,2,0,0.0,2,100.0,4,29,0,0,0,0,0,1,3,0
Danny da Costa,GER,DF,29,1993,13.7,767,29,164,362,246,24,767,28,11,39.3,16,57.1,346,1874,913,32,19,11,25,11,386,74
Delano Burgzorg,NED,"FW,MF",23,1998,2.7,93,1,4,26,64,11,93,13,6,46.2,7,53.8,67,410,138,4,2,4,13,6,75,24
Dominik Kohr,GER,MF,28,1994,25.5,1447,57,344,867,250,32,1447,22,10,45.5,10,45.5,680,2806,1114,17,15,3,19,8,779,39
Edimilson Fernandes,SUI,DF,26,1996,27.1,1485,158,671,666,166,6,1485,25,17,68.0,4,16.0,768,3634,1792,15,12,3,15,14,739,23
Eniss Shabani,ALB,MF,19,2003,0.1,7,0,2,4,1,0,7,0,0,,0,,6,18,9,0,0,0,1,0,6,0
Finn Dahmen,GER,GK,24,1998,8.0,294,226,288,7,0,0,294,0,0,,0,,190,1151,638,0,0,0,0,0,111,0
Jonathan Burkardt,GER,"MF,FW",22,2000,5.9,180,2,19,65,99,37,179,20,11,55.0,8,40.0,128,642,257,9,7,6,17,9,139,46
Karim Onisiwo,AUT,"FW,MF",30,1992,28.2,978,8,42,387,569,157,978,104,37,35.6,55,52.9,571,3458,1365,72,39,33,111,50,695,220
Leandro Barreiro Martins,LUX,MF,22,2000,23.8,870,55,221,432,231,58,870,19,5,26.3,9,47.4,356,1564,640,17,16,2,39,13,372,49
Lee Jae-sung,KOR,MF,29,1992,21.0,1028,29,178,484,375,77,1028,37,25,67.6,6,16.2,537,2426,1038,29,24,9,44,25,649,103
Ludovic Ajorque,FRA,"FW,MF",28,1994,13.5,555,8,34,291,236,76,555,12,7,58.3,4,33.3,253,989,267,5,11,1,46,13,415,85
Marcus Ingvartsen,DEN,"FW,MF",26,1996,14.6,539,13,60,255,229,66,535,36,12,33.3,20,55.6,295,1308,372,16,6,9,54,19,402,81
Marlon Mustapha,AUT,"FW,MF",21,2001,0.8,45,0,2,22,22,5,45,3,2,66.7,1,33.3,24,217,133,5,4,2,7,2,30,9
Maxim Leitsch,GER,DF,24,1998,7.4,405,42,188,205,12,2,405,1,0,0.0,1,100.0,203,957,443,5,0,1,5,1,225,1
Nelson Weiper,GER,"FW,DF",17,2005,1.1,61,1,4,14,44,12,61,7,0,0.0,5,71.4,33,220,86,5,3,2,2,1,45,19
Niklas Tauer,GER,"DF,MF",21,2001,1.0,70,5,23,38,10,1,70,0,0,,0,,40,205,100,1,2,0,1,1,47,4
Robin Zentner,GER,GK,27,1994,26.0,941,729,917,19,5,4,941,0,0,,0,,520,2965,1677,0,0,0,1,0,334,1
Silvan Widmer,SUI,DF,29,1993,18.8,1049,38,266,504,287,50,1049,14,8,57.1,6,42.9,464,1820,847,14,9,3,22,12,508,91
Stefan Bell,GER,DF,30,1991,26.6,1551,180,849,653,59,18,1551,7,6,85.7,0,0.0,767,3351,1604,9,6,0,13,4,760,10
