General,General,General,General,General,General,General,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Corner kicks,Corner kicks,Corner kicks,Outcomes,Outcomes,Outcomes
Player,Nation,Pos,Age,Born,90s,Att,Live,Dead,Fk,Tb,Sw,Crs,Ti,Ck,In,Out,Str,Cmp,Off,Blocks
Aihen Muñoz,ESP,DF,24,1997,19.5,1027,824,196,16,0,3,54,180,0,0,0,0,781,7,29
Alex Sola,ESP,DF,23,1999,3.9,198,150,48,4,0,0,12,44,0,0,0,0,158,0,5
Alexander Isak,SWE,FW,22,1999,1.7,30,25,4,0,0,0,2,0,0,0,0,0,17,1,2
Alexander Sørloth,NOR,FW,26,1995,26.5,481,449,29,0,1,1,8,1,0,0,0,0,329,3,18
Ander Barrenetxea,ESP,"FW,DF",20,2001,9.8,376,343,32,5,1,1,13,25,2,0,0,0,288,1,19
Ander Guevara,ESP,MF,25,1997,2.5,179,178,0,0,1,0,0,0,0,0,0,0,161,1,2
Ander Martin,ESP,"MF,FW",21,2000,0.5,24,22,2,1,0,0,4,0,1,1,0,0,12,0,0
Andoni Gorosabel,ESP,DF,25,1996,19.0,1049,834,213,29,0,2,41,184,0,0,0,0,888,2,20
Aritz Elustondo,ESP,DF,28,1994,16.1,809,680,125,14,0,1,9,111,0,0,0,0,653,4,9
Asier Illarramendi,ESP,MF,32,1990,12.0,640,607,29,18,0,3,6,5,3,0,2,0,545,4,10
Beñat Turrientes,ESP,"MF,FW",20,2002,1.2,47,40,7,4,0,2,4,0,3,2,1,0,40,0,0
Brais Méndez,ESP,MF,25,1997,26.7,1312,1138,169,53,7,15,125,6,103,32,49,0,1010,5,25
Carlos Fernández,ESP,FW,26,1996,7.0,148,143,5,0,1,0,0,1,0,0,0,0,96,0,1
David Silva,ESP,MF,36,1986,21.5,1165,1120,37,16,9,5,20,6,3,1,2,0,983,8,17
Diego Rico,ESP,DF,29,1993,18.3,985,779,202,21,0,7,55,181,0,0,0,0,746,4,21
Igor Zubeldia,ESP,DF,25,1997,28.2,1557,1490,62,44,1,12,3,18,0,0,0,0,1329,5,12
Jon Karrikaburu,ESP,FW,19,2002,1.0,18,18,0,0,1,0,1,0,0,0,0,0,11,0,0
Jon Magunacelaya,ESP,"MF,FW",22,2000,0.7,16,15,1,1,0,0,2,0,0,0,0,0,8,0,1
Jon Pacheco,ESP,DF,21,2001,13.3,907,859,43,32,1,8,0,4,0,0,0,0,812,5,4
Martín Zubimendi,ESP,MF,23,1999,34.5,1812,1748,58,54,6,10,4,2,0,0,0,0,1545,6,23
Mikel Merino,ESP,MF,26,1996,27.7,1502,1466,25,21,11,15,25,3,1,0,0,0,1145,11,32
Mikel Oyarzabal,ESP,"FW,MF",25,1997,13.5,392,368,22,9,1,2,28,3,7,5,1,0,285,2,18
Mohamed Ali Cho,FRA,"FW,MF",18,2004,6.5,165,158,6,0,0,0,30,0,2,1,1,0,108,1,6
Olasagasti,ESP,"MF,DF",21,2000,0.7,48,47,1,1,0,2,0,0,0,0,0,0,39,0,0
Pablo Marín,ESP,"MF,FW",19,2003,4.0,168,165,2,2,1,1,3,0,0,0,0,0,128,1,6
Roberto Navarro,ESP,"MF,FW",20,2002,3.9,138,119,18,6,0,1,16,0,11,5,3,0,99,1,5
Robin Le Normand,ESP,DF,25,1996,31.1,1740,1653,85,61,2,7,1,3,0,0,0,0,1533,2,4
Takefusa Kubo,JPN,"FW,MF",21,2001,27.1,875,823,42,5,3,5,72,5,29,10,12,1,621,10,35
Umar Sadiq,NGA,FW,25,1997,0.9,13,13,0,0,0,1,0,0,0,0,0,0,13,0,0
Álex Remiro,ESP,GK,27,1995,38.0,1313,970,336,120,0,3,0,0,0,0,0,0,941,7,0
