General,General,General,General,General,General,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
Player,Nation,Pos,Age,Born,90s,Gls,Sh,Sot,Sot%,Sh/90,Sot/90,G/sh,G/sot,Dist,Fk,Pk,Pkatt,Xg,Npxg,Npxg/sh,G-xg,Np:g-xg
Aihen Muñoz,ESP,DF,24,1997,19.5,0,6,2,33.3,0.31,0.1,0.0,0.0,24.8,0,0,0,0.2,0.2,0.03,-0.2,-0.2
Alex Sola,ESP,DF,23,1999,3.9,0,4,1,25.0,1.03,0.26,0.0,0.0,26.4,0,0,0,0.1,0.1,0.02,-0.1,-0.1
Alexander Isak,SWE,FW,22,1999,1.7,1,3,1,33.3,1.78,0.59,0.33,1.0,12.0,0,0,0,0.2,0.2,0.07,0.8,0.8
Alexander Sørloth,NOR,FW,26,1995,26.5,12,63,27,42.9,2.38,1.02,0.19,0.44,11.3,0,0,0,12.7,12.7,0.2,-0.7,-0.7
Ander Barrenetxea,ESP,"FW,DF",20,2001,9.8,3,18,12,66.7,1.85,1.23,0.17,0.25,14.9,2,0,0,3.0,3.0,0.17,0.0,0.0
Ander Guevara,ESP,MF,25,1997,2.5,0,1,0,0.0,0.41,0.0,0.0,,23.7,0,0,0,0.0,0.0,0.03,0.0,0.0
Ander Martin,ESP,"MF,FW",21,2000,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Andoni Gorosabel,ESP,DF,25,1996,19.0,0,14,1,7.1,0.74,0.05,0.0,0.0,21.7,0,0,0,0.6,0.6,0.04,-0.6,-0.6
Aritz Elustondo,ESP,DF,28,1994,16.1,0,8,0,0.0,0.5,0.0,0.0,,21.5,0,0,0,0.7,0.7,0.09,-0.7,-0.7
Asier Illarramendi,ESP,MF,32,1990,12.0,1,11,3,27.3,0.92,0.25,0.09,0.33,20.5,0,0,0,0.8,0.8,0.07,0.2,0.2
Beñat Turrientes,ESP,"MF,FW",20,2002,1.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Brais Méndez,ESP,MF,25,1997,26.7,8,60,21,35.0,2.24,0.79,0.13,0.38,21.4,9,0,0,5.6,5.6,0.09,2.4,2.4
Carlos Fernández,ESP,FW,26,1996,7.0,1,21,5,23.8,3.0,0.71,0.05,0.2,13.1,0,0,0,2.4,2.4,0.11,-1.4,-1.4
David Silva,ESP,MF,36,1986,21.5,2,30,13,43.3,1.39,0.6,0.07,0.15,15.4,1,0,0,3.8,3.8,0.13,-1.8,-1.8
Diego Rico,ESP,DF,29,1993,18.3,0,9,3,33.3,0.49,0.16,0.0,0.0,27.5,0,0,0,0.2,0.2,0.03,-0.2,-0.2
Igor Zubeldia,ESP,DF,25,1997,28.2,1,6,1,16.7,0.21,0.04,0.17,1.0,14.5,0,0,0,0.9,0.9,0.14,0.1,0.1
Jon Karrikaburu,ESP,FW,19,2002,1.0,0,5,1,20.0,4.84,0.97,0.0,0.0,20.1,0,0,0,0.3,0.3,0.06,-0.3,-0.3
Jon Magunacelaya,ESP,"MF,FW",22,2000,0.7,0,1,1,100.0,1.38,1.38,0.0,0.0,10.8,0,0,0,0.0,0.0,0.02,0.0,0.0
Jon Pacheco,ESP,DF,21,2001,13.3,0,3,0,0.0,0.23,0.0,0.0,,17.3,0,0,0,0.1,0.1,0.02,-0.1,-0.1
Martín Zubimendi,ESP,MF,23,1999,34.5,1,13,2,15.4,0.38,0.06,0.08,0.5,19.7,0,0,0,1.9,1.9,0.15,-0.9,-0.9
Mikel Merino,ESP,MF,26,1996,27.7,2,41,16,39.0,1.48,0.58,0.05,0.13,18.1,0,0,1,4.4,3.6,0.09,-2.4,-1.6
Mikel Oyarzabal,ESP,"FW,MF",25,1997,13.5,4,16,8,50.0,1.19,0.59,0.13,0.25,18.8,0,2,3,4.6,2.3,0.14,-0.6,-0.3
Mohamed Ali Cho,FRA,"FW,MF",18,2004,6.5,1,23,12,52.2,3.53,1.84,0.04,0.08,18.3,0,0,0,1.8,1.8,0.08,-0.8,-0.8
Olasagasti,ESP,"MF,DF",21,2000,0.7,0,3,1,33.3,4.15,1.38,0.0,0.0,29.1,0,0,0,0.0,0.0,0.02,0.0,0.0
Pablo Marín,ESP,"MF,FW",19,2003,4.0,0,9,4,44.4,2.25,1.0,0.0,0.0,16.6,0,0,0,1.2,1.2,0.14,-1.2,-1.2
Roberto Navarro,ESP,"MF,FW",20,2002,3.9,0,12,5,41.7,3.08,1.28,0.0,0.0,17.0,0,0,0,1.0,1.0,0.09,-1.0,-1.0
Robin Le Normand,ESP,DF,25,1996,31.1,0,12,2,16.7,0.39,0.06,0.0,0.0,12.8,0,0,0,1.0,1.0,0.08,-1.0,-1.0
Takefusa Kubo,JPN,"FW,MF",21,2001,27.1,9,72,30,41.7,2.66,1.11,0.13,0.3,17.8,3,0,0,5.9,5.9,0.08,3.1,3.1
Umar Sadiq,NGA,FW,25,1997,0.9,1,1,1,100.0,1.1,1.1,1.0,1.0,2.9,0,0,0,0.4,0.4,0.43,0.6,0.6
Álex Remiro,ESP,GK,27,1995,38.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
