General,General,General,General,General,General,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,General,General,General,General
Player,Nation,Pos,Age,Born,90s,Tkl,Tklw,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+int,Clr,Err
Aihen Muñoz,ESP,DF,24,1997,19.5,38,23,17,17,4,22,47,46.8,25,26,5,21,9,47,38,0
Alex Sola,ESP,DF,23,1999,3.9,18,9,14,3,1,7,10,70.0,3,7,2,5,7,25,10,0
Alexander Isak,SWE,FW,22,1999,1.7,1,1,0,0,1,0,0,,0,0,0,0,0,1,2,0
Alexander Sørloth,NOR,FW,26,1995,26.5,18,9,3,6,9,7,14,50.0,7,15,1,14,2,20,26,1
Ander Barrenetxea,ESP,"FW,DF",20,2001,9.8,21,15,15,6,0,12,28,42.9,16,15,1,14,5,26,7,0
Ander Guevara,ESP,MF,25,1997,2.5,5,2,2,2,1,1,4,25.0,3,6,1,5,2,7,3,0
Ander Martin,ESP,"MF,FW",21,2000,0.5,2,2,1,1,0,1,4,25.0,3,0,0,0,0,2,1,0
Andoni Gorosabel,ESP,DF,25,1996,19.0,41,25,23,9,9,26,43,60.5,17,21,2,19,17,58,23,0
Aritz Elustondo,ESP,DF,28,1994,16.1,26,17,15,10,1,14,26,53.8,12,15,6,9,20,46,43,1
Asier Illarramendi,ESP,MF,32,1990,12.0,36,18,10,22,4,16,44,36.4,28,27,8,19,18,54,20,0
Beñat Turrientes,ESP,"MF,FW",20,2002,1.2,3,3,3,0,0,1,5,20.0,4,2,0,2,0,3,3,0
Brais Méndez,ESP,MF,25,1997,26.7,58,34,18,30,10,24,64,37.5,40,27,3,24,12,70,14,1
Carlos Fernández,ESP,FW,26,1996,7.0,6,4,1,3,2,1,15,6.7,14,1,0,1,1,7,4,0
David Silva,ESP,MF,36,1986,21.5,36,21,11,18,7,11,19,57.9,8,17,2,15,15,51,16,0
Diego Rico,ESP,DF,29,1993,18.3,35,21,17,11,7,12,27,44.4,15,18,5,13,20,55,51,1
Igor Zubeldia,ESP,DF,25,1997,28.2,35,18,28,7,0,25,35,71.4,10,23,17,6,21,56,93,0
Jon Karrikaburu,ESP,FW,19,2002,1.0,1,0,0,1,0,0,0,,0,2,0,2,0,1,0,0
Jon Magunacelaya,ESP,"MF,FW",22,2000,0.7,1,0,0,0,1,0,2,0.0,2,0,0,0,0,1,1,0
Jon Pacheco,ESP,DF,21,2001,13.3,16,10,10,6,0,6,10,60.0,4,9,6,3,12,28,37,1
Martín Zubimendi,ESP,MF,23,1999,34.5,59,33,23,30,6,24,45,53.3,21,44,17,27,37,96,55,4
Mikel Merino,ESP,MF,26,1996,27.7,77,49,28,33,16,31,62,50.0,31,38,8,30,20,97,51,1
Mikel Oyarzabal,ESP,"FW,MF",25,1997,13.5,13,7,5,3,5,5,19,26.3,14,14,4,10,3,16,5,0
Mohamed Ali Cho,FRA,"FW,MF",18,2004,6.5,13,10,6,5,2,4,10,40.0,6,9,0,9,2,15,2,0
Olasagasti,ESP,"MF,DF",21,2000,0.7,4,4,1,2,1,1,2,50.0,1,2,0,2,0,4,1,0
Pablo Marín,ESP,"MF,FW",19,2003,4.0,10,5,5,4,1,2,7,28.6,5,1,0,1,4,14,2,0
Roberto Navarro,ESP,"MF,FW",20,2002,3.9,5,4,4,0,1,1,2,50.0,1,7,0,7,2,7,2,0
Robin Le Normand,ESP,DF,25,1996,31.1,36,23,25,9,2,14,27,51.9,13,22,14,8,33,69,93,0
Takefusa Kubo,JPN,"FW,MF",21,2001,27.1,44,26,18,16,10,16,38,42.1,22,29,1,28,9,53,4,0
Umar Sadiq,NGA,FW,25,1997,0.9,1,1,0,0,1,0,1,0.0,1,2,0,2,0,1,0,0
Álex Remiro,ESP,GK,27,1995,38.0,1,1,1,0,0,1,3,33.3,2,0,0,0,0,1,17,3
