General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
Player,Nation,Pos,Age,Born,Mp,Min,Mn/mp,Min%,90s,Starts,Mn/start,Compl,Subs,Mn/sub,Unsub,Ppm,Ong,Onga,+/-,+/-90,On-off,Onxg,Onxga,Xg+/-,Xg+/-90,On-off
Aihen Muñoz,ESP,DF,24,1997,23,1756,76,51.3,19.5,20,84,17,3,27,10,1.74,26,21,5,0.26,-0.34,28.5,17.4,11.1,0.57,0.1
Alex Sola,ESP,DF,23,1999,10,349,35,10.2,3.9,3,77,1,7,17,16,1.5,7,5,2,0.52,0.11,5.3,3.2,2.2,0.56,0.04
Alexander Isak,SWE,FW,22,1999,2,152,76,4.4,1.7,2,76,0,0,,0,1.5,2,3,-1,-0.59,-1.06,1.9,1.9,0.0,0.0,-0.55
Alexander Sørloth,NOR,FW,26,1995,34,2386,70,69.8,26.5,28,79,8,6,29,0,1.91,38,20,18,0.68,0.85,37.3,20.3,17.0,0.64,0.4
Ander Barrenetxea,ESP,"FW,DF",20,2001,23,878,38,25.7,9.8,9,65,0,14,21,5,2.0,14,5,9,0.92,0.67,14.7,8.3,6.4,0.65,0.18
Ander Guevara,ESP,MF,25,1997,8,221,28,6.5,2.5,2,55,0,6,19,23,2.75,5,1,4,1.63,1.29,5.1,1.5,3.6,1.46,1.0
Ander Martin,ESP,"MF,FW",21,2000,3,41,14,1.2,0.5,0,,0,3,14,7,3.0,0,0,0,0.0,-0.43,1.0,0.5,0.5,1.11,0.59
Andoni Gorosabel,ESP,DF,25,1996,27,1708,63,49.9,19.0,19,80,9,8,23,5,1.78,23,19,4,0.21,-0.42,28.6,16.7,11.9,0.63,0.21
Andoni Zubiaurre,ESP,GK,25,1996,0,,,,,0,,0,0,,37,,,,,,,,,,,
Aritz Elustondo,ESP,DF,28,1994,25,1449,58,42.4,16.1,16,78,8,9,22,4,2.2,26,14,12,0.75,0.56,21.9,13.9,8.0,0.5,-0.04
Asier Illarramendi,ESP,MF,32,1990,24,1076,45,31.5,12.0,13,69,2,11,16,13,2.04,15,5,10,0.84,0.61,14.1,9.3,4.8,0.4,-0.18
Beñat Turrientes,ESP,"MF,FW",20,2002,6,106,18,3.1,1.2,1,45,0,5,12,26,1.5,1,2,-1,-0.85,-1.31,0.9,2.3,-1.4,-1.17,-1.75
Brais Méndez,ESP,MF,25,1997,34,2407,71,70.4,26.7,28,78,12,6,36,1,1.79,40,25,15,0.56,0.47,36.4,21.4,15.0,0.56,0.14
Carlos Fernández,ESP,FW,26,1996,24,631,26,18.5,7.0,8,54,0,16,13,4,1.79,7,8,-1,-0.14,-0.69,7.7,7.2,0.5,0.07,-0.55
David Silva,ESP,MF,36,1986,28,1937,69,56.6,21.5,25,73,1,3,35,1,2.11,37,21,16,0.74,0.74,31.5,17.2,14.3,0.66,0.33
Diego Rico,ESP,DF,29,1993,20,1646,82,48.1,18.3,18,85,15,2,54,11,1.9,25,14,11,0.6,0.35,24.2,15.2,9.0,0.49,-0.06
Egoitz Arana,ESP,GK,20,2002,0,,,,,0,,0,0,,5,,,,,,,,,,,
Igor Zubeldia,ESP,DF,25,1997,31,2542,82,74.3,28.2,29,86,24,2,24,4,1.77,35,26,9,0.32,-0.4,38.8,24.8,14.0,0.5,-0.1
Jon Karrikaburu,ESP,FW,19,2002,6,93,16,2.7,1.0,0,,0,6,16,11,1.0,0,3,-3,-2.9,-3.42,1.5,1.8,-0.3,-0.3,-0.85
Jon Magunacelaya,ESP,"MF,FW",22,2000,2,65,33,1.9,0.7,0,,0,2,33,2,0.5,0,2,-2,-2.77,-3.25,0.5,1.5,-1.0,-1.38,-1.94
Jon Pacheco,ESP,DF,21,2001,17,1193,70,34.9,13.3,12,90,12,5,23,16,2.29,21,13,8,0.6,0.28,18.9,10.3,8.6,0.65,0.2
Jonathan Gomez,USA,DF,18,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,
Martín Zubimendi,ESP,MF,23,1999,36,3101,86,90.7,34.5,35,88,33,1,26,0,1.81,45,34,11,0.32,-1.09,46.7,31.1,15.6,0.45,-0.74
Mikel Merino,ESP,MF,26,1996,33,2494,76,72.9,27.7,28,84,18,5,30,0,1.85,37,31,6,0.22,-0.76,39.0,26.0,13.0,0.47,-0.19
Mikel Oyarzabal,ESP,"FW,MF",25,1997,23,1214,53,35.5,13.5,14,69,3,9,27,1,1.83,17,12,5,0.37,-0.08,18.5,12.1,6.4,0.48,-0.07
Mohamed Ali Cho,FRA,"FW,MF",18,2004,19,587,31,17.2,6.5,5,61,0,14,20,5,1.89,11,9,2,0.31,-0.14,10.1,6.6,3.5,0.53,0.01
