General,General,General,General,General,General,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,General,General,Expected,Expected,General,General,General,General,General
Player,Nation,Pos,Age,Born,90s,Cmp,Att,Cmp%,Totdist,Prgdist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,Xag,Xa,A-xag,Kp,1/3,Ppa,Crspa,Prgp
Aaron Zehnter,GER,DF,17,2004,0.0,0,2,0.0,0,0,0,0,,0,1,0.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0
André Hahn,GER,"FW,MF",31,1990,4.3,33,83,39.8,542,216,15,25,60.0,13,26,50.0,2,17,11.8,0,0.0,0.0,0.0,1,7,1,0,8
Arne Engels,BEL,MF,18,2003,16.0,397,619,64.1,7580,2725,170,217,78.3,157,207,75.8,62,149,41.6,3,2.2,1.9,0.8,24,45,9,3,57
Arne Maier,GER,MF,23,1999,21.8,421,658,64.0,7205,2336,196,264,74.2,161,223,72.2,45,102,44.1,1,1.8,2.1,-0.8,21,41,15,1,66
Carlos Gruezo,ECU,MF,27,1995,10.7,199,276,72.1,4090,1319,63,80,78.8,88,110,80.0,40,70,57.1,0,0.3,0.4,-0.3,6,25,6,0,29
Daniel Caligiuri,ITA,"DF,MF",34,1988,3.2,107,166,64.5,1897,934,47,57,82.5,42,71,59.2,13,29,44.8,0,0.4,0.3,-0.4,4,10,4,0,16
David Čolina,CRO,"DF,FW",22,2000,1.8,41,71,57.7,644,293,25,34,73.5,9,18,50.0,5,12,41.7,0,0.1,0.1,-0.1,2,3,2,1,6
Dion Drena Beljo,CRO,FW,20,2002,12.5,159,250,63.6,2058,467,94,141,66.7,46,73,63.0,5,8,62.5,2,1.7,0.9,0.3,15,11,4,1,15
Elvis Rexhbeçaj,GER,MF,24,1997,28.0,622,911,68.3,11034,3474,253,328,77.1,296,386,76.7,56,130,43.1,0,0.8,0.9,-0.8,12,67,10,1,89
Ermedin Demirović,BIH,"FW,MF",24,1998,26.3,268,533,50.3,3692,1264,150,255,58.8,83,154,53.9,10,35,28.6,4,3.5,3.1,0.5,29,29,17,5,48
Florian Niederlechner,GER,"FW,MF",31,1990,10.1,118,200,59.0,1833,417,57,89,64.0,47,67,70.1,5,16,31.3,1,0.4,0.7,0.6,5,13,6,0,18
Frederik Winther,DEN,DF,21,2001,1.0,22,35,62.9,456,203,5,8,62.5,12,15,80.0,4,8,50.0,1,0.1,0.0,0.9,1,1,1,0,1
Fredrik Jensen,FIN,"FW,MF",24,1997,10.3,160,297,53.9,2978,1073,75,104,72.1,56,103,54.4,24,57,42.1,1,1.4,1.6,-0.4,13,22,11,2,24
Iago,BRA,"DF,MF",25,1997,17.8,449,725,61.9,8133,4177,182,229,79.5,205,323,63.5,52,118,44.1,2,1.1,1.7,0.9,10,33,17,7,53
Irvin Cardona,FRA,"MF,FW",24,1997,3.5,36,74,48.6,452,108,22,32,68.8,8,21,38.1,2,10,20.0,0,0.1,0.1,-0.1,3,4,1,0,3
Jeffrey Gouweleeuw,NED,DF,31,1991,31.1,1036,1481,70.0,22964,9746,301,381,79.0,549,647,84.9,176,392,44.9,1,2.1,1.5,-1.1,12,102,14,1,80
Julian Baumgartlinger,AUT,MF,34,1988,6.2,189,228,82.9,3450,906,76,88,86.4,86,99,86.9,22,28,78.6,0,0.1,0.5,-0.1,2,15,8,1,25
Kelvin Yeboah,ITA,"FW,MF",22,2000,3.9,28,59,47.5,461,166,13,21,61.9,12,20,60.0,3,5,60.0,1,0.4,0.5,0.6,5,4,3,1,6
Lukas Petkov,BUL,"MF,FW",21,2000,1.6,18,34,52.9,295,96,9,16,56.3,5,9,55.6,3,6,50.0,0,0.0,0.1,0.0,0,3,0,0,2
Mads Pedersen,DEN,"DF,MF",25,1996,20.4,473,696,68.0,8287,3196,214,258,82.9,204,306,66.7,41,90,45.6,0,0.9,0.9,-0.9,15,31,13,6,46
Maximilian Bauer,GER,DF,22,2000,20.5,551,758,72.7,11267,4449,177,208,85.1,290,342,84.8,74,178,41.6,1,0.4,0.2,0.6,4,30,2,0,40
Mergim Berisha,GER,FW,24,1998,18.7,161,342,47.1,2735,1043,72,120,60.0,66,125,52.8,17,55,30.9,4,2.7,2.8,1.3,20,20,10,3,28
Nathanael Mbuku,FRA,"MF,FW",20,2002,0.4,3,7,42.9,27,9,2,2,100.0,0,2,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1
Niklas Dorsch,GER,MF,24,1998,5.4,140,183,76.5,2575,691,56,69,81.2,68,84,81.0,14,25,56.0,0,0.1,0.3,-0.1,1,7,2,0,14
Noah Joel Sarenren Bazee,NGA,"MF,FW",25,1996,0.2,1,2,50.0,10,5,1,2,50.0,0,0,,0,0,,0,0.1,0.0,-0.1,1,0,0,0,0
Ohis Felix Uduokhai,GER,DF,24,1997,16.1,558,734,76.0,10809,3480,187,225,83.1,315,361,87.3,50,120,41.7,1,0.3,0.4,0.7,3,34,2,0,52
Rafał Gikiewicz,POL,GK,34,1987,23.0,846,1152,73.4,24931,17753,134,137,97.8,410,417,98.3,300,593,50.6,0,0.0,0.1,0.0,0,23,1,0,0
Raphael Framberger,GER,"DF,FW",26,1995,2.0,33,64,51.6,404,291,22,27,81.5,9,19,47.4,0,10,0.0,0,0.0,0.1,0.0,1,2,1,0,3
