General,General,General,General,General,General,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-ons,Take-ons,Take-ons,Take-ons,Take-ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
Player,Nation,Pos,Age,Born,90s,Touches,Def pen,Def 3rd,Mid 3rd,Att 3rd,Att pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,Totdist,Prgdist,Prgc,1/3,Cpa,Mis,Dis,Rec,Prgr
Aaron Zehnter,GER,DF,17,2004,0.0,3,0,1,2,0,0,3,0,0,,0,,0,0,0,0,0,0,0,0,0,0
André Hahn,GER,"FW,MF",31,1990,4.3,156,14,38,63,58,7,156,6,1,16.7,4,66.7,57,256,115,3,5,0,13,1,70,10
Arne Engels,BEL,MF,18,2003,16.0,739,21,158,380,205,5,739,9,4,44.4,4,44.4,322,1403,762,9,7,0,7,8,399,25
Arne Maier,GER,MF,23,1999,21.8,862,23,167,380,320,38,862,37,16,43.2,17,45.9,418,2307,1020,32,15,15,39,26,483,77
Carlos Gruezo,ECU,MF,27,1995,10.7,360,27,132,196,37,1,360,7,5,71.4,2,28.6,154,808,319,2,6,0,7,3,144,5
Daniel Caligiuri,ITA,"DF,MF",34,1988,3.2,200,12,65,88,52,5,200,11,5,45.5,4,36.4,82,441,234,7,5,1,5,4,83,8
David Čolina,CRO,"DF,FW",22,2000,1.8,109,7,28,51,34,2,109,13,4,30.8,7,53.8,45,223,104,2,4,0,5,2,33,7
Dion Drena Beljo,CRO,FW,20,2002,12.5,371,18,45,190,140,29,371,15,7,46.7,6,40.0,184,951,291,14,7,4,33,23,275,42
Elvis Rexhbeçaj,GER,MF,24,1997,28.0,1178,82,370,631,194,8,1178,21,6,28.6,9,42.9,525,2654,1450,14,15,0,35,13,584,20
Ermedin Demirović,BIH,"FW,MF",24,1998,26.3,867,42,122,326,430,122,866,53,19,35.8,28,52.8,391,1933,797,26,22,11,53,32,516,120
Florian Niederlechner,GER,"FW,MF",31,1990,10.1,332,13,40,143,151,39,332,20,5,25.0,12,60.0,142,487,175,1,5,1,16,11,189,51
Frederik Winther,DEN,DF,21,2001,1.0,49,11,31,16,2,0,49,0,0,,0,,15,94,50,0,0,0,0,0,18,0
Fredrik Jensen,FIN,"FW,MF",24,1997,10.3,410,22,67,166,178,35,410,12,4,33.3,8,66.7,206,853,306,3,9,2,23,19,243,62
Iago,BRA,"DF,MF",25,1997,17.8,948,66,301,396,259,26,948,38,15,39.5,19,50.0,365,2231,1053,27,12,5,26,10,396,49
Irvin Cardona,FRA,"MF,FW",24,1997,3.5,120,7,16,40,64,16,120,7,4,57.1,3,42.9,68,359,222,9,6,1,13,4,72,17
Jeffrey Gouweleeuw,NED,DF,31,1991,31.1,1829,236,1074,673,97,23,1829,19,13,68.4,6,31.6,912,4873,2635,18,12,0,25,7,946,10
Julian Baumgartlinger,AUT,MF,34,1988,6.2,292,19,93,156,44,3,292,4,1,25.0,2,50.0,143,462,203,1,2,0,7,3,151,3
Kelvin Yeboah,ITA,"FW,MF",22,2000,3.9,139,3,17,47,82,22,139,28,15,53.6,10,35.7,76,536,299,13,6,6,14,10,84,25
Lukas Petkov,BUL,"MF,FW",21,2000,1.6,62,3,16,28,18,7,62,4,1,25.0,3,75.0,20,97,16,1,0,0,6,3,26,2
Mads Pedersen,DEN,"DF,MF",25,1996,20.4,931,68,325,364,261,13,931,39,17,43.6,21,53.8,366,2427,1157,35,29,5,34,14,366,51
Maximilian Bauer,GER,DF,22,2000,20.5,982,135,590,362,36,13,982,5,2,40.0,1,20.0,461,2267,1272,11,8,0,10,5,501,2
Mergim Berisha,GER,FW,24,1998,18.7,551,23,55,184,322,81,547,31,5,16.1,20,64.5,263,1276,480,20,15,11,42,27,324,99
Nathanael Mbuku,FRA,"MF,FW",20,2002,0.4,12,0,1,7,4,1,12,0,0,,0,,5,45,20,1,0,0,2,1,4,0
Niklas Dorsch,GER,MF,24,1998,5.4,237,24,95,121,27,0,237,8,5,62.5,3,37.5,99,526,223,2,1,0,1,5,100,0
Noah Joel Sarenren Bazee,NGA,"MF,FW",25,1996,0.2,8,0,1,4,4,1,8,2,1,50.0,1,50.0,4,45,15,0,1,0,1,0,5,1
Ohis Felix Uduokhai,GER,DF,24,1997,16.1,928,100,493,414,27,12,928,13,6,46.2,5,38.5,470,2443,1165,12,1,0,10,5,486,5
Rafał Gikiewicz,POL,GK,34,1987,23.0,1221,960,1213,10,0,0,1221,0,0,,0,,713,4039,2275,0,0,0,2,0,552,0
Raphael Framberger,GER,"DF,FW",26,1995,2.0,88,8,32,37,21,0,88,1,0,0.0,1,100.0,26,114,54,0,0,0,3,3,32,3
Reece Oxford,ENG,DF,23,1998,1.0,67,10,47,19,2,0,67,0,0,,0,,24,140,70,0,0,0,1,0,26,0
Renato Veiga,POR,DF,19,2003,7.1,416,57,206,171,47,7,416,15,10,66.7,4,26.7,199,1070,528,11,3,3,7,4,199,6
Ricardo Pepi,USA,FW,19,2003,1.1,40,1,6,21,14,2,40,5,3,60.0,2,40.0,19,144,57,2,2,1,4,0,22,4
Robert Gumny,POL,DF,24,1998,22.4,1036,81,383,432,233,23,1036,21,7,33.3,10,47.6,372,1687,887,23,20,1,17,13,412,59
Ruben Vargas,SUI,"MF,FW",23,1998,12.6,518,24,92,198,241,33,518,47,21,44.7,22,46.8,277,2138,914,32,23,3,29,10,305,68
Tomáš Koubek,CZE,GK,29,1992,11.0,546,431,539,7,0,0,546,0,0,,0,,321,1860,997,0,0,0,0,0,263,0
