General,General,General,General,General,General,General,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Corner kicks,Corner kicks,Corner kicks,Outcomes,Outcomes,Outcomes
Player,Nation,Pos,Age,Born,90s,Att,Live,Dead,Fk,Tb,Sw,Crs,Ti,Ck,In,Out,Str,Cmp,Off,Blocks
Albert Sambi Lokonga,BEL,MF,22,1999,6.0,264,250,10,9,2,1,0,1,0,0,0,0,228,4,2
Cheick Doucouré,MLI,MF,22,2000,30.8,1247,1229,16,16,3,2,6,0,0,0,0,0,1038,2,30
Chris Richards,USA,DF,22,2000,5.0,203,190,13,5,0,0,0,8,0,0,0,0,169,0,1
David Ozoh,ENG,FW,17,2005,0.0,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
Eberechi Eze,ENG,"MF,FW",24,1998,29.3,1178,1019,149,70,11,5,78,7,51,22,12,1,923,10,15
James McArthur,SCO,MF,34,1987,0.6,52,49,3,3,1,0,0,0,0,0,0,0,41,0,1
James Tomkins,ENG,DF,33,1989,3.8,171,164,7,5,0,0,0,0,0,0,0,0,138,0,3
Jaïro Riedewald,NED,"DF,MF",25,1996,0.7,45,38,7,2,0,0,0,4,1,0,0,0,34,0,2
Jean-Philippe Mateta,FRA,FW,25,1997,8.6,149,143,6,0,0,0,3,0,0,0,0,0,104,0,9
Jeffrey Schlupp,GHA,"MF,FW",29,1992,28.1,900,854,40,12,3,1,16,24,0,0,0,0,665,6,21
Joachim Andersen,DEN,DF,26,1996,30.9,1972,1840,123,107,4,44,10,13,1,0,0,0,1561,9,13
Joel Ward,ENG,DF,32,1989,25.1,1223,1014,208,24,0,2,36,184,0,0,0,0,921,1,29
Jordan Ayew,GHA,"FW,MF",30,1991,30.2,875,860,13,3,5,1,43,9,0,0,0,0,676,2,34
Joseph Whitworth,ENG,GK,18,2004,2.0,83,63,20,5,0,0,0,0,0,0,0,0,61,0,0
Luka Milivojević,SRB,MF,31,1991,5.7,260,248,11,8,0,2,6,1,2,2,0,0,207,1,0
Malcolm Ebiowei,ENG,"MF,FW",18,2003,0.4,10,10,0,0,0,0,3,0,0,0,0,0,5,0,2
Marc Guéhi,ENG,DF,22,2000,37.0,2208,2124,79,75,3,29,0,2,0,0,0,0,1883,5,12
Michael Olise,FRA,"FW,MF",20,2001,30.5,1420,1189,229,63,4,21,242,18,127,58,46,4,985,2,49
Naouirou Ahamada,FRA,"MF,FW",20,2002,1.0,46,45,1,0,0,0,2,0,0,0,0,0,37,0,0
Nathaniel Clyne,ENG,DF,31,1991,18.2,832,674,156,7,0,3,21,149,0,0,0,0,654,2,12
Odsonne Édouard,FRA,FW,24,1998,20.0,412,390,20,0,1,0,4,0,0,0,0,0,295,2,12
Sam Johnstone,ENG,GK,29,1993,9.0,280,213,66,20,0,0,0,0,0,0,0,0,207,1,0
Tyrick Mitchell,ENG,DF,22,1999,32.1,1607,1234,370,34,0,2,70,336,0,0,0,0,1152,3,66
Vicente Guaita,ESP,GK,35,1987,27.0,845,590,251,45,0,4,0,0,0,0,0,0,610,4,0
Wilfried Zaha,CIV,"FW,MF",29,1992,25.4,650,628,20,5,3,1,39,5,0,0,0,0,502,2,25
Will Hughes,ENG,MF,27,1995,9.4,373,355,16,7,1,0,12,2,4,2,2,0,296,2,12
