General,General,General,General,General,General,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-ons,Take-ons,Take-ons,Take-ons,Take-ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
Player,Nation,Pos,Age,Born,90s,Touches,Def pen,Def 3rd,Mid 3rd,Att 3rd,Att pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,Totdist,Prgdist,Prgc,1/3,Cpa,Mis,Dis,Rec,Prgr
Albert Sambi Lokonga,BEL,MF,22,1999,6.0,325,22,109,170,47,2,325,5,1,20.0,2,40.0,172,804,368,2,2,0,3,6,211,2
Cheick Doucouré,MLI,MF,22,2000,30.8,1577,94,444,894,255,15,1577,21,15,71.4,6,28.6,761,3761,1761,18,25,1,28,20,884,17
Chris Richards,USA,DF,22,2000,5.0,274,47,131,119,24,7,274,0,0,,0,,120,550,269,4,1,0,3,2,149,3
David Ozoh,ENG,FW,17,2005,0.0,4,0,0,0,4,0,4,0,0,,0,,2,1,1,0,0,0,1,0,4,0
Eberechi Eze,ENG,"MF,FW",24,1998,29.3,1515,20,212,735,602,84,1514,122,71,58.2,41,33.6,889,5017,2398,69,57,28,71,54,999,129
James McArthur,SCO,MF,34,1987,0.6,60,5,22,29,9,0,60,2,1,50.0,0,0.0,36,168,84,0,2,0,1,3,40,0
James Tomkins,ENG,DF,33,1989,3.8,208,34,142,59,7,3,208,1,1,100.0,0,0.0,117,429,220,1,1,0,2,1,130,1
Jaïro Riedewald,NED,"DF,MF",25,1996,0.7,54,6,19,23,14,1,54,0,0,,0,,23,111,69,1,1,0,0,0,28,1
Jean-Philippe Mateta,FRA,FW,25,1997,8.6,266,18,37,112,119,38,266,8,3,37.5,5,62.5,145,674,251,9,9,5,27,18,185,43
Jeffrey Schlupp,GHA,"MF,FW",29,1992,28.1,1193,63,281,640,293,48,1193,56,30,53.6,19,33.9,602,3035,1232,32,25,11,33,33,707,67
Joachim Andersen,DEN,DF,26,1996,30.9,2303,355,1232,996,89,39,2303,9,5,55.6,4,44.4,1318,6889,3787,16,8,2,8,3,1498,7
Joel Ward,ENG,DF,32,1989,25.1,1469,119,546,637,292,21,1469,9,7,77.8,1,11.1,620,2382,1228,22,15,1,25,10,761,46
Jordan Ayew,GHA,"FW,MF",30,1991,30.2,1327,46,192,611,560,98,1327,149,65,43.6,59,39.6,801,5195,2372,83,50,31,107,83,932,174
Joseph Whitworth,ENG,GK,18,2004,2.0,87,79,87,0,0,0,87,0,0,,0,,52,208,109,0,0,0,0,0,50,0
Luka Milivojević,SRB,MF,31,1991,5.7,321,28,117,153,55,1,321,1,1,100.0,0,0.0,162,697,263,2,3,0,4,6,178,2
Malcolm Ebiowei,ENG,"MF,FW",18,2003,0.4,21,0,1,8,12,2,21,5,2,40.0,3,60.0,14,107,30,2,1,0,5,0,15,9
Marc Guéhi,ENG,DF,22,2000,37.0,2557,369,1415,1078,74,28,2557,21,14,66.7,3,14.3,1511,7181,4034,17,14,0,17,7,1690,3
Michael Olise,FRA,"FW,MF",20,2001,30.5,1840,25,243,709,911,86,1840,141,54,38.3,59,41.8,1048,6663,3366,111,74,38,85,47,1215,243
Naouirou Ahamada,FRA,"MF,FW",20,2002,1.0,63,0,12,35,16,4,63,2,1,50.0,1,50.0,32,179,70,1,2,1,5,1,39,11
Nathaniel Clyne,ENG,DF,31,1991,18.2,971,44,313,475,186,3,971,12,5,41.7,5,41.7,423,1778,896,14,10,1,12,3,531,29
Odsonne Édouard,FRA,FW,24,1998,20.0,672,25,68,317,293,95,672,46,16,34.8,28,60.9,354,1637,633,29,21,21,60,51,479,100
Sam Johnstone,ENG,GK,29,1993,9.0,298,242,297,1,0,0,298,0,0,,0,,188,1018,662,0,0,0,1,0,156,0
Tyrick Mitchell,ENG,DF,22,1999,32.1,1899,115,654,834,431,35,1899,30,17,56.7,9,30.0,827,3148,1433,23,19,4,35,17,957,90
Vicente Guaita,ESP,GK,35,1987,27.0,895,785,893,2,0,0,895,0,0,,0,,507,2657,1704,0,0,0,1,0,383,0
Wilfried Zaha,CIV,"FW,MF",29,1992,25.4,1040,12,100,388,567,143,1038,137,55,40.1,65,47.4,729,4850,2139,86,43,59,95,82,821,238
Will Hughes,ENG,MF,27,1995,9.4,474,27,101,250,131,13,474,7,3,42.9,4,57.1,234,1162,636,14,10,3,14,10,262,23
