General,General,General,General,General,General,Sca,Sca,Sca types,Sca types,Sca types,Sca types,Sca types,Sca types,Gca,Gca,Gca types,Gca types,Gca types,Gca types,Gca types,Gca types
Player,Nation,Pos,Age,Born,90s,Sca,Sca90,Passlive,Passdead,To,Sh,Fld,Def,Gca,Gca90,Passlive,Passdead,To,Sh,Fld,Def
Albert Sambi Lokonga,BEL,MF,22,1999,6.0,6,1.01,5,0,0,0,1,0,0,0.0,0,0,0,0,0,0
Cheick Doucouré,MLI,MF,22,2000,30.8,61,1.98,48,0,2,5,2,4,6,0.2,4,0,0,1,0,1
Chris Richards,USA,DF,22,2000,5.0,2,0.4,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0
David Ozoh,ENG,FW,17,2005,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Eberechi Eze,ENG,"MF,FW",24,1998,29.3,118,4.03,69,21,11,4,11,2,16,0.55,9,1,5,0,1,0
James McArthur,SCO,MF,34,1987,0.6,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
James Tomkins,ENG,DF,33,1989,3.8,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Jaïro Riedewald,NED,"DF,MF",25,1996,0.7,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Jean-Philippe Mateta,FRA,FW,25,1997,8.6,8,0.94,3,0,0,3,2,0,1,0.12,0,0,0,0,1,0
Jeffrey Schlupp,GHA,"MF,FW",29,1992,28.1,44,1.56,34,0,3,5,1,1,5,0.18,2,0,0,1,1,1
Joachim Andersen,DEN,DF,26,1996,30.9,25,0.81,20,3,0,0,1,1,1,0.03,0,1,0,0,0,0
Joel Ward,ENG,DF,32,1989,25.1,22,0.88,17,0,1,1,3,0,1,0.04,0,0,0,1,0,0
Jordan Ayew,GHA,"FW,MF",30,1991,30.2,78,2.59,53,0,9,6,7,3,8,0.27,5,0,1,1,1,0
Joseph Whitworth,ENG,GK,18,2004,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Luka Milivojević,SRB,MF,31,1991,5.7,3,0.53,1,1,0,1,0,0,0,0.0,0,0,0,0,0,0
Malcolm Ebiowei,ENG,"MF,FW",18,2003,0.4,1,2.65,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Marc Guéhi,ENG,DF,22,2000,37.0,29,0.78,23,1,0,3,1,1,1,0.03,1,0,0,0,0,0
Michael Olise,FRA,"FW,MF",20,2001,30.5,143,4.68,75,37,15,4,9,3,13,0.43,9,4,0,0,0,0
Naouirou Ahamada,FRA,"MF,FW",20,2002,1.0,2,1.91,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0
Nathaniel Clyne,ENG,DF,31,1991,18.2,18,0.99,16,1,0,0,1,0,0,0.0,0,0,0,0,0,0
Odsonne Édouard,FRA,FW,24,1998,20.0,44,2.2,32,0,1,9,2,0,4,0.2,4,0,0,0,0,0
Sam Johnstone,ENG,GK,29,1993,9.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Tyrick Mitchell,ENG,DF,22,1999,32.1,33,1.03,28,1,2,0,0,2,3,0.09,3,0,0,0,0,0
Vicente Guaita,ESP,GK,35,1987,27.0,1,0.04,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Wilfried Zaha,CIV,"FW,MF",29,1992,25.4,91,3.58,57,0,12,4,17,1,7,0.28,6,0,0,1,0,0
Will Hughes,ENG,MF,27,1995,9.4,17,1.82,12,2,0,2,1,0,1,0.11,0,0,0,1,0,0
