General,General,General,General,General,General,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,General,General,Expected,Expected,General,General,General,General,General
Player,Nation,Pos,Age,Born,90s,Cmp,Att,Cmp%,Totdist,Prgdist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,Xag,Xa,A-xag,Kp,1/3,Ppa,Crspa,Prgp
Albert Sambi Lokonga,BEL,MF,22,1999,6.0,228,264,86.4,3763,1080,112,124,90.3,96,101,95.0,17,28,60.7,0,0.0,0.1,0.0,1,23,0,0,20
Cheick Doucouré,MLI,MF,22,2000,30.8,1038,1247,83.2,17432,5352,478,535,89.3,460,530,86.8,75,104,72.1,3,1.9,1.2,1.1,26,110,11,1,140
Chris Richards,USA,DF,22,2000,5.0,169,203,83.3,3129,991,66,79,83.5,84,96,87.5,19,27,70.4,0,0.3,0.0,-0.3,1,15,0,0,14
David Ozoh,ENG,FW,17,2005,0.0,3,3,100.0,24,0,3,3,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Eberechi Eze,ENG,"MF,FW",24,1998,29.3,923,1178,78.4,14106,3902,531,607,87.5,294,353,83.3,67,148,45.3,4,4.3,3.1,-0.3,57,88,35,2,131
James McArthur,SCO,MF,34,1987,0.6,41,52,78.8,596,129,24,29,82.8,16,18,88.9,1,3,33.3,0,0.0,0.0,0.0,0,0,0,0,1
James Tomkins,ENG,DF,33,1989,3.8,138,171,80.7,2645,822,47,55,85.5,79,87,90.8,12,27,44.4,0,0.0,0.0,0.0,0,2,0,0,2
Jaïro Riedewald,NED,"DF,MF",25,1996,0.7,34,45,75.6,467,137,21,24,87.5,13,17,76.5,0,2,0.0,0,0.0,0.0,0.0,0,2,0,0,1
Jean-Philippe Mateta,FRA,FW,25,1997,8.6,104,149,69.8,1196,155,70,92,76.1,19,28,67.9,4,5,80.0,0,0.6,0.2,-0.6,5,4,1,1,6
Jeffrey Schlupp,GHA,"MF,FW",29,1992,28.1,665,900,73.9,10562,2798,338,418,80.9,254,312,81.4,52,104,50.0,1,1.4,1.0,-0.4,18,59,11,0,98
Joachim Andersen,DEN,DF,26,1996,30.9,1561,1972,79.2,36474,13911,346,391,88.5,927,1007,92.1,281,534,52.6,0,1.3,1.0,-1.3,12,153,8,1,105
Joel Ward,ENG,DF,32,1989,25.1,921,1223,75.3,14816,6577,460,531,86.6,375,464,80.8,57,157,36.3,0,0.4,0.8,-0.4,9,80,11,6,101
Jordan Ayew,GHA,"FW,MF",30,1991,30.2,676,875,77.3,8710,1706,434,495,87.7,192,246,78.0,15,40,37.5,3,3.2,2.6,-0.2,31,34,19,6,63
Joseph Whitworth,ENG,GK,18,2004,2.0,61,83,73.5,1486,886,12,12,100.0,36,37,97.3,13,34,38.2,0,0.0,0.0,0.0,0,0,0,0,0
Luka Milivojević,SRB,MF,31,1991,5.7,207,260,79.6,3587,1136,89,101,88.1,89,107,83.2,20,37,54.1,0,0.2,0.2,-0.2,2,17,2,1,20
Malcolm Ebiowei,ENG,"MF,FW",18,2003,0.4,5,10,50.0,98,16,2,4,50.0,2,2,100.0,1,2,50.0,0,0.0,0.0,0.0,0,0,0,0,2
Marc Guéhi,ENG,DF,22,2000,37.0,1883,2208,85.3,38404,14329,584,642,91.0,1074,1152,93.2,216,384,56.3,0,0.5,0.8,-0.5,10,148,5,0,106
Michael Olise,FRA,"FW,MF",20,2001,30.5,985,1420,69.4,16792,5022,518,601,86.2,328,444,73.9,115,273,42.1,11,8.7,6.4,2.3,72,72,53,16,133
Naouirou Ahamada,FRA,"MF,FW",20,2002,1.0,37,46,80.4,550,179,19,23,82.6,15,17,88.2,1,3,33.3,0,0.1,0.0,-0.1,1,3,0,0,2
Nathaniel Clyne,ENG,DF,31,1991,18.2,654,832,78.6,10205,3887,341,386,88.3,283,346,81.8,24,73,32.9,0,0.7,0.6,-0.7,7,51,6,5,52
Odsonne Édouard,FRA,FW,24,1998,20.0,295,412,71.6,3307,535,212,266,79.7,54,86,62.8,5,10,50.0,2,1.2,0.8,0.8,17,9,9,0,32
Sam Johnstone,ENG,GK,29,1993,9.0,207,280,73.9,5239,3382,41,41,100.0,117,118,99.2,49,120,40.8,0,0.0,0.0,0.0,0,3,0,0,0
Tyrick Mitchell,ENG,DF,22,1999,32.1,1152,1607,71.7,18235,8262,600,710,84.5,483,635,76.1,53,169,31.4,2,1.2,1.2,0.8,15,90,21,9,106
Vicente Guaita,ESP,GK,35,1987,27.0,610,845,72.2,15748,10443,159,161,98.8,258,263,98.1,182,405,44.9,0,0.0,0.0,0.0,0,3,0,0,1
Wilfried Zaha,CIV,"FW,MF",29,1992,25.4,502,650,77.2,7047,1594,322,370,87.0,148,185,80.0,18,37,48.6,2,2.7,3.0,-0.7,26,18,41,3,75
Will Hughes,ENG,MF,27,1995,9.4,296,373,79.4,4161,1158,176,201,87.6,98,121,81.0,12,25,48.0,1,0.9,0.7,0.1,6,29,6,0,32
