General,General,General,General,General,General,General,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Corner kicks,Corner kicks,Corner kicks,Outcomes,Outcomes,Outcomes
Player,Nation,Pos,Age,Born,90s,Att,Live,Dead,Fk,Tb,Sw,Crs,Ti,Ck,In,Out,Str,Cmp,Off,Blocks
Achraf Dari,MAR,DF,23,1999,14.6,690,661,27,27,0,7,1,0,0,0,0,0,547,2,4
Alberth Elis,HON,"MF,FW",26,1996,2.9,44,43,1,0,1,0,2,0,0,0,0,0,33,0,2
Axel Camblan,FRA,"FW,MF",18,2003,0.8,27,27,0,0,0,0,2,0,0,0,0,0,19,0,0
Bradley Locko,FRA,DF,20,2002,3.0,127,99,28,1,0,0,6,27,0,0,0,0,99,0,0
Brendan Chardonnet,FRA,DF,27,1994,27.7,1318,1236,78,76,0,23,6,2,0,0,0,0,1060,4,6
Christophe Hérelle,MTQ,DF,29,1992,11.8,440,423,17,10,0,2,2,7,0,0,0,0,377,0,6
Franck Honorat,FRA,"FW,MF",25,1996,28.2,1043,904,133,23,1,9,214,12,87,34,41,2,691,6,35
Félix Lemaréchal,FRA,MF,18,2003,3.2,113,103,10,4,0,0,7,1,3,3,0,0,89,0,2
Haris Belkebla,ALG,MF,28,1994,29.5,1222,1188,30,20,1,11,11,3,0,0,0,0,1033,4,28
Hianga Mananga Mbock,FRA,MF,22,1999,0.2,10,10,0,0,0,0,1,0,0,0,0,0,8,0,0
Hugo Magnetti,FRA,MF,24,1998,18.8,762,709,50,26,0,12,20,9,1,0,1,0,634,3,18
Irvin Cardona,FRA,"FW,MF",24,1997,2.6,58,53,5,0,1,0,1,1,0,0,0,0,34,0,3
Islam Slimani,ALG,FW,34,1988,11.0,367,347,20,3,4,1,9,1,0,0,0,0,261,0,12
Jean-Kevin Duverne,HAI,DF,25,1997,27.9,1480,1188,285,16,0,9,85,269,0,0,0,0,1059,7,39
Jere Uronen,FIN,DF,28,1994,3.3,157,135,22,2,0,2,13,20,0,0,0,0,125,0,8
Joaquín Blázquez,ARG,GK,21,2001,1.0,29,13,16,5,0,1,0,0,0,0,0,0,21,0,1
Jérémy Le Douaron,FRA,"MF,FW",24,1998,23.0,390,376,9,0,1,2,32,1,0,0,0,0,264,5,19
Karamoko Dembele,SCO,"FW,MF",19,2003,2.0,89,76,12,4,0,0,14,3,5,1,2,0,59,1,3
Kenny Lala,MAD,DF,30,1991,15.7,874,668,203,40,2,6,64,147,16,5,10,0,660,3,22
Lilian Brassier,FRA,DF,22,1999,34.4,1634,1453,173,73,1,16,33,100,0,0,0,0,1257,8,23
Mahdi Camara,FRA,MF,24,1998,20.2,703,663,36,6,0,3,15,7,0,0,0,0,578,4,19
Marco Bizot,NED,GK,31,1991,37.0,1096,717,378,89,0,1,0,0,0,0,0,0,799,1,0
Mathias Pereira Lage,POR,"MF,FW",25,1996,14.0,387,366,19,6,1,7,34,3,9,9,0,0,257,2,14
Noah Fadiga,SEN,DF,22,1999,14.5,625,504,120,8,0,1,10,112,0,0,0,0,499,1,14
Pierre Lees-Melou,FRA,MF,29,1993,30.7,1461,1398,61,55,8,37,41,5,1,1,0,0,1198,2,24
Romain Del Castillo,FRA,"MF,FW",26,1996,15.8,673,580,89,24,8,4,101,20,42,19,23,0,448,4,15
Steve Mounié,BEN,FW,27,1994,18.4,458,454,2,0,0,1,9,2,0,0,0,0,253,2,14
Taïryk Arconte,FRA,FW,18,2003,1.4,17,15,2,0,0,0,1,1,0,0,0,0,10,0,1
Youcef Belaïli,ALG,"FW,MF",30,1992,4.0,158,136,22,7,1,7,21,1,14,10,4,0,114,0,7
