General,General,General,General,General,General,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,General,General,Expected,Expected,General,General,General,General,General
Player,Nation,Pos,Age,Born,90s,Cmp,Att,Cmp%,Totdist,Prgdist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,Xag,Xa,A-xag,Kp,1/3,Ppa,Crspa,Prgp
Achraf Dari,MAR,DF,23,1999,14.6,547,690,79.3,12287,4337,123,144,85.4,308,343,89.8,106,183,57.9,0,0.0,0.1,0.0,1,25,0,0,33
Alberth Elis,HON,"MF,FW",26,1996,2.9,33,44,75.0,405,137,24,32,75.0,6,7,85.7,0,2,0.0,0,0.2,0.3,-0.2,3,2,3,1,4
Axel Camblan,FRA,"FW,MF",18,2003,0.8,19,27,70.4,196,46,13,15,86.7,3,5,60.0,0,2,0.0,0,0.1,0.1,-0.1,2,0,0,0,4
Bradley Locko,FRA,DF,20,2002,3.0,99,127,78.0,1802,710,42,46,91.3,43,58,74.1,11,19,57.9,0,0.2,0.2,-0.2,2,8,3,3,7
Brendan Chardonnet,FRA,DF,27,1994,27.7,1060,1318,80.4,23796,9346,292,334,87.4,546,608,89.8,201,338,59.5,0,0.4,0.7,-0.4,8,96,11,3,80
Christophe Hérelle,MTQ,DF,29,1992,11.8,377,440,85.7,7609,2474,107,120,89.2,207,230,90.0,53,69,76.8,0,0.1,0.2,-0.1,3,9,2,0,24
Franck Honorat,FRA,"FW,MF",25,1996,28.2,691,1043,66.3,11988,3679,330,430,76.7,236,326,72.4,87,201,43.3,5,9.4,7.5,-4.4,89,40,49,26,70
Félix Lemaréchal,FRA,MF,18,2003,3.2,89,113,78.8,1468,322,49,56,87.5,32,43,74.4,7,12,58.3,0,0.5,0.4,-0.5,6,6,4,1,14
Haris Belkebla,ALG,MF,28,1994,29.5,1033,1222,84.5,18238,4759,430,484,88.8,471,524,89.9,100,146,68.5,0,0.6,0.8,-0.6,10,107,9,1,129
Hianga Mananga Mbock,FRA,MF,22,1999,0.2,8,10,80.0,146,13,3,3,100.0,4,6,66.7,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0
Hugo Magnetti,FRA,MF,24,1998,18.8,634,762,83.2,11461,2712,268,313,85.6,278,311,89.4,69,101,68.3,2,0.6,0.8,1.4,12,64,8,4,70
Irvin Cardona,FRA,"FW,MF",24,1997,2.6,34,58,58.6,468,79,21,32,65.6,10,17,58.8,1,4,25.0,0,0.3,0.0,-0.3,3,2,0,0,4
Islam Slimani,ALG,FW,34,1988,11.0,261,367,71.1,3733,663,143,192,74.5,87,117,74.4,13,21,61.9,1,1.1,1.5,-0.1,13,22,4,0,26
Jean-Kevin Duverne,HAI,DF,25,1997,27.9,1059,1480,71.6,18165,7953,521,601,86.7,385,531,72.5,117,248,47.2,0,0.8,1.0,-0.8,10,113,14,8,149
Jere Uronen,FIN,DF,28,1994,3.3,125,157,79.6,2127,799,53,62,85.5,55,61,90.2,11,22,50.0,1,0.2,0.7,0.8,1,12,6,5,15
Joaquín Blázquez,ARG,GK,21,2001,1.0,21,29,72.4,728,535,6,6,100.0,7,8,87.5,8,14,57.1,0,0.0,0.0,0.0,0,1,0,0,0
Jérémy Le Douaron,FRA,"MF,FW",24,1998,23.0,264,390,67.7,3664,803,159,208,76.4,78,118,66.1,10,19,52.6,3,1.7,1.1,1.3,17,18,14,4,31
Karamoko Dembele,SCO,"FW,MF",19,2003,2.0,59,89,66.3,938,232,34,41,82.9,16,30,53.3,6,10,60.0,0,0.2,0.2,-0.2,3,3,2,1,5
Kenny Lala,MAD,DF,30,1991,15.7,660,874,75.5,13499,5197,243,289,84.1,296,364,81.3,115,190,60.5,2,2.0,2.3,0.0,24,46,17,9,61
Lilian Brassier,FRA,DF,22,1999,34.4,1257,1634,76.9,26597,11728,399,457,87.3,637,741,86.0,203,382,53.1,0,0.9,1.4,-0.9,7,98,15,7,111
Mahdi Camara,FRA,MF,24,1998,20.2,578,703,82.2,8665,2082,289,331,87.3,227,272,83.5,23,35,65.7,0,0.4,0.5,-0.4,9,53,7,1,80
Marco Bizot,NED,GK,31,1991,37.0,799,1096,72.9,24651,17824,87,87,100.0,405,411,98.5,305,595,51.3,0,0.0,0.1,0.0,0,14,1,0,0
Mathias Pereira Lage,POR,"MF,FW",25,1996,14.0,257,387,66.4,4010,1256,135,169,79.9,77,114,67.5,27,63,42.9,1,1.6,1.3,-0.6,14,25,3,2,30
Noah Fadiga,SEN,DF,22,1999,14.5,499,625,79.8,7725,2860,241,283,85.2,219,251,87.3,20,52,38.5,0,0.1,0.6,-0.1,2,39,10,3,63
Pierre Lees-Melou,FRA,MF,29,1993,30.7,1198,1461,82.0,24298,8391,455,520,87.5,482,551,87.5,222,322,68.9,5,2.3,2.4,2.7,16,150,14,5,179
Romain Del Castillo,FRA,"MF,FW",26,1996,15.8,448,673,66.6,7887,2950,215,279,77.1,146,207,70.5,66,137,48.2,6,4.2,4.2,1.8,36,44,36,9,75
Steve Mounié,BEN,FW,27,1994,18.4,253,458,55.2,3503,841,139,238,58.4,89,147,60.5,5,15,33.3,0,0.8,1.3,-0.8,13,26,3,0,32
Taïryk Arconte,FRA,FW,18,2003,1.4,10,17,58.8,129,32,6,9,66.7,3,5,60.0,0,1,0.0,0,0.1,0.0,-0.1,2,0,0,0,1
Youcef Belaïli,ALG,"FW,MF",30,1992,4.0,114,158,72.2,2224,569,47,52,90.4,42,50,84.0,20,42,47.6,2,0.8,1.2,1.2,8,4,8,1,14
