General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
Player,Nation,Pos,Age,Born,Mp,Min,Mn/mp,Min%,90s,Starts,Mn/start,Compl,Subs,Mn/sub,Unsub,Ppm,Ong,Onga,+/-,+/-90,On-off,Onxg,Onxga,Xg+/-,Xg+/-90,On-off
Achraf Dari,MAR,DF,23,1999,18,1317,73,38.5,14.6,15,83,12,3,24,15,0.72,20,30,-10,-0.68,-0.68,15.9,22.7,-6.8,-0.46,-0.21
Alberth Elis,HON,"MF,FW",26,1996,10,257,26,7.5,2.9,2,62,0,8,17,6,1.3,1,6,-5,-1.75,-1.61,3.6,6.1,-2.4,-0.85,-0.56
Axel Camblan,FRA,"FW,MF",18,2003,7,68,10,2.0,0.8,0,,0,7,10,9,0.86,1,0,1,1.32,1.62,0.7,1.0,-0.3,-0.4,-0.06
Bradley Locko,FRA,DF,20,2002,7,270,39,7.9,3.0,2,86,0,5,20,10,1.0,2,3,-1,-0.33,-0.08,2.8,5.2,-2.4,-0.79,-0.49
Brendan Chardonnet,FRA,DF,27,1994,30,2491,83,72.8,27.7,27,90,27,3,20,2,1.3,31,37,-6,-0.22,0.17,33.7,36.1,-2.4,-0.09,0.9
Christophe Hérelle,MTQ,DF,29,1992,16,1060,66,31.0,11.8,12,84,9,4,13,17,0.94,10,14,-4,-0.34,-0.11,10.8,21.5,-10.7,-0.91,-0.83
Franck Honorat,FRA,"FW,MF",25,1996,33,2535,77,74.1,28.2,29,84,16,4,28,0,1.24,33,34,-1,-0.04,0.88,32.5,41.9,-9.4,-0.33,0.0
Félix Lemaréchal,FRA,MF,18,2003,13,288,22,8.4,3.2,2,64,0,11,15,3,1.38,3,5,-2,-0.62,-0.4,3.2,4.2,-0.9,-0.29,0.05
Grégoire Coudert,FRA,GK,23,1999,0,,,,,0,,0,0,,6,,,,,,,,,,,
Haris Belkebla,ALG,MF,28,1994,38,2656,70,77.7,29.5,30,84,20,8,18,0,1.16,31,43,-12,-0.41,-0.64,30.3,45.1,-14.8,-0.5,-0.75
Hianga Mananga Mbock,FRA,MF,22,1999,2,15,8,0.4,0.2,0,,0,2,8,2,2.0,0,0,0,0.0,0.26,0.3,0.1,0.2,1.03,1.37
Hugo Magnetti,FRA,MF,24,1998,32,1688,53,49.4,18.8,19,76,6,13,18,5,1.03,20,31,-11,-0.59,-0.64,19.5,28.6,-9.1,-0.48,-0.3
Irvin Cardona,FRA,"FW,MF",24,1997,10,233,23,6.8,2.6,1,73,0,9,18,4,0.9,1,8,-7,-2.7,-2.62,2.3,5.5,-3.1,-1.21,-0.95
Islam Slimani,ALG,FW,34,1988,16,986,62,28.8,11.0,11,78,4,5,26,0,0.88,11,15,-4,-0.37,-0.14,10.7,15.9,-5.2,-0.48,-0.2
Jean-Kevin Duverne,HAI,DF,25,1997,34,2515,74,73.5,27.9,27,88,22,7,20,4,1.24,34,39,-5,-0.18,0.32,33.9,38.5,-4.6,-0.16,0.64
