General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes
Player,Nation,Pos,Age,Born,Mp,Starts,Min,90s,Gls,Ast,G+a,G-pk,Pk,Pkatt,Crdy,Crdr,Xg,Npxg,Xag,Npxg+xag,Prgc,Prgp,Prgr,Gls,Ast,G+a,G-pk,G+a-pk,Xg,Xag,Xg+xag,Npxg,Npxg+xag
Alban Lafont,FRA,GK,26-022,1999,12,12,1080,12.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony Lopes,POR,GK,34-136,1990,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bahereba Guirassy,FRA,"FW,MF",18-169,2006,12,2,273,3.0,2,0,2,2,0,0,0,0,0.6,0.6,0.1,0.6,11,6,27,0.66,0.0,0.66,0.66,0.66,0.19,0.02,0.21,0.19,0.21
Dehmaine Assoumani,FRA,"MF,FW",19-303,2005,9,0,81,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.9,1.0,4,1,14,0.0,0.0,0.0,0.0,0.0,0.1,0.96,1.06,0.1,1.06
Douglas,BRA,MF,28-032,1997,17,17,1420,15.8,2,2,4,2,0,0,5,0,2.2,2.2,1.3,3.4,6,83,24,0.13,0.13,0.25,0.13,0.25,0.14,0.08,0.22,0.14,0.22
Fabien Centonze,FRA,DF,29-029,1996,2,1,78,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,3,8,13,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.17,0.0,0.17
Florent Mollet,FRA,"MF,FW",33-087,1991,9,3,242,2.7,0,0,0,0,0,0,1,0,0.3,0.3,0.3,0.7,3,9,12,0.0,0.0,0.0,0.0,0.0,0.12,0.13,0.24,0.12,0.24
Ignatius Ganago,CMR,"FW,MF",25-364,1999,11,1,241,2.7,0,0,0,0,0,0,1,0,0.4,0.4,0.3,0.7,5,9,26,0.0,0.0,0.0,0.0,0.0,0.15,0.09,0.25,0.15,0.25
Jean-Charles Castelletto,CMR,"DF,MF",30-019,1995,19,19,1692,18.8,0,0,0,0,0,0,4,0,1.1,1.1,0.1,1.2,12,69,8,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06
Jean-Kevin Duverne,HAI,DF,27-217,1997,9,7,537,6.0,0,0,0,0,0,0,2,0,0.3,0.3,0.1,0.4,6,22,8,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.06,0.05,0.06
Jean-Philippe Gbamin,CIV,MF,29-142,1995,14,2,216,2.4,0,0,0,0,0,0,1,0,0.5,0.5,0.0,0.5,2,12,1,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.22,0.22,0.22
