General,General,General,General,General,General,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-ons,Take-ons,Take-ons,Take-ons,Take-ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
Player,Nation,Pos,Age,Born,90s,Touches,Def pen,Def 3rd,Mid 3rd,Att 3rd,Att pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,Totdist,Prgdist,Prgc,1/3,Cpa,Mis,Dis,Rec,Prgr
Agustín Rogel,URU,DF,24,1997,15.8,726,110,434,275,20,11,726,0,0,,0,,305,1300,668,1,1,0,12,0,349,2
Chidera Ejuke,NGA,"FW,MF",24,1998,9.9,434,2,34,226,196,32,434,97,47,48.5,40,41.2,303,2533,1113,38,21,18,32,20,308,67
Davie Selke,GER,FW,27,1995,3.1,108,7,14,49,47,12,107,4,1,25.0,3,75.0,54,260,137,3,4,2,8,4,82,22
Derry Scherhant,GER,"FW,MF",19,2002,3.2,101,5,21,47,37,7,101,16,6,37.5,10,62.5,62,283,68,4,1,4,8,8,65,16
Dodi Lukebakio,BEL,"FW,MF",24,1997,26.6,979,20,111,412,481,103,974,141,67,47.5,64,45.4,644,5374,2513,96,59,48,82,48,683,178
Filip Uremović,CRO,DF,25,1997,19.2,882,109,514,338,33,17,882,2,2,100.0,0,0.0,384,2033,749,3,3,0,10,4,393,1
Florian Niederlechner,GER,FW,31,1990,8.7,249,10,27,114,111,32,249,22,11,50.0,9,40.9,108,453,225,9,6,4,11,6,146,28
Ibrahim Maza,GER,"MF,FW",16,2005,0.8,24,1,11,6,8,3,24,1,0,0.0,0,0.0,12,70,52,2,1,1,2,0,12,1
Ivan Šunjić,CRO,MF,25,1996,11.0,478,31,127,305,54,7,478,6,0,0.0,5,83.3,199,778,321,6,5,2,7,6,240,6
Jean-Paul Boëtius,NED,MF,28,1994,11.7,564,25,152,313,108,7,564,17,7,41.2,7,41.2,275,1049,413,4,5,0,21,12,323,23
Jessic Ngankam,GER,"FW,MF",22,2000,9.2,233,5,31,102,107,34,232,28,10,35.7,16,57.1,139,781,275,9,7,6,26,18,152,42
Jonjoe Kenny,ENG,DF,25,1997,24.9,1477,92,507,717,269,12,1477,23,12,52.2,7,30.4,661,2930,1466,30,24,5,25,8,709,59
Julian Eitschberger,GER,FW,18,2004,0.0,2,0,1,0,1,0,2,0,0,,0,,0,0,0,0,0,0,0,0,0,0
Kevin-Prince Boateng,GHA,MF,35,1987,5.2,320,11,66,172,85,15,320,4,1,25.0,3,75.0,156,519,169,2,1,2,10,8,203,20
Lucas Tousart,FRA,MF,25,1997,32.7,1347,85,351,720,296,81,1347,53,23,43.4,24,45.3,543,3123,1341,37,16,7,48,26,631,79
Marc-Oliver Kempf,GER,DF,27,1995,30.1,1644,231,906,701,52,32,1644,17,11,64.7,4,23.5,774,3738,1855,11,2,0,14,7,808,1
Marco Richter,GER,"MF,FW",24,1997,20.4,1074,31,202,482,412,44,1074,88,36,40.9,43,48.9,541,2789,1173,38,28,8,57,34,553,102
Marvin Plattenhardt,GER,DF,30,1992,26.7,1445,94,450,649,356,7,1445,18,3,16.7,10,55.6,557,2212,1123,24,21,5,16,6,621,52
Maximilian Mittelstädt,GER,"DF,MF",25,1997,9.4,616,33,223,281,126,8,616,33,19,57.6,12,36.4,261,1789,982,29,19,4,12,9,253,29
Myziane Maolida,COM,"FW,MF",23,1999,1.1,26,0,3,13,10,3,26,4,2,50.0,2,50.0,21,109,26,1,1,0,3,5,20,9
Márton Dárdai,HUN,"DF,MF",20,2002,10.5,485,56,257,217,18,5,485,4,3,75.0,0,0.0,219,1042,608,2,1,0,4,4,236,0
Oliver Christensen,DEN,GK,23,1999,33.0,1306,1001,1294,12,0,0,1306,2,1,50.0,1,50.0,709,3902,2090,0,0,0,1,1,542,0
Pascal Klemens,GER,DF,17,2005,1.0,40,12,30,10,0,0,40,0,0,,0,,22,61,40,0,0,0,0,0,22,0
Peter Pekarík,SVK,DF,35,1986,2.3,137,10,58,66,15,0,137,0,0,,0,,62,383,213,2,0,0,1,1,68,1
Stevan Jovetić,MNE,"FW,MF",32,1989,9.9,416,12,41,214,164,39,416,21,10,47.6,7,33.3,261,1182,471,14,10,8,21,9,323,44
Suat Serdar,GER,MF,25,1997,22.5,936,32,189,549,219,32,936,74,36,48.6,31,41.9,463,2623,1226,33,23,3,35,32,465,48
Tjark Ernst,GER,GK,19,2003,1.0,42,38,42,0,0,0,42,0,0,,0,,16,66,54,0,0,0,1,0,11,0
Tolga Ciğerci,TUR,MF,30,1992,7.5,498,17,128,293,81,0,498,10,5,50.0,4,40.0,194,788,281,3,4,0,10,6,267,2
Tony Rölke,GER,FW,19,2003,0.2,11,0,3,7,1,0,11,0,0,,0,,3,6,0,0,0,0,1,0,9,0
Veit Stange,GER,MF,18,2004,0.1,3,0,2,1,0,0,3,1,1,100.0,0,0.0,1,29,0,0,0,0,1,0,1,0
Vladimír Darida,CZE,MF,31,1990,0.3,20,0,5,6,9,0,20,1,1,100.0,0,0.0,7,38,19,1,1,0,4,1,8,1
Wilfried Kanga,CIV,FW,24,1998,15.7,400,15,29,160,215,69,400,24,8,33.3,14,58.3,183,783,288,11,5,5,38,18,293,72
