General,General,General,General,General,General,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
Player,Nation,Pos,Age,Born,90s,Gls,Sh,Sot,Sot%,Sh/90,Sot/90,G/sh,G/sot,Dist,Fk,Pk,Pkatt,Xg,Npxg,Npxg/sh,G-xg,Np:g-xg
Agustín Rogel,URU,DF,24,1997,15.8,0,5,0,0.0,0.32,0.0,0.0,,7.6,0,0,0,0.8,0.8,0.16,-0.8,-0.8
Chidera Ejuke,NGA,"FW,MF",24,1998,9.9,0,24,5,20.8,2.43,0.51,0.0,0.0,21.1,0,0,0,1.5,1.5,0.06,-1.5,-1.5
Davie Selke,GER,FW,27,1995,3.1,1,5,3,60.0,1.6,0.96,0.0,0.0,17.6,0,1,1,1.2,0.4,0.08,-0.2,-0.4
Derry Scherhant,GER,"FW,MF",19,2002,3.2,1,4,1,25.0,1.26,0.32,0.25,1.0,15.9,0,0,0,0.2,0.2,0.05,0.8,0.8
Dodi Lukebakio,BEL,"FW,MF",24,1997,26.6,11,59,22,37.3,2.22,0.83,0.1,0.27,20.3,1,5,5,8.6,4.7,0.08,2.4,1.3
Filip Uremović,CRO,DF,25,1997,19.2,0,9,3,33.3,0.47,0.16,0.0,0.0,12.7,0,0,0,0.9,0.9,0.1,-0.9,-0.9
Florian Niederlechner,GER,FW,31,1990,8.7,1,21,7,33.3,2.42,0.81,0.05,0.14,15.1,0,0,0,2.3,2.3,0.11,-1.3,-1.3
Ibrahim Maza,GER,"MF,FW",16,2005,0.8,1,1,1,100.0,1.27,1.27,1.0,1.0,7.2,0,0,0,0.8,0.8,0.81,0.2,0.2
Ivan Šunjić,CRO,MF,25,1996,11.0,0,6,3,50.0,0.54,0.27,0.0,0.0,16.8,0,0,0,0.6,0.6,0.11,-0.6,-0.6
Jean-Paul Boëtius,NED,MF,28,1994,11.7,0,5,3,60.0,0.43,0.26,0.0,0.0,20.6,0,0,0,0.5,0.5,0.11,-0.5,-0.5
Jessic Ngankam,GER,"FW,MF",22,2000,9.2,4,18,7,38.9,1.96,0.76,0.17,0.43,13.8,0,1,1,4.1,3.3,0.19,-0.1,-0.3
Jonjoe Kenny,ENG,DF,25,1997,24.9,0,6,1,16.7,0.24,0.04,0.0,0.0,24.9,0,0,0,0.3,0.3,0.04,-0.3,-0.3
Julian Eitschberger,GER,FW,18,2004,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Kevin-Prince Boateng,GHA,MF,35,1987,5.2,0,6,0,0.0,1.16,0.0,0.0,,19.2,0,0,0,0.3,0.3,0.06,-0.3,-0.3
Lucas Tousart,FRA,MF,25,1997,32.7,5,43,16,37.2,1.31,0.49,0.12,0.31,16.7,0,0,0,3.6,3.6,0.08,1.4,1.4
Marc-Oliver Kempf,GER,DF,27,1995,30.1,1,16,5,31.3,0.53,0.17,0.06,0.2,11.5,0,0,0,1.5,1.5,0.1,-0.5,-0.5
Marco Richter,GER,"MF,FW",24,1997,20.4,6,49,15,30.6,2.4,0.74,0.12,0.4,22.3,4,0,0,3.7,3.7,0.08,2.3,2.3
Marvin Plattenhardt,GER,DF,30,1992,26.7,0,8,1,12.5,0.3,0.04,0.0,0.0,27.3,4,0,0,0.3,0.3,0.04,-0.3,-0.3
Maximilian Mittelstädt,GER,"DF,MF",25,1997,9.4,0,6,2,33.3,0.64,0.21,0.0,0.0,23.4,0,0,0,0.3,0.3,0.05,-0.3,-0.3
Myziane Maolida,COM,"FW,MF",23,1999,1.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Márton Dárdai,HUN,"DF,MF",20,2002,10.5,1,2,1,50.0,0.19,0.1,0.5,1.0,22.2,0,0,0,0.1,0.1,0.04,0.9,0.9
Oliver Christensen,DEN,GK,23,1999,33.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Pascal Klemens,GER,DF,17,2005,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Peter Pekarík,SVK,DF,35,1986,2.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Stevan Jovetić,MNE,"FW,MF",32,1989,9.9,4,27,6,22.2,2.72,0.61,0.15,0.67,18.4,1,0,0,2.7,2.7,0.1,1.3,1.3
Suat Serdar,GER,MF,25,1997,22.5,4,23,7,30.4,1.02,0.31,0.17,0.57,19.3,0,0,0,1.9,1.9,0.08,2.1,2.1
Tjark Ernst,GER,GK,19,2003,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Tolga Ciğerci,TUR,MF,30,1992,7.5,0,9,3,33.3,1.21,0.4,0.0,0.0,29.4,1,0,0,0.2,0.2,0.02,-0.2,-0.2
Tony Rölke,GER,FW,19,2003,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Veit Stange,GER,MF,18,2004,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Vladimír Darida,CZE,MF,31,1990,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Wilfried Kanga,CIV,FW,24,1998,15.7,2,25,9,36.0,1.59,0.57,0.08,0.22,11.7,0,0,0,3.3,3.3,0.13,-1.3,-1.3
