General,General,General,General,General,General,General,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Corner kicks,Corner kicks,Corner kicks,Outcomes,Outcomes,Outcomes
Player,Nation,Pos,Age,Born,90s,Att,Live,Dead,Fk,Tb,Sw,Crs,Ti,Ck,In,Out,Str,Cmp,Off,Blocks
Alberto Basso,ITA,MF,18,2004,0.2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
Alex Ferrari,ITA,DF,28,1994,11.2,458,415,43,18,0,4,6,25,0,0,0,0,339,0,8
Charles Pickel,COD,MF,25,1997,27.6,978,940,34,10,0,0,11,14,0,0,0,0,756,4,21
Christian Acella,ITA,MF,20,2002,0.2,9,9,0,0,0,0,0,0,0,0,0,0,9,0,0
Cristian Buonaiuto,ITA,"MF,FW",29,1992,10.9,465,383,80,17,1,5,70,15,39,23,12,0,304,2,11
Cyriel Dessers,NGA,FW,27,1994,17.6,280,250,29,0,1,1,8,3,0,0,0,0,180,1,9
Daniel Ciofani,ITA,FW,37,1985,11.8,195,185,9,0,2,1,2,0,0,0,0,0,120,1,7
David Okereke,NGA,"FW,MF",24,1997,25.2,504,485,14,1,3,5,22,7,0,0,0,0,353,5,25
Emanuel Aiwum,AUT,DF,21,2000,18.4,817,715,100,24,1,6,4,67,0,0,0,0,646,2,13
Emanuele Valeri,ITA,DF,23,1998,30.9,1258,940,309,24,4,20,147,272,13,0,12,0,753,9,44
Felix Afena-Gyan,GHA,"FW,MF",19,2003,9.1,193,185,8,2,0,1,4,5,0,0,0,0,146,0,4
Frank Tsadjout,ITA,FW,23,1999,11.7,271,266,4,0,0,0,4,1,0,0,0,0,184,1,2
Giacomo Quagliata,ITA,DF,22,2000,7.8,338,264,73,5,0,0,54,60,8,3,4,0,221,1,14
Gonzalo Escalante,ARG,MF,29,1993,6.2,290,279,8,4,0,1,1,0,0,0,0,0,222,3,8
Ionuț Radu,ROU,GK,25,1997,9.0,336,248,84,17,0,0,0,0,0,0,0,0,221,4,0
Jack Hendry,SCO,DF,27,1995,2.4,137,122,15,7,0,1,1,5,0,0,0,0,118,0,1
Jaime Báez,URU,DF,27,1995,1.1,48,44,4,2,0,0,9,0,2,0,1,0,32,0,2
Johan Vásquez,MEX,DF,23,1998,20.1,810,739,69,33,1,1,4,29,0,0,0,0,632,2,14
Leonardo Sernicola,ITA,DF,25,1997,25.7,945,737,203,12,2,6,118,179,12,0,11,0,615,5,25
Luca Zanimacchia,ITA,"MF,FW",24,1998,8.3,312,271,40,8,0,1,46,2,21,9,10,0,213,1,9
Luka Lochoshvili,GEO,DF,24,1998,20.4,791,756,33,27,0,2,6,5,0,0,0,0,627,2,7
Marco Benassi,ITA,MF,27,1994,11.1,344,301,41,6,1,2,24,5,13,3,8,0,248,2,14
Marco Carnesecchi,ITA,GK,22,2000,27.0,954,648,300,97,0,6,0,0,0,0,0,0,565,6,0
Matteo Bianchetti,ITA,DF,29,1993,23.7,935,870,61,44,0,2,3,1,0,0,0,0,729,4,8
Michele Castagnetti,ITA,MF,32,1989,15.7,807,729,73,41,4,10,38,8,18,11,6,0,624,5,12
Mouhamadou Sarr,SEN,GK,25,1997,2.0,84,61,22,10,0,1,0,0,0,0,0,0,62,1,0
Pablo Galdames Millán,CHI,MF,25,1996,8.2,302,267,35,16,2,9,22,3,12,2,6,0,211,0,9
Paolo Ghiglione,ITA,DF,25,1997,7.9,285,227,58,1,0,2,39,55,2,0,2,0,159,0,11
Samuel Di Carmine,ITA,"FW,MF",33,1988,0.3,8,7,1,0,0,0,0,0,0,0,0,0,6,0,0
Santiago Ascacíbar,ARG,MF,25,1997,8.1,435,412,21,11,0,4,5,5,5,0,3,0,358,2,9
Soualiho Meïté,FRA,MF,28,1994,26.3,1026,993,28,23,3,7,9,2,0,0,0,0,863,5,11
Tommaso Milanese,ITA,MF,20,2002,0.3,14,11,3,1,0,0,2,0,1,0,1,0,10,0,0
Vlad Chiricheș,ROU,DF,32,1989,10.9,410,386,24,21,1,1,0,0,0,0,0,0,344,0,2
