General,General,General,General,General,General,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-ons,Take-ons,Take-ons,Take-ons,Take-ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
Player,Nation,Pos,Age,Born,90s,Touches,Def pen,Def 3rd,Mid 3rd,Att 3rd,Att pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,Totdist,Prgdist,Prgc,1/3,Cpa,Mis,Dis,Rec,Prgr
Alberto Basso,ITA,MF,18,2004,0.2,3,0,0,0,3,1,3,0,0,,0,,2,27,11,0,0,0,0,1,3,2
Alex Ferrari,ITA,DF,28,1994,11.2,604,54,301,268,41,1,604,8,4,50.0,4,50.0,286,1217,493,2,3,0,8,1,274,5
Charles Pickel,COD,MF,25,1997,27.6,1261,50,270,715,288,44,1261,18,4,22.2,10,55.6,584,2332,1067,18,21,1,34,18,691,61
Christian Acella,ITA,MF,20,2002,0.2,11,0,1,9,1,0,11,0,0,,0,,7,19,7,0,0,0,1,0,8,0
Cristian Buonaiuto,ITA,"MF,FW",29,1992,10.9,652,11,62,282,319,49,651,47,20,42.6,23,48.9,395,2208,974,35,29,9,36,28,421,89
Cyriel Dessers,NGA,FW,27,1994,17.6,466,8,18,162,289,115,465,36,13,36.1,22,61.1,268,1302,530,21,10,24,61,21,340,110
Daniel Ciofani,ITA,FW,37,1985,11.8,307,14,25,119,163,51,303,4,0,0.0,4,100.0,152,434,149,5,11,1,24,10,217,36
David Okereke,NGA,"FW,MF",24,1997,25.2,788,20,65,325,412,91,787,83,39,47.0,35,42.2,471,3128,1554,56,45,17,63,35,581,144
Emanuel Aiwum,AUT,DF,21,2000,18.4,997,105,506,452,51,5,997,10,3,30.0,5,50.0,500,3147,1569,19,11,0,6,5,521,7
Emanuele Valeri,ITA,DF,23,1998,30.9,1610,64,418,642,584,56,1610,71,18,25.4,40,56.3,805,5645,3186,111,58,20,64,26,838,158
Felix Afena-Gyan,GHA,"FW,MF",19,2003,9.1,318,7,40,129,156,28,318,25,7,28.0,12,48.0,202,1160,463,22,13,3,34,21,217,54
Frank Tsadjout,ITA,FW,23,1999,11.7,404,11,35,197,176,49,404,19,12,63.2,2,10.5,209,1004,415,15,10,5,37,10,299,63
Giacomo Quagliata,ITA,DF,22,2000,7.8,421,15,107,154,171,13,421,25,10,40.0,11,44.0,193,1189,770,19,18,2,10,6,207,45
Gonzalo Escalante,ARG,MF,29,1993,6.2,352,16,103,199,56,7,352,5,1,20.0,3,60.0,174,660,341,3,4,0,7,7,226,8
Ionuț Radu,ROU,GK,25,1997,9.0,366,305,366,0,0,0,366,0,0,,0,,205,1089,772,0,0,0,0,0,170,0
Jack Hendry,SCO,DF,27,1995,2.4,148,13,71,73,7,0,148,1,0,0.0,1,100.0,94,571,361,1,2,0,0,0,90,0
Jaime Báez,URU,DF,27,1995,1.1,62,3,10,37,16,2,62,2,1,50.0,0,0.0,34,197,124,5,3,0,1,0,34,8
Johan Vásquez,MEX,DF,23,1998,20.1,1060,161,587,401,82,23,1060,14,11,78.6,3,21.4,505,2403,1311,18,11,1,14,6,543,12
Leonardo Sernicola,ITA,DF,25,1997,25.7,1220,67,352,498,387,24,1220,57,24,42.1,22,38.6,592,3716,2045,60,45,5,28,21,610,95
Luca Zanimacchia,ITA,"MF,FW",24,1998,8.3,416,8,54,156,211,33,416,14,5,35.7,8,57.1,208,1356,595,22,20,8,20,12,242,70
Luka Lochoshvili,GEO,DF,24,1998,20.4,1019,133,561,414,54,9,1019,9,6,66.7,3,33.3,544,2851,1642,17,14,0,11,5,589,5
Marco Benassi,ITA,MF,27,1994,11.1,461,20,109,221,136,17,461,9,8,88.9,0,0.0,225,1193,439,10,14,0,12,10,224,30
Marco Carnesecchi,ITA,GK,22,2000,27.0,1036,906,1036,0,0,0,1036,0,0,,0,,568,2965,1600,0,0,0,0,0,407,0
Matteo Bianchetti,ITA,DF,29,1993,23.7,1169,188,692,447,37,13,1169,3,2,66.7,1,33.3,552,2612,1377,6,2,0,6,3,586,4
Michele Castagnetti,ITA,MF,32,1989,15.7,941,33,209,560,184,9,941,12,8,66.7,3,25.0,449,1871,970,14,11,0,15,3,551,10
Mouhamadou Sarr,SEN,GK,25,1997,2.0,89,74,88,1,0,0,89,0,0,,0,,32,133,75,0,0,0,0,0,49,0
Pablo Galdames Millán,CHI,MF,25,1996,8.2,389,18,93,211,89,6,389,10,2,20.0,7,70.0,192,721,338,5,6,0,12,5,229,17
Paolo Ghiglione,ITA,DF,25,1997,7.9,359,16,106,135,122,9,359,11,2,18.2,9,81.8,153,736,381,5,7,1,6,4,178,35
Samuel Di Carmine,ITA,"FW,MF",33,1988,0.3,9,0,0,4,5,2,9,1,1,100.0,0,0.0,6,31,6,1,0,0,0,0,6,2
Santiago Ascacíbar,ARG,MF,25,1997,8.1,553,26,177,280,100,4,553,9,4,44.4,4,44.4,254,976,442,1,3,0,8,4,314,6
Soualiho Meïté,FRA,MF,28,1994,26.3,1282,72,363,759,176,13,1282,60,28,46.7,18,30.0,719,3526,1612,26,20,4,30,30,811,22
Tommaso Milanese,ITA,MF,20,2002,0.3,19,0,1,7,12,2,19,2,1,50.0,1,50.0,13,71,38,2,1,0,3,1,14,1
Vlad Chiricheș,ROU,DF,32,1989,10.9,554,120,358,194,6,2,554,4,3,75.0,0,0.0,250,1290,664,2,2,0,2,4,280,1
