General,General,General,General,General,General,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,General,General,Expected,Expected,General,General,General,General,General
Player,Nation,Pos,Age,Born,90s,Cmp,Att,Cmp%,Totdist,Prgdist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,Xag,Xa,A-xag,Kp,1/3,Ppa,Crspa,Prgp
Alberto Basso,ITA,MF,18,2004,0.2,2,2,100.0,41,5,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1
Alex Ferrari,ITA,DF,28,1994,11.2,339,458,74.0,6421,2306,129,161,80.1,169,203,83.3,38,78,48.7,0,0.1,0.2,-0.1,3,27,5,1,27
Charles Pickel,COD,MF,25,1997,27.6,756,978,77.3,12014,3464,379,459,82.6,308,369,83.5,46,85,54.1,0,1.2,1.1,-1.2,20,80,15,1,104
Christian Acella,ITA,MF,20,2002,0.2,9,9,100.0,129,4,5,5,100.0,4,4,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Cristian Buonaiuto,ITA,"MF,FW",29,1992,10.9,304,465,65.4,4751,1632,159,191,83.2,100,148,67.6,27,84,32.1,0,1.8,1.7,-1.8,17,31,15,4,39
Cyriel Dessers,NGA,FW,27,1994,17.6,180,280,64.3,2509,437,107,153,69.9,58,81,71.6,7,14,50.0,1,1.6,1.5,-0.6,23,11,8,1,27
Daniel Ciofani,ITA,FW,37,1985,11.8,120,195,61.5,1690,427,64,92,69.6,34,54,63.0,10,16,62.5,0,0.7,0.9,-0.7,10,13,4,0,10
David Okereke,NGA,"FW,MF",24,1997,25.2,353,504,70.0,5730,1348,188,245,76.7,117,147,79.6,34,50,68.0,0,1.1,1.1,-1.1,21,31,24,5,70
Emanuel Aiwum,AUT,DF,21,2000,18.4,646,817,79.1,10819,3713,297,332,89.5,294,349,84.2,40,97,41.2,0,0.4,0.8,-0.4,4,48,7,1,46
Emanuele Valeri,ITA,DF,23,1998,30.9,753,1258,59.9,13771,6184,330,407,81.1,303,492,61.6,96,258,37.2,3,4.6,3.8,-1.6,53,66,52,32,90
Felix Afena-Gyan,GHA,"FW,MF",19,2003,9.1,146,193,75.6,1855,194,99,115,86.1,34,46,73.9,4,7,57.1,0,0.1,0.2,-0.1,3,3,0,0,8
Frank Tsadjout,ITA,FW,23,1999,11.7,184,271,67.9,2340,400,113,155,72.9,54,76,71.1,3,8,37.5,1,0.5,0.3,0.5,10,14,5,0,18
Giacomo Quagliata,ITA,DF,22,2000,7.8,221,338,65.4,3802,1660,108,123,87.8,90,132,68.2,20,62,32.3,1,1.0,1.0,0.0,13,21,10,8,28
Gonzalo Escalante,ARG,MF,29,1993,6.2,222,290,76.6,3755,1430,99,117,84.6,103,122,84.4,16,36,44.4,1,0.2,0.1,0.8,4,30,2,0,30
Ionuț Radu,ROU,GK,25,1997,9.0,221,336,65.8,6117,4391,51,52,98.1,100,102,98.0,69,177,39.0,0,0.4,0.1,-0.4,2,10,2,0,0
Jack Hendry,SCO,DF,27,1995,2.4,118,137,86.1,2402,1087,40,44,90.9,58,67,86.6,17,22,77.3,0,0.0,0.0,0.0,1,12,1,0,9
Jaime Báez,URU,DF,27,1995,1.1,32,48,66.7,640,379,8,10,80.0,13,17,76.5,7,14,50.0,0,0.1,0.3,-0.1,2,7,2,2,4
Johan Vásquez,MEX,DF,23,1998,20.1,632,810,78.0,11163,4435,257,298,86.2,318,366,86.9,46,114,40.4,0,0.3,0.3,-0.3,6,39,4,1,48
Leonardo Sernicola,ITA,DF,25,1997,25.7,615,945,65.1,10638,4546,293,352,83.2,239,389,61.4,64,143,44.8,2,2.3,2.2,-0.3,25,50,29,21,62
Luca Zanimacchia,ITA,"MF,FW",24,1998,8.3,213,312,68.3,3230,932,122,155,78.7,68,102,66.7,18,37,48.6,0,0.9,1.0,-0.9,14,12,12,2,26
Luka Lochoshvili,GEO,DF,24,1998,20.4,627,791,79.3,11677,4375,236,259,91.1,343,386,88.9,46,125,36.8,2,1.1,0.2,0.9,5,43,3,1,70
Marco Benassi,ITA,MF,27,1994,11.1,248,344,72.1,4318,1060,115,136,84.6,109,138,79.0,20,44,45.5,0,0.4,0.5,-0.4,7,17,4,2,27
Marco Carnesecchi,ITA,GK,22,2000,27.0,565,954,59.2,18072,14248,99,100,99.0,231,237,97.5,229,605,37.9,1,0.2,0.1,0.8,2,33,1,0,0
Matteo Bianchetti,ITA,DF,29,1993,23.7,729,935,78.0,14388,6137,242,281,86.1,400,455,87.9,79,171,46.2,0,0.5,0.5,-0.5,5,49,8,2,47
Michele Castagnetti,ITA,MF,32,1989,15.7,624,807,77.3,10942,4257,284,331,85.8,263,328,80.2,62,113,54.9,1,1.8,1.9,-0.8,26,95,16,3,120
Mouhamadou Sarr,SEN,GK,25,1997,2.0,62,84,73.8,1985,1440,6,6,100.0,33,33,100.0,23,44,52.3,0,0.0,0.0,0.0,0,2,0,0,0
Pablo Galdames Millán,CHI,MF,25,1996,8.2,211,302,69.9,3959,1174,109,129,84.5,67,91,73.6,32,62,51.6,2,1.1,0.6,0.9,10,27,3,0,33
Paolo Ghiglione,ITA,DF,25,1997,7.9,159,285,55.8,3153,1607,61,86,70.9,73,122,59.8,25,63,39.7,1,0.6,0.6,0.4,13,17,18,15,19
Samuel Di Carmine,ITA,"FW,MF",33,1988,0.3,6,8,75.0,79,30,4,5,80.0,0,0,,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,1
Santiago Ascacíbar,ARG,MF,25,1997,8.1,358,435,82.3,6100,2189,182,207,87.9,135,145,93.1,34,56,60.7,0,0.4,0.5,-0.4,8,50,7,2,41
Soualiho Meïté,FRA,MF,28,1994,26.3,863,1026,84.1,14666,3741,423,476,88.9,340,380,89.5,80,125,64.0,2,0.7,0.5,1.3,14,77,18,3,82
Tommaso Milanese,ITA,MF,20,2002,0.3,10,14,71.4,182,41,4,5,80.0,3,5,60.0,2,3,66.7,0,0.2,0.1,-0.2,3,3,0,0,2
Vlad Chiricheș,ROU,DF,32,1989,10.9,344,410,83.9,6776,3146,119,128,93.0,178,203,87.7,41,68,60.3,0,0.0,0.0,0.0,1,17,0,0,18
