General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
Player,Nation,Pos,Age,Born,Mp,Min,Mn/mp,Min%,90s,Starts,Mn/start,Compl,Subs,Mn/sub,Unsub,Ppm,Ong,Onga,+/-,+/-90,On-off,Onxg,Onxga,Xg+/-,Xg+/-90,On-off
Alberto Basso,ITA,MF,18,2004,1,16,16,0.5,0.2,0,,0,1,16,8,0.0,0,0,0,0.0,0.87,0.3,0.5,-0.2,-1.31,-0.59
Alex Ferrari,ITA,DF,28,1994,16,1007,63,29.4,11.2,13,74,5,3,15,4,0.88,10,21,-11,-0.98,-0.16,9.9,18.5,-8.5,-0.76,-0.06
Charles Pickel,COD,MF,25,1997,33,2483,75,72.6,27.6,30,81,16,3,22,2,0.73,26,46,-20,-0.72,0.52,28.6,44.3,-15.7,-0.57,0.54
Christian Acella,ITA,MF,20,2002,1,15,15,0.4,0.2,0,,0,1,15,25,0.0,0,1,-1,-6.0,-5.15,0.0,0.1,-0.1,-0.65,0.07
Cristian Buonaiuto,ITA,"MF,FW",29,1992,29,980,34,28.7,10.9,7,65,1,22,24,7,0.62,10,23,-13,-1.19,-0.46,12.3,19.4,-7.1,-0.65,0.1
Cyriel Dessers,NGA,FW,27,1994,26,1587,61,46.4,17.6,19,74,7,7,27,2,0.5,15,36,-21,-1.19,-0.6,18.4,33.3,-14.9,-0.84,-0.23
Daniel Ciofani,ITA,FW,37,1985,32,1060,33,31.0,11.8,10,63,0,22,20,4,0.72,18,20,-2,-0.17,1.01,14.5,18.3,-3.8,-0.32,0.58
David Okereke,NGA,"FW,MF",24,1997,33,2266,69,66.3,25.2,25,79,9,8,36,2,0.73,23,41,-18,-0.71,0.45,27.3,43.8,-16.5,-0.66,0.19
Dorian Ciężkowski,POL,GK,21,2001,0,,,,,0,,0,0,,3,,,,,,,,,,,
