General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes
Player,Nation,Pos,Age,Born,Mp,Starts,Min,90s,Gls,Ast,G+a,G-pk,Pk,Pkatt,Crdy,Crdr,Xg,Npxg,Xag,Npxg+xag,Prgc,Prgp,Prgr,Gls,Ast,G+a,G-pk,G+a-pk,Xg,Xag,Xg+xag,Npxg,Npxg+xag
Anthony Modeste,FRA,FW,32,1988,8,1,221,2.5,0,0,0,0,0,1,1,0,1.8,1.0,0.0,1.0,1,0,10,0.0,0.0,0.0,0.0,0.0,0.74,0.01,0.75,0.42,0.43
Benno Schmitz,GER,DF,25,1994,12,4,416,4.6,0,1,1,0,0,0,0,0,0.2,0.2,0.3,0.5,7,26,18,0.0,0.22,0.22,0.0,0.22,0.04,0.07,0.11,0.04,0.11
Dimitris Limnios,GRE,"MF,FW",22,1998,12,2,378,4.2,0,0,0,0,0,0,0,0,0.4,0.4,0.6,0.9,10,10,27,0.0,0.0,0.0,0.0,0.0,0.09,0.14,0.23,0.09,0.23
Dominick Drexler,GER,"MF,FW",30,1990,27,11,1233,13.7,2,1,3,2,0,0,1,0,2.1,2.1,2.7,4.8,33,56,98,0.15,0.07,0.22,0.15,0.22,0.15,0.2,0.35,0.15,0.35
Ellyes Skhiri,TUN,MF,25,1995,32,32,2785,30.9,5,2,7,5,0,0,5,0,4.5,4.5,1.0,5.5,19,109,28,0.16,0.06,0.23,0.16,0.23,0.15,0.03,0.18,0.15,0.18
Elvis Rexhbeçaj,KVX,"MF,FW",22,1997,30,20,1833,20.4,5,2,7,5,0,0,4,0,2.3,2.3,2.6,4.8,27,67,73,0.25,0.1,0.34,0.25,0.34,0.11,0.13,0.24,0.11,0.24
Emmanuel Dennis,NGA,FW,22,1997,9,6,474,5.3,0,1,1,0,0,0,0,0,0.6,0.6,0.2,0.8,11,4,44,0.0,0.19,0.19,0.0,0.19,0.12,0.03,0.15,0.12,0.15
Florian Kainz,AUT,"MF,FW",27,1992,8,6,447,5.0,1,0,1,1,0,0,0,0,0.5,0.5,1.5,2.0,10,27,27,0.2,0.0,0.2,0.2,0.2,0.09,0.31,0.4,0.09,0.4
Frederik Sørensen,DEN,DF,28,1992,3,1,99,1.1,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,1,6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06
Ismail Jakobs,SEN,"MF,FW",20,1999,23,18,1726,19.2,1,1,2,1,0,0,6,0,2.4,2.4,1.9,4.3,34,34,134,0.05,0.05,0.1,0.05,0.1,0.13,0.1,0.23,0.13,0.23
Jan Thielmann,GER,"FW,MF",18,2002,24,9,1029,11.4,2,3,5,2,0,0,0,0,1.4,1.4,0.8,2.2,18,28,70,0.17,0.26,0.44,0.17,0.44,0.12,0.07,0.19,0.12,0.19
Jannes Horn,GER,DF,23,1997,29,20,1768,19.6,0,1,1,0,0,0,6,0,0.2,0.2,1.6,1.8,34,62,37,0.0,0.05,0.05,0.0,0.05,0.01,0.08,0.09,0.01,0.09
Jonas Hector,GER,"MF,FW",30,1990,19,15,1290,14.3,3,1,4,3,0,0,2,0,3.1,3.1,1.6,4.7,8,60,57,0.21,0.07,0.28,0.21,0.28,0.22,0.11,0.33,0.22,0.33
Jorge Meré,ESP,DF,23,1997,16,14,1300,14.4,0,0,0,0,0,0,2,0,0.0,0.0,0.2,0.3,2,28,2,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.02
Kingsley Ehizibue,NED,DF,25,1995,21,15,1133,12.6,0,1,1,0,0,0,5,0,0.6,0.6,0.6,1.2,25,30,44,0.0,0.08,0.08,0.0,0.08,0.05,0.05,0.1,0.05,0.1
Marco Höger,GER,"DF,MF",30,1989,3,1,53,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marius Wolf,GER,"MF,DF",25,1995,31,29,2551,28.3,2,2,4,2,0,0,3,0,3.2,3.2,2.4,5.5,72,120,132,0.07,0.07,0.14,0.07,0.14,0.11,0.08,0.2,0.11,0.2
Max Meyer,GER,MF,24,1995,10,3,351,3.9,0,0,0,0,0,0,0,0,0.8,0.8,0.5,1.3,6,34,9,0.0,0.0,0.0,0.0,0.0,0.21,0.12,0.33,0.21,0.33
Noah Katterbach,GER,"DF,MF",19,2001,21,12,1111,12.3,0,0,0,0,0,0,1,0,0.3,0.3,1.1,1.4,27,60,47,0.0,0.0,0.0,0.0,0.0,0.02,0.09,0.11,0.02,0.11
Ondrej Duda,SVK,"FW,MF",25,1994,32,32,2537,28.2,7,5,12,4,3,4,8,1,6.4,3.3,3.9,7.2,32,126,132,0.25,0.18,0.43,0.14,0.32,0.23,0.14,0.37,0.12,0.26
Rafael Czichos,GER,DF,30,1990,28,26,2259,25.1,1,0,1,1,0,0,7,0,1.8,1.8,0.1,1.9,21,103,6,0.04,0.0,0.04,0.04,0.04,0.07,0.01,0.08,0.07,0.08
Ron-Robert Zieler,GER,GK,31,1989,1,0,51,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Salih Özcan,TUR,MF,22,1998,28,15,1371,15.2,0,1,1,0,0,0,3,0,0.5,0.5,1.3,1.8,16,49,50,0.0,0.07,0.07,0.0,0.07,0.03,0.09,0.12,0.03,0.12
Sava Cestic,SRB,DF,19,2001,11,11,899,10.0,0,0,0,0,0,0,3,0,0.2,0.2,0.1,0.3,3,19,0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03
Sebastiaan Bornauw,BEL,DF,21,1999,24,23,2083,23.1,1,1,2,1,0,0,3,0,1.5,1.5,0.0,1.5,4,43,4,0.04,0.04,0.09,0.04,0.09,0.07,0.0,0.07,0.06,0.06
Sebastian Andersson,SWE,FW,29,1991,16,14,1126,12.5,3,0,3,2,1,1,1,0,6.2,5.4,0.3,5.7,6,20,55,0.24,0.0,0.24,0.16,0.16,0.49,0.03,0.52,0.43,0.46
Timo Horn,GER,GK,27,1993,34,34,3009,33.4,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tolu Arokodare,NGA,"FW,MF",19,2000,10,0,112,1.2,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.5,1,4,11,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.2,0.4
