General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes
Player,Nation,Pos,Age,Born,Mp,Starts,Min,90s,Gls,Ast,G+a,G-pk,Pk,Pkatt,Crdy,Crdr,Xg,Npxg,Xag,Npxg+xag,Prgc,Prgp,Prgr,Gls,Ast,G+a,G-pk,G+a-pk,Xg,Xag,Xg+xag,Npxg,Npxg+xag
Adam Masina,MAR,DF,27,1994,15,13,1077,12.0,0,1,1,0,0,0,0,0,0.3,0.3,0.7,1.0,9,37,12,0.0,0.08,0.08,0.0,0.08,0.03,0.06,0.08,0.03,0.08
Ashley Fletcher,ENG,FW,25,1995,3,0,30,0.3,0,0,0,0,0,0,0,0,0.6,0.6,0.0,0.6,1,0,1,0.0,0.0,0.0,0.0,0.0,1.8,0.0,1.8,1.8,1.8
Ben Foster,ENG,GK,38,1983,26,26,2340,26.0,0,1,1,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,0,0.0,0.04,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.0
Christian Kabasele,BEL,DF,30,1991,16,12,1193,13.3,0,0,0,0,0,0,0,0,0.9,0.9,0.2,1.0,5,21,1,0.0,0.0,0.0,0.0,0.0,0.07,0.01,0.08,0.07,0.08
Craig Cathcart,NIR,DF,32,1989,31,27,2396,26.6,0,1,1,0,0,0,3,0,0.2,0.2,1.2,1.4,6,52,0,0.0,0.04,0.04,0.0,0.04,0.01,0.05,0.05,0.01,0.05
Cucho,COL,"FW,MF",22,1999,25,11,1147,12.7,5,2,7,5,0,0,3,0,2.5,2.5,1.9,4.3,22,39,85,0.39,0.16,0.55,0.39,0.55,0.19,0.15,0.34,0.19,0.34
Dan Gosling,ENG,MF,31,1990,4,2,166,1.8,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.3,2,4,5,0.54,0.0,0.54,0.54,0.54,0.12,0.02,0.14,0.12,0.14
Daniel Bachmann,AUT,GK,27,1994,12,12,1080,12.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danny Rose,ENG,DF,31,1990,8,7,689,7.7,0,0,0,0,0,0,4,0,0.2,0.2,0.8,1.0,12,33,19,0.0,0.0,0.0,0.0,0.0,0.03,0.1,0.13,0.03,0.13
Edo Kayembe,COD,MF,23,1998,13,9,799,8.9,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.5,9,47,8,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.05,0.02,0.05
Emmanuel Dennis,NGA,"FW,MF",23,1997,33,30,2581,28.7,10,6,16,10,0,0,9,1,7.3,7.3,4.1,11.3,90,61,172,0.35,0.21,0.56,0.35,0.56,0.26,0.14,0.4,0.25,0.4
Francisco Sierralta,CHI,DF,24,1997,5,5,427,4.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,2,0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
Hassane Kamara,CIV,DF,27,1994,19,18,1623,18.0,1,0,1,1,0,0,5,1,0.2,0.2,0.6,0.8,32,55,25,0.06,0.0,0.06,0.06,0.06,0.01,0.03,0.04,0.01,0.04
Imran Louza,MAR,MF,22,1999,20,17,1416,15.7,0,0,0,0,0,0,6,0,1.2,1.2,1.1,2.3,17,67,24,0.0,0.0,0.0,0.0,0.0,0.08,0.07,0.15,0.08,0.15
Ismaila Sarr,SEN,"FW,MF",23,1998,22,21,1861,20.7,5,2,7,5,0,1,2,0,4.8,4.0,2.9,6.9,79,52,158,0.24,0.1,0.34,0.24,0.34,0.23,0.14,0.37,0.19,0.34
