General,General,General,General,General,General,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
Player,Nation,Pos,Age,Born,90s,Gls,Sh,Sot,Sot%,Sh/90,Sot/90,G/sh,G/sot,Dist,Fk,Pk,Pkatt,Xg,Npxg,Npxg/sh,G-xg,Np:g-xg
Adam Forshaw,ENG,MF,30,1991,5.3,0,1,0,0.0,0.19,0.0,0.0,,26.4,0,0,0,0.0,0.0,0.03,0.0,0.0
Brenden Aaronson,USA,"MF,FW",21,2000,26.4,1,41,9,22.0,1.56,0.34,0.02,0.11,18.4,2,0,0,3.9,3.9,0.09,-2.9,-2.9
Cody Drameh,ENG,DF,20,2001,0.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Crysencio Summerville,NED,FW,20,2001,15.8,4,29,9,31.0,1.83,0.57,0.14,0.44,15.3,0,0,0,2.9,2.9,0.1,1.1,1.1
Daniel James,WAL,FW,24,1997,2.2,0,3,1,33.3,1.36,0.45,0.0,0.0,17.6,0,0,0,0.3,0.3,0.09,-0.3,-0.3
Darko Gyabi,ENG,FW,18,2004,0.1,0,1,0,0.0,11.25,0.0,0.0,,17.8,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Diego Llorente,ESP,DF,28,1993,7.2,0,6,0,0.0,0.83,0.0,0.0,,12.5,0,0,0,0.7,0.7,0.12,-0.7,-0.7
Georginio Rutter,FRA,"FW,MF",20,2002,3.0,0,4,0,0.0,1.32,0.0,0.0,,14.0,0,0,0,0.4,0.4,0.1,-0.4,-0.4
Illan Meslier,FRA,GK,22,2000,34.0,0,1,1,100.0,0.03,0.03,0.0,0.0,9.0,0,0,0,0.1,0.1,0.12,-0.1,-0.1
Jack Harrison,ENG,"FW,MF",25,1996,30.1,5,39,14,35.9,1.3,0.47,0.13,0.36,17.8,3,0,0,4.7,4.7,0.12,0.3,0.3
Joe Gelhardt,ENG,FW,20,2002,2.4,0,10,2,20.0,4.25,0.85,0.0,0.0,23.5,1,0,0,0.8,0.8,0.08,-0.8,-0.8
Joel Robles,ESP,GK,32,1990,4.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Junior Firpo,DOM,DF,25,1996,15.2,1,2,1,50.0,0.13,0.07,0.5,1.0,12.2,0,0,0,0.1,0.1,0.06,0.9,0.9
Liam Cooper,SCO,DF,30,1991,15.8,1,10,2,20.0,0.63,0.13,0.1,0.5,9.5,0,0,0,1.0,1.0,0.11,0.0,0.0
Luis Sinisterra,COL,FW,23,1999,9.6,5,28,11,39.3,2.91,1.14,0.18,0.45,16.2,0,0,0,3.7,3.7,0.13,1.3,1.3
Luke Ayling,ENG,DF,30,1991,22.8,2,24,5,20.8,1.05,0.22,0.08,0.4,15.1,0,0,0,3.2,3.2,0.13,-1.2,-1.2
Marc Roca,ESP,MF,25,1996,25.7,1,35,13,37.1,1.36,0.51,0.03,0.08,22.3,4,0,0,2.1,2.1,0.06,-1.1,-1.1
Mateo Joseph,ESP,"FW,MF",18,2003,0.3,0,1,1,100.0,3.46,3.46,0.0,0.0,15.4,0,0,0,0.1,0.1,0.12,-0.1,-0.1
Mateusz Klich,POL,"MF,FW",32,1990,3.1,0,4,1,25.0,1.29,0.32,0.0,0.0,21.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2
Maximilian Wöber,AUT,DF,24,1998,14.1,0,9,2,22.2,0.64,0.14,0.0,0.0,13.3,1,0,0,0.7,0.7,0.08,-0.7,-0.7
Pascal Struijk,NED,DF,22,1999,24.4,2,16,7,43.8,0.65,0.29,0.13,0.29,13.4,0,0,0,1.4,1.4,0.09,0.6,0.6
Patrick Bamford,ENG,FW,28,1993,16.8,4,48,16,33.3,2.85,0.95,0.08,0.25,14.7,1,0,2,8.5,6.9,0.15,-4.5,-2.9
Rasmus Kristensen,DEN,DF,25,1997,21.8,3,13,5,38.5,0.6,0.23,0.23,0.6,15.2,0,0,0,0.8,0.8,0.06,2.2,2.2
Robin Koch,GER,DF,26,1996,35.3,0,17,4,23.5,0.48,0.11,0.0,0.0,11.1,0,0,0,1.5,1.5,0.09,-1.5,-1.5
Rodrigo,ESP,"FW,MF",31,1991,21.5,13,66,25,37.9,3.07,1.16,0.18,0.48,15.8,2,1,1,8.0,7.2,0.11,5.0,4.8
Sam Greenwood,ENG,"MF,FW",20,2002,4.7,1,12,2,16.7,2.55,0.42,0.08,0.5,24.2,5,0,0,0.7,0.7,0.06,0.3,0.3
Tyler Adams,USA,MF,23,1999,24.0,0,4,0,0.0,0.17,0.0,0.0,,27.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Weston McKennie,USA,MF,23,1998,16.0,0,13,2,15.4,0.81,0.13,0.0,0.0,15.9,0,0,0,0.8,0.8,0.06,-0.8,-0.8
Wilfried Gnonto,ITA,"FW,MF",18,2003,15.0,2,22,8,36.4,1.46,0.53,0.09,0.25,17.4,0,0,0,1.8,1.8,0.08,0.2,0.2
