General,General,General,General,General,General,General,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Corner kicks,Corner kicks,Corner kicks,Outcomes,Outcomes,Outcomes
Player,Nation,Pos,Age,Born,90s,Att,Live,Dead,Fk,Tb,Sw,Crs,Ti,Ck,In,Out,Str,Cmp,Off,Blocks
Adam Forshaw,ENG,MF,30,1991,5.3,244,222,22,7,0,2,20,2,9,6,2,0,196,0,4
Brenden Aaronson,USA,"MF,FW",21,2000,26.4,797,711,85,26,8,2,72,5,38,17,14,1,592,1,27
Cody Drameh,ENG,DF,20,2001,0.8,38,31,7,1,0,0,1,6,0,0,0,0,30,0,1
Crysencio Summerville,NED,FW,20,2001,15.8,411,402,6,1,1,1,14,1,3,0,0,0,308,3,15
Daniel James,WAL,FW,24,1997,2.2,40,40,0,0,0,0,6,0,0,0,0,0,24,0,4
Darko Gyabi,ENG,FW,18,2004,0.1,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0
Diego Llorente,ESP,DF,28,1993,7.2,429,417,11,10,0,4,1,0,0,0,0,0,356,1,2
Georginio Rutter,FRA,"FW,MF",20,2002,3.0,62,59,2,0,1,0,0,0,0,0,0,0,31,1,5
Illan Meslier,FRA,GK,22,2000,34.0,1039,705,331,89,0,1,0,0,0,0,0,0,664,3,2
Jack Harrison,ENG,"FW,MF",25,1996,30.1,1150,1012,131,38,4,11,186,24,68,34,21,3,732,7,55
Joe Gelhardt,ENG,FW,20,2002,2.4,67,62,3,0,1,0,1,0,0,0,0,0,43,2,4
Joel Robles,ESP,GK,32,1990,4.0,122,70,52,20,0,0,0,0,0,0,0,0,63,0,0
Junior Firpo,DOM,DF,25,1996,15.2,621,505,114,8,1,1,12,106,0,0,0,0,454,2,18
Liam Cooper,SCO,DF,30,1991,15.8,789,756,33,29,0,8,1,4,0,0,0,0,620,0,3
Luis Sinisterra,COL,FW,23,1999,9.6,339,336,3,0,2,4,7,3,0,0,0,0,273,0,9
Luke Ayling,ENG,DF,30,1991,22.8,1132,912,212,22,0,11,62,190,0,0,0,0,786,8,46
Marc Roca,ESP,MF,25,1996,25.7,1295,1188,102,55,7,10,76,3,40,20,16,0,978,5,17
Mateo Joseph,ESP,"FW,MF",18,2003,0.3,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0
Mateusz Klich,POL,"MF,FW",32,1990,3.1,148,139,9,2,0,0,8,4,3,1,1,0,108,0,7
Maximilian Wöber,AUT,DF,24,1998,14.1,684,638,43,13,0,2,7,30,0,0,0,0,483,3,10
Pascal Struijk,NED,DF,22,1999,24.4,1320,1065,250,28,0,3,21,222,0,0,0,0,1046,5,26
Patrick Bamford,ENG,FW,28,1993,16.8,333,294,38,0,1,0,5,1,0,0,0,0,229,1,10
Rasmus Kristensen,DEN,DF,25,1997,21.8,1044,861,181,7,0,3,35,174,0,0,0,0,740,2,38
Robin Koch,GER,DF,26,1996,35.3,1594,1544,46,46,2,5,1,0,0,0,0,0,1229,4,25
Rodrigo,ESP,"FW,MF",31,1991,21.5,550,492,53,0,4,10,21,7,2,0,0,0,389,5,9
Sam Greenwood,ENG,"MF,FW",20,2002,4.7,186,143,43,15,0,1,43,2,26,13,13,0,107,0,2
Tyler Adams,USA,MF,23,1999,24.0,1343,1271,72,58,1,2,2,14,0,0,0,0,1108,0,24
Weston McKennie,USA,MF,23,1998,16.0,628,589,36,8,4,6,9,26,0,0,0,0,472,3,16
Wilfried Gnonto,ITA,"FW,MF",18,2003,15.0,512,482,26,1,4,0,42,13,10,2,1,0,370,4,35
