General,General,General,General,General,General,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-ons,Take-ons,Take-ons,Take-ons,Take-ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
Player,Nation,Pos,Age,Born,90s,Touches,Def pen,Def 3rd,Mid 3rd,Att 3rd,Att pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,Totdist,Prgdist,Prgc,1/3,Cpa,Mis,Dis,Rec,Prgr
Adam Forshaw,ENG,MF,30,1991,5.3,293,7,64,171,62,1,293,11,8,72.7,3,27.3,179,1085,360,4,8,0,6,8,186,7
Brenden Aaronson,USA,"MF,FW",21,2000,26.4,1143,12,116,495,554,72,1143,100,34,34.0,48,48.0,686,3646,1532,43,34,13,71,82,767,151
Cody Drameh,ENG,DF,20,2001,0.8,44,1,7,26,11,0,44,1,1,100.0,0,0.0,17,48,10,0,1,0,1,1,23,3
Crysencio Summerville,NED,FW,20,2001,15.8,637,10,99,241,311,70,637,60,24,40.0,22,36.7,420,2617,1326,51,27,19,45,36,438,92
Daniel James,WAL,FW,24,1997,2.2,66,1,9,26,32,6,66,6,1,16.7,2,33.3,35,233,112,6,2,3,3,1,39,9
Darko Gyabi,ENG,FW,18,2004,0.1,8,0,1,4,3,1,8,1,0,0.0,0,0.0,4,5,3,0,0,0,1,0,2,0
Diego Llorente,ESP,DF,28,1993,7.2,506,59,283,210,15,6,506,3,2,66.7,1,33.3,303,1566,721,2,1,0,6,1,312,1
Georginio Rutter,FRA,"FW,MF",20,2002,3.0,124,4,13,47,65,20,124,25,9,36.0,13,52.0,76,351,126,5,1,3,15,14,86,21
Illan Meslier,FRA,GK,22,2000,34.0,1122,903,1116,5,2,1,1122,0,0,,0,,596,3396,1969,0,0,0,1,1,424,0
Jack Harrison,ENG,"FW,MF",25,1996,30.1,1556,31,192,549,836,81,1556,118,48,40.7,59,50.0,959,5271,2584,103,56,24,92,61,1037,255
Joe Gelhardt,ENG,FW,20,2002,2.4,115,4,10,52,54,14,115,9,1,11.1,7,77.8,68,189,66,2,2,2,9,7,84,21
Joel Robles,ESP,GK,32,1990,4.0,136,101,129,8,0,0,136,0,0,,0,,57,337,251,0,0,0,0,0,44,0
Junior Firpo,DOM,DF,25,1996,15.2,792,48,286,368,146,13,792,15,6,40.0,9,60.0,352,1465,785,20,16,1,9,9,367,34
Liam Cooper,SCO,DF,30,1991,15.8,970,103,499,440,37,21,970,4,1,25.0,1,25.0,477,2172,913,3,3,1,9,1,501,2
Luis Sinisterra,COL,FW,23,1999,9.6,469,7,50,212,215,32,469,42,19,45.2,17,40.5,281,1740,931,30,17,8,16,23,341,84
Luke Ayling,ENG,DF,30,1991,22.8,1413,79,466,578,390,56,1413,33,13,39.4,17,51.5,648,2963,1480,28,20,4,23,12,700,100
Marc Roca,ESP,MF,25,1996,25.7,1571,47,333,914,333,26,1571,30,17,56.7,10,33.3,822,3627,1914,25,18,6,26,26,948,28
Mateo Joseph,ESP,"FW,MF",18,2003,0.3,9,1,1,5,3,1,9,1,0,0.0,1,100.0,5,13,0,0,0,0,1,3,6,2
Mateusz Klich,POL,"MF,FW",32,1990,3.1,189,3,25,82,85,9,189,6,2,33.3,4,66.7,110,385,149,5,5,2,11,1,124,21
Maximilian Wöber,AUT,DF,24,1998,14.1,858,110,381,400,81,17,858,1,0,0.0,1,100.0,426,2270,1309,15,9,0,6,2,438,15
Pascal Struijk,NED,DF,22,1999,24.4,1619,92,538,708,379,31,1619,18,9,50.0,7,38.9,700,2806,1465,24,25,1,25,12,803,53
Patrick Bamford,ENG,FW,28,1993,16.8,550,19,34,257,266,83,548,34,11,32.4,19,55.9,290,1186,447,17,17,13,56,21,386,96
Rasmus Kristensen,DEN,DF,25,1997,21.8,1276,90,470,529,282,23,1276,15,7,46.7,7,46.7,548,1725,833,15,10,4,6,5,633,70
Robin Koch,GER,DF,26,1996,35.3,1963,263,1051,820,106,32,1963,3,1,33.3,2,66.7,1013,4700,2583,11,8,0,15,1,1102,11
Rodrigo,ESP,"FW,MF",31,1991,21.5,804,26,94,372,341,110,803,29,12,41.4,15,51.7,451,2217,825,40,17,24,57,24,547,143
Sam Greenwood,ENG,"MF,FW",20,2002,4.7,255,7,45,112,103,5,255,8,3,37.5,4,50.0,117,578,305,7,8,1,6,7,119,10
Tyler Adams,USA,MF,23,1999,24.0,1628,44,376,1010,254,5,1628,22,7,31.8,12,54.5,818,3342,1555,19,21,0,28,18,919,20
Weston McKennie,USA,MF,23,1998,16.0,807,41,188,401,228,17,807,16,11,68.8,4,25.0,400,1738,791,14,16,0,28,25,445,33
Wilfried Gnonto,ITA,"FW,MF",18,2003,15.0,719,12,95,248,393,43,719,77,21,27.3,43,55.8,484,3356,1715,66,37,17,30,19,508,136
