General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
Player,Nation,Pos,Age,Born,Mp,Min,Mn/mp,Min%,90s,Starts,Mn/start,Compl,Subs,Mn/sub,Unsub,Ppm,Ong,Onga,+/-,+/-90,On-off,Onxg,Onxga,Xg+/-,Xg+/-90,On-off
Adam Forshaw,ENG,MF,30,1991,12,479,40,14.0,5.3,5,68,1,7,20,4,0.5,4,13,-9,-1.69,-1.05,4.4,12.1,-7.7,-1.45,-1.08
Archie Gray,ENG,"DF,MF",16,2006,0,,,,,0,,0,0,,6,,,,,,,,,,,
Brenden Aaronson,USA,"MF,FW",21,2000,36,2372,66,69.4,26.4,28,78,8,8,22,2,0.86,35,58,-23,-0.87,-0.27,33.3,49.8,-16.6,-0.63,-0.35
Cody Drameh,ENG,DF,20,2001,1,69,69,2.0,0.8,1,69,0,0,,5,0.0,1,3,-2,-2.61,-1.86,0.5,1.3,-0.8,-1.05,-0.54
Crysencio Summerville,NED,FW,20,2001,28,1426,51,41.7,15.8,12,82,7,16,28,8,0.86,19,38,-19,-1.2,-0.7,19.7,29.7,-10.0,-0.63,-0.19
Daniel James,WAL,FW,24,1997,4,198,50,5.8,2.2,2,64,0,2,36,0,1.25,5,2,3,1.36,2.29,3.9,4.1,-0.2,-0.1,0.44
Darko Gyabi,ENG,FW,18,2004,1,8,8,0.2,0.1,0,,0,1,8,12,0.0,0,0,0,0.0,0.79,0.1,0.3,-0.2,-2.3,-1.79
Diego Llorente,ESP,DF,28,1993,8,649,81,19.0,7.2,7,90,7,1,19,11,1.0,11,12,-1,-0.14,0.8,10.9,10.4,0.5,0.07,0.73
Diogo Monteiro,POR,DF,17,2005,0,,,,,0,,0,0,,3,,,,,,,,,,,
Georginio Rutter,FRA,"FW,MF",20,2002,11,273,25,8.0,3.0,1,67,0,10,21,9,0.45,3,9,-6,-1.98,-1.29,2.5,5.6,-3.1,-1.03,-0.56
Illan Meslier,FRA,GK,22,2000,34,3060,90,89.5,34.0,34,90,34,0,,4,0.88,43,67,-24,-0.71,0.79,42.7,57.9,-15.2,-0.45,0.7
Jack Harrison,ENG,"FW,MF",25,1996,36,2708,75,79.2,30.1,34,78,11,2,27,1,0.86,35,55,-20,-0.66,0.6,37.5,50.4,-12.9,-0.43,0.43
Jeremiah Chilokoa-Mullen,SCO,DF,18,2004,0,,,,,0,,0,0,,3,,,,,,,,,,,
Joe Gelhardt,ENG,FW,20,2002,15,212,14,6.2,2.4,1,58,0,14,11,2,0.8,6,3,3,1.27,2.2,3.7,2.7,1.0,0.43,1.02
Joel Robles,ESP,GK,32,1990,4,360,90,10.5,4.0,4,90,4,0,,23,0.25,5,11,-6,-1.5,-0.79,4.6,9.2,-4.6,-1.15,-0.7
Junior Firpo,DOM,DF,25,1996,19,1368,72,40.0,15.2,14,86,10,5,32,11,0.74,17,33,-16,-1.05,-0.44,16.9,30.8,-13.9,-0.91,-0.65
Kristoffer Klaesson,NOR,GK,21,2000,0,,,,,0,,0,0,,11,,,,,,,,,,,
Leo Fuhr Hjelde,NOR,DF,18,2003,0,,,,,0,,0,0,,5,,,,,,,,,,,
Liam Cooper,SCO,DF,30,1991,18,1426,79,41.7,15.8,16,85,14,2,31,7,0.56,20,32,-12,-0.76,0.06,20.9,26.3,-5.4,-0.34,0.31
Luis Sinisterra,COL,FW,23,1999,19,867,46,25.4,9.6,13,58,0,6,18,1,0.68,10,23,-13,-1.35,-0.75,13.4,15.7,-2.4,-0.25,0.37
Luke Ayling,ENG,DF,30,1991,29,2054,71,60.1,22.8,22,89,21,7,14,4,0.79,27,48,-21,-0.92,-0.33,27.6,43.3,-15.7,-0.69,-0.42
Marc Roca,ESP,MF,25,1996,32,2315,72,67.7,25.7,29,78,12,3,19,3,0.91,33,60,-27,-1.05,-0.81,31.4,48.1,-16.7,-0.65,-0.4
Mateo Joseph,ESP,"FW,MF",18,2003,3,26,9,0.8,0.3,0,,0,3,9,5,0.33,0,0,0,0.0,0.8,0.6,0.3,0.4,1.23,1.76
Mateusz Klich,POL,"MF,FW",32,1990,14,280,20,8.2,3.1,0,,0,14,20,2,0.79,5,5,0,0.0,0.86,6.3,4.5,1.8,0.57,1.19
Maximilian Wöber,AUT,DF,24,1998,16,1266,79,37.0,14.1,14,85,12,2,41,1,0.63,15,23,-8,-0.57,0.35,15.1,23.4,-8.2,-0.59,-0.1
Pascal Struijk,NED,DF,22,1999,29,2200,76,64.3,24.4,26,84,20,3,7,5,0.9,33,52,-19,-0.78,0.03,31.7,42.7,-11.0,-0.45,0.19
Patrick Bamford,ENG,FW,28,1993,28,1515,54,44.3,16.8,18,70,2,10,26,0,0.82,23,31,-8,-0.48,0.56,21.9,28.0,-6.1,-0.36,0.28
