General,General,General,General,General,General,General,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Corner kicks,Corner kicks,Corner kicks,Outcomes,Outcomes,Outcomes
Player,Nation,Pos,Age,Born,90s,Att,Live,Dead,Fk,Tb,Sw,Crs,Ti,Ck,In,Out,Str,Cmp,Off,Blocks
Adam Buksa,POL,"FW,MF",26,1996,1.1,24,23,1,0,0,0,1,0,0,0,0,0,15,0,0
Adrien Thomasson,FRA,"MF,FW",28,1993,14.2,559,553,3,1,2,2,13,1,1,1,0,0,440,3,25
Alexis Claude-Maurice,FRA,"MF,FW",24,1998,6.7,240,236,3,0,2,0,7,0,3,2,0,0,201,1,6
Angelo Fulgini,FRA,"MF,FW",25,1996,9.5,501,423,75,23,5,0,62,4,47,17,21,1,380,3,9
Brice Samba,FRA,GK,28,1994,37.0,1237,985,250,90,0,12,0,0,0,0,0,0,938,2,1
Christopher Wooh,CMR,MF,20,2001,0.0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
David Pereira da Costa,POR,"MF,FW",21,2001,15.6,761,739,18,5,3,1,52,6,7,4,2,0,615,4,13
Deiver Machado,COL,"DF,MF",28,1993,24.3,875,718,156,10,0,2,60,145,1,1,0,0,719,1,26
Facundo Medina,ARG,DF,23,1999,30.9,2506,2358,144,115,4,20,22,22,0,0,0,0,2260,4,20
Florian Sotoca,FRA,"MF,FW",31,1990,33.9,1536,1472,58,12,10,21,99,39,1,0,0,0,1172,6,48
Gaël Kakuta,COD,FW,31,1991,0.2,16,16,0,0,0,0,1,0,0,0,0,0,12,0,1
Ignatius Ganago,CMR,FW,23,1999,0.7,11,9,2,0,0,0,0,0,0,0,0,0,10,0,0
Ismaëlben Boura,COM,"DF,FW",21,2000,1.0,64,58,6,0,0,0,7,6,0,0,0,0,47,0,2
Jean Onana,CMR,"MF,DF",22,2000,9.0,478,462,13,12,0,2,3,1,0,0,0,0,412,3,4
Jean-Louis Leca,FRA,GK,36,1985,1.0,39,28,11,1,0,1,0,0,0,0,0,0,32,0,0
Jimmy Cabot,FRA,"DF,MF",28,1994,5.7,346,266,78,4,1,2,50,41,33,12,14,0,261,2,7
Jonathan Gradit,FRA,DF,29,1992,31.4,2093,2016,71,57,4,14,15,8,0,0,0,0,1875,6,14
Julien Le Cardinal,FRA,DF,24,1997,1.8,121,102,19,0,0,0,10,19,0,0,0,0,90,0,3
Kevin Danso,AUT,DF,23,1998,35.9,2336,2230,106,79,1,1,0,7,0,0,0,0,2103,0,11
Loïs Openda,BEL,FW,22,2000,28.0,443,382,59,1,7,3,30,8,0,0,0,0,297,2,22
Massadio Haïdara,MLI,"DF,MF",29,1992,18.6,996,873,116,28,1,3,26,76,0,0,0,0,843,7,11
Patrick Berg,NOR,"MF,FW",24,1997,0.3,20,20,0,0,0,0,0,0,0,0,0,0,17,0,1
Przemysław Frankowski,POL,"DF,MF",27,1995,31.5,1828,1414,409,64,2,5,255,234,111,43,50,0,1364,5,33
Rémy Labeau Lascary,GLP,"FW,MF",19,2003,1.4,29,29,0,0,0,0,3,0,0,0,0,0,23,0,1
Salis Abdul Samed,GHA,MF,22,2000,32.2,1981,1927,45,43,5,5,10,2,0,0,0,0,1819,9,15
Seko Fofana,CIV,MF,27,1995,34.1,1820,1806,12,10,5,17,54,2,0,0,0,0,1590,2,32
Steven Fortes,CPV,DF,30,1992,0.1,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0
Wesley Saïd,FRA,"FW,MF",27,1995,7.2,195,184,9,0,1,0,5,2,0,0,0,0,155,2,5
Łukasz Poręba,POL,MF,22,2000,2.9,143,142,1,1,0,0,6,0,0,0,0,0,116,0,1
