General,General,General,General,General,General,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,General,General,Expected,Expected,General,General,General,General,General
Player,Nation,Pos,Age,Born,90s,Cmp,Att,Cmp%,Totdist,Prgdist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,Xag,Xa,A-xag,Kp,1/3,Ppa,Crspa,Prgp
Adam Buksa,POL,"FW,MF",26,1996,1.1,15,24,62.5,245,53,7,11,63.6,7,9,77.8,0,1,0.0,0,0.0,0.0,0.0,1,3,0,0,3
Adrien Thomasson,FRA,"MF,FW",28,1993,14.2,440,559,78.7,6769,1554,223,267,83.5,166,193,86.0,28,48,58.3,5,2.8,1.6,2.2,19,44,15,3,49
Alexis Claude-Maurice,FRA,"MF,FW",24,1998,6.7,201,240,83.8,2708,541,122,136,89.7,62,73,84.9,5,10,50.0,3,1.3,0.9,1.7,7,16,7,0,25
Angelo Fulgini,FRA,"MF,FW",25,1996,9.5,380,501,75.8,5810,1938,194,221,87.8,127,165,77.0,32,76,42.1,1,2.7,3.4,-1.7,27,31,10,1,43
Brice Samba,FRA,GK,28,1994,37.0,938,1237,75.8,25038,16717,208,209,99.5,395,402,98.3,320,607,52.7,0,0.1,0.0,-0.1,1,17,1,0,1
Christopher Wooh,CMR,MF,20,2001,0.0,2,2,100.0,38,7,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
David Pereira da Costa,POR,"MF,FW",21,2001,15.6,615,761,80.8,9640,2690,311,351,88.6,239,297,80.5,37,59,62.7,3,4.1,4.2,-1.1,29,69,32,4,117
Deiver Machado,COL,"DF,MF",28,1993,24.3,719,875,82.2,11319,3207,371,429,86.5,268,311,86.2,50,85,58.8,3,2.8,2.6,0.2,20,33,21,13,54
Facundo Medina,ARG,DF,23,1999,30.9,2260,2506,90.2,37270,14504,1045,1099,95.1,953,1032,92.3,162,246,65.9,4,1.8,1.8,2.2,15,239,17,8,238
Florian Sotoca,FRA,"MF,FW",31,1990,33.9,1172,1536,76.3,20095,5544,549,655,83.8,445,585,76.1,122,187,65.2,9,8.1,6.1,0.9,59,122,56,17,186
Gaël Kakuta,COD,FW,31,1991,0.2,12,16,75.0,172,14,5,6,83.3,4,6,66.7,1,2,50.0,0,0.0,0.0,0.0,0,2,0,0,1
Ignatius Ganago,CMR,FW,23,1999,0.7,10,11,90.9,204,74,3,3,100.0,6,7,85.7,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,3
Ismaëlben Boura,COM,"DF,FW",21,2000,1.0,47,64,73.4,670,236,27,34,79.4,18,21,85.7,1,5,20.0,0,0.2,0.5,-0.2,1,2,2,0,6
Jean Onana,CMR,"MF,DF",22,2000,9.0,412,478,86.2,6872,1606,185,204,90.7,177,203,87.2,31,43,72.1,0,0.4,0.3,-0.4,6,38,3,1,29
Jean-Louis Leca,FRA,GK,36,1985,1.0,32,39,82.1,953,690,10,11,90.9,8,8,100.0,14,20,70.0,0,0.0,0.0,0.0,0,1,0,0,0
Jimmy Cabot,FRA,"DF,MF",28,1994,5.7,261,346,75.4,4629,1527,123,137,89.8,102,130,78.5,32,68,47.1,1,2.1,2.0,-1.1,17,19,13,4,29
Jonathan Gradit,FRA,DF,29,1992,31.4,1875,2093,89.6,34040,12990,727,789,92.1,942,1011,93.2,159,218,72.9,3,1.1,1.6,1.9,13,221,17,5,233
Julien Le Cardinal,FRA,DF,24,1997,1.8,90,121,74.4,1556,466,42,52,80.8,36,48,75.0,9,14,64.3,0,0.6,0.4,-0.6,4,8,4,3,8
Kevin Danso,AUT,DF,23,1998,35.9,2103,2336,90.0,39503,14272,709,769,92.2,1184,1267,93.4,187,257,72.8,2,1.0,1.3,1.0,10,157,3,0,163
Loïs Openda,BEL,FW,22,2000,28.0,297,443,67.0,4347,944,143,203,70.4,104,137,75.9,16,35,45.7,4,4.0,3.7,0.0,24,18,17,2,42
Massadio Haïdara,MLI,"DF,MF",29,1992,18.6,843,996,84.6,13642,4334,416,461,90.2,349,407,85.7,49,78,62.8,1,1.1,1.5,-0.1,8,62,14,5,85
Patrick Berg,NOR,"MF,FW",24,1997,0.3,17,20,85.0,319,133,8,8,100.0,5,6,83.3,3,3,100.0,0,0.0,0.0,0.0,1,3,1,0,3
Przemysław Frankowski,POL,"DF,MF",27,1995,31.5,1364,1828,74.6,23200,8259,652,748,87.2,553,727,76.1,124,271,45.8,3,6.8,6.9,-3.8,67,92,52,26,132
Rémy Labeau Lascary,GLP,"FW,MF",19,2003,1.4,23,29,79.3,383,126,11,14,78.6,7,9,77.8,3,3,100.0,0,0.0,0.0,0.0,2,1,1,0,3
Salis Abdul Samed,GHA,MF,22,2000,32.2,1819,1981,91.8,28679,7020,897,964,93.0,769,811,94.8,92,117,78.6,1,1.6,2.3,-0.6,17,182,17,3,165
Seko Fofana,CIV,MF,27,1995,34.1,1590,1820,87.4,25744,5048,806,880,91.6,604,674,89.6,120,157,76.4,5,3.6,3.3,1.4,35,137,33,8,165
Steven Fortes,CPV,DF,30,1992,0.1,1,3,33.3,15,11,0,1,0.0,1,2,50.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Wesley Saïd,FRA,"FW,MF",27,1995,7.2,155,195,79.5,2247,565,95,114,83.3,44,53,83.0,11,18,61.1,0,0.9,0.8,-0.9,7,17,13,0,26
Łukasz Poręba,POL,MF,22,2000,2.9,116,143,81.1,1866,539,52,63,82.5,48,57,84.2,9,13,69.2,1,0.7,0.4,0.3,5,12,5,2,20
