General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
Player,Nation,Pos,Age,Born,Mp,Min,Mn/mp,Min%,90s,Starts,Mn/start,Compl,Subs,Mn/sub,Unsub,Ppm,Ong,Onga,+/-,+/-90,On-off,Onxg,Onxga,Xg+/-,Xg+/-90,On-off
Adam Buksa,POL,"FW,MF",26,1996,8,101,13,3.0,1.1,0,,0,8,13,4,2.38,0,0,0,0.0,-1.06,1.0,2.5,-1.6,-1.41,-2.08
Adrien Louveau,FRA,MF,22,2000,0,,,,,0,,0,0,,5,,,,,,,,,,,
Adrien Thomasson,FRA,"MF,FW",28,1993,20,1278,64,37.4,14.2,16,74,3,4,25,0,2.15,31,14,17,1.2,0.27,23.7,17.6,6.1,0.43,-0.29
Alexis Claude-Maurice,FRA,"MF,FW",24,1998,20,604,30,17.7,6.7,5,66,0,15,18,6,2.45,13,6,7,1.04,0.02,11.9,7.2,4.8,0.71,0.12
Angelo Fulgini,FRA,"MF,FW",25,1996,17,858,50,25.1,9.5,12,65,0,5,15,0,2.29,22,6,16,1.68,0.87,16.9,7.9,9.0,0.95,0.45
Brice Samba,FRA,GK,28,1994,37,3330,90,97.4,37.0,37,90,37,0,,1,2.19,65,28,37,1.0,-1.0,64.0,40.2,23.7,0.64,1.14
Christopher Wooh,CMR,MF,20,2001,1,4,4,0.1,0.0,0,,0,1,4,4,3.0,0,0,0,0.0,-1.03,0.0,0.1,-0.1,-1.75,-2.36
David Pereira da Costa,POR,"MF,FW",21,2001,31,1407,45,41.1,15.6,16,70,1,15,19,4,2.1,24,8,16,1.02,0.0,30.8,15.9,14.9,0.95,0.58
Deiver Machado,COL,"DF,MF",28,1993,33,2184,66,63.9,24.3,26,77,1,7,26,2,2.15,44,23,21,0.87,-0.45,42.7,26.8,15.9,0.65,0.12
Facundo Medina,ARG,DF,23,1999,32,2779,87,81.3,30.9,32,87,27,0,,2,2.19,52,25,27,0.87,-0.81,52.8,33.8,19.0,0.62,0.02
Florian Sotoca,FRA,"MF,FW",31,1990,38,3054,80,89.3,33.9,34,86,20,4,33,0,2.21,65,22,43,1.27,2.25,60.6,35.9,24.7,0.73,1.09
Gaël Kakuta,COD,FW,31,1991,2,22,11,0.6,0.2,0,,0,2,11,4,2.0,1,0,1,4.09,3.08,0.5,0.4,0.0,0.03,-0.58
Ibrahima Baldé,FRA,FW,19,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
Ignatius Ganago,CMR,FW,23,1999,4,59,15,1.7,0.7,0,,0,4,15,0,2.5,1,2,-1,-1.53,-2.6,0.5,1.9,-1.4,-2.09,-2.75
Ismaëlben Boura,COM,"DF,FW",21,2000,9,93,10,2.7,1.0,0,,0,9,10,21,1.78,5,2,3,2.9,1.93,2.6,3.3,-0.7,-0.71,-1.35
Jean Onana,CMR,"MF,DF",22,2000,21,810,39,23.7,9.0,9,72,1,12,14,12,2.43,14,8,6,0.67,-0.47,14.3,14.3,0.1,0.01,-0.79
Jean-Louis Leca,FRA,GK,36,1985,1,90,90,2.6,1.0,1,90,1,0,,36,3.0,3,1,2,2.0,1.0,2.8,3.3,-0.5,-0.5,-1.14
Jimmy Cabot,FRA,"DF,MF",28,1994,11,511,46,14.9,5.7,5,81,3,6,17,0,2.18,8,6,2,0.35,-0.79,11.2,6.7,4.5,0.78,0.2
Jonathan Gradit,FRA,DF,29,1992,33,2823,86,82.5,31.4,33,86,26,0,,0,2.24,61,27,34,1.08,0.33,56.4,34.7,21.7,0.69,0.46
Julien Le Cardinal,FRA,DF,24,1997,8,165,21,4.8,1.8,2,69,0,6,5,12,1.88,2,2,0,0.0,-1.08,4.0,3.3,0.7,0.37,-0.26
Kevin Danso,AUT,DF,23,1998,37,3232,87,94.5,35.9,37,87,35,0,,0,2.19,62,26,36,1.0,-0.43,63.0,38.4,24.6,0.68,1.34
Loïs Openda,BEL,FW,22,2000,38,2517,66,73.6,28.0,29,77,4,9,32,0,2.21,52,21,31,1.11,0.31,49.3,31.3,18.0,0.65,0.13
Massadio Haïdara,MLI,"DF,MF",29,1992,36,1671,46,48.9,18.6,17,80,12,19,16,0,2.22,24,9,15,0.81,-0.43,32.3,21.7,10.7,0.58,-0.07
Nolan Bonte,FRA,FW,18,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,
Patrick Berg,NOR,"MF,FW",24,1997,3,25,8,0.7,0.3,0,,0,3,8,1,3.0,0,2,-2,-7.2,-8.29,0.3,1.2,-0.9,-3.19,-3.83
Pierre Ganiou,FRA,DF,17,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,
Przemysław Frankowski,POL,"DF,MF",27,1995,37,2833,77,82.8,31.5,31,85,18,6,32,0,2.19,57,21,36,1.14,0.68,52.8,35.6,17.1,0.54,-0.39
Rémy Labeau Lascary,GLP,"FW,MF",19,2003,10,123,12,3.6,1.4,0,,0,10,12,11,1.6,2,0,2,1.46,0.45,2.6,2.8,-0.3,-0.2,-0.84
Salis Abdul Samed,GHA,MF,22,2000,33,2894,88,84.6,32.2,33,88,30,0,,0,2.24,59,22,37,1.15,0.81,57.7,35.9,21.8,0.68,0.43
Seko Fofana,CIV,MF,27,1995,35,3073,88,89.9,34.1,34,89,28,1,45,1,2.2,58,25,33,0.97,-0.59,57.5,36.5,21.0,0.62,0.05
Steven Fortes,CPV,DF,30,1992,1,7,7,0.2,0.1,0,,0,1,7,10,3.0,2,0,2,25.71,24.74,0.4,0.0,0.4,4.67,4.07
Wesley Saïd,FRA,"FW,MF",27,1995,21,644,31,18.8,7.2,6,57,0,15,20,1,2.43,11,6,5,0.7,-0.4,11.9,11.8,0.2,0.02,-0.73
Yacouba Barry,FRA,MF,19,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,
Yannick Pandor,COM,GK,21,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,
Yaya Kader Fofana,MLI,MF,18,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,
Łukasz Poręba,POL,MF,22,2000,10,260,26,7.6,2.9,3,67,0,7,8,27,2.3,6,2,4,1.38,0.39,5.8,3.5,2.3,0.78,0.18
