General,General,General,General,General,General,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
Player,Nation,Pos,Age,Born,90s,Gls,Sh,Sot,Sot%,Sh/90,Sot/90,G/sh,G/sot,Dist,Fk,Pk,Pkatt,Xg,Npxg,Npxg/sh,G-xg,Np:g-xg
Adam Buksa,POL,"FW,MF",26,1996,1.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Adrien Thomasson,FRA,"MF,FW",28,1993,14.2,5,21,9,42.9,1.48,0.63,0.24,0.56,14.5,0,0,0,3.0,3.0,0.14,2.0,2.0
Alexis Claude-Maurice,FRA,"MF,FW",24,1998,6.7,5,14,9,64.3,2.09,1.34,0.36,0.56,16.6,0,0,0,2.6,2.6,0.19,2.4,2.4
Angelo Fulgini,FRA,"MF,FW",25,1996,9.5,1,12,8,66.7,1.26,0.84,0.08,0.13,15.7,0,0,0,1.3,1.3,0.11,-0.3,-0.3
Brice Samba,FRA,GK,28,1994,37.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Christopher Wooh,CMR,MF,20,2001,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
David Pereira da Costa,POR,"MF,FW",21,2001,15.6,1,26,7,26.9,1.66,0.45,0.04,0.14,17.6,3,0,0,2.8,2.8,0.11,-1.8,-1.8
Deiver Machado,COL,"DF,MF",28,1993,24.3,4,18,7,38.9,0.74,0.29,0.22,0.57,19.3,1,0,0,1.3,1.3,0.07,2.7,2.7
Facundo Medina,ARG,DF,23,1999,30.9,2,18,4,22.2,0.58,0.13,0.11,0.5,13.9,0,0,0,2.6,2.6,0.14,-0.6,-0.6
Florian Sotoca,FRA,"MF,FW",31,1990,33.9,7,86,29,33.7,2.53,0.85,0.07,0.21,15.6,0,1,3,10.5,8.1,0.09,-3.5,-2.1
Gaël Kakuta,COD,FW,31,1991,0.2,0,1,0,0.0,4.09,0.0,0.0,,29.8,0,0,0,0.0,0.0,0.05,0.0,0.0
Ignatius Ganago,CMR,FW,23,1999,0.7,0,1,0,0.0,1.53,0.0,0.0,,23.1,0,0,0,0.0,0.0,0.05,0.0,0.0
Ismaëlben Boura,COM,"DF,FW",21,2000,1.0,0,2,1,50.0,1.94,0.97,0.0,0.0,28.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Jean Onana,CMR,"MF,DF",22,2000,9.0,0,8,3,37.5,0.89,0.33,0.0,0.0,23.1,0,0,0,0.4,0.4,0.05,-0.4,-0.4
Jean-Louis Leca,FRA,GK,36,1985,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Jimmy Cabot,FRA,"DF,MF",28,1994,5.7,0,5,1,20.0,0.88,0.18,0.0,0.0,17.0,0,0,0,0.3,0.3,0.06,-0.3,-0.3
Jonathan Gradit,FRA,DF,29,1992,31.4,1,5,1,20.0,0.16,0.03,0.2,1.0,14.1,0,0,0,0.8,0.8,0.16,0.2,0.2
Julien Le Cardinal,FRA,DF,24,1997,1.8,0,5,2,40.0,2.73,1.09,0.0,0.0,9.6,0,0,0,0.6,0.6,0.11,-0.6,-0.6
Kevin Danso,AUT,DF,23,1998,35.9,1,24,4,16.7,0.67,0.11,0.04,0.25,14.9,0,0,0,2.5,2.4,0.1,-1.5,-1.4
Loïs Openda,BEL,FW,22,2000,28.0,21,103,49,47.6,3.68,1.75,0.19,0.41,13.1,0,1,1,18.4,17.6,0.17,2.6,2.4
Massadio Haïdara,MLI,"DF,MF",29,1992,18.6,0,13,0,0.0,0.7,0.0,0.0,,11.6,0,0,0,2.1,2.1,0.16,-2.1,-2.1
Patrick Berg,NOR,"MF,FW",24,1997,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Przemysław Frankowski,POL,"DF,MF",27,1995,31.5,5,28,6,21.4,0.89,0.19,0.07,0.33,22.1,2,3,3,4.2,1.8,0.06,0.8,0.2
Rémy Labeau Lascary,GLP,"FW,MF",19,2003,1.4,0,3,1,33.3,2.2,0.73,0.0,0.0,15.9,0,0,0,0.4,0.4,0.13,-0.4,-0.4
Salis Abdul Samed,GHA,MF,22,2000,32.2,1,13,4,30.8,0.4,0.12,0.08,0.25,19.1,0,0,0,0.9,0.9,0.07,0.1,0.1
Seko Fofana,CIV,MF,27,1995,34.1,7,82,22,26.8,2.4,0.64,0.07,0.27,19.9,0,1,2,9.3,7.7,0.09,-2.3,-1.7
Steven Fortes,CPV,DF,30,1992,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Wesley Saïd,FRA,"FW,MF",27,1995,7.2,5,27,10,37.0,3.77,1.4,0.19,0.5,14.5,0,0,0,3.3,3.3,0.12,1.7,1.7
Łukasz Poręba,POL,MF,22,2000,2.9,0,3,0,0.0,1.04,0.0,0.0,,17.1,0,0,0,0.6,0.6,0.19,-0.6,-0.6
