General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
Matz Sels,BEL,GK,30,1992,38,3420,90,100.0,38.0,38,90,38,0,,0,1.05,51,59,-8,-0.21,,48.5,55.3,-6.7,-0.18,
Maxime Le Marchand,FRA,DF,32,1989,26,2015,78,58.9,22.4,23,84,18,3,28,1,1.19,27,31,-4,-0.18,0.08,27.9,34.5,-6.6,-0.29,-0.29
Morgan Sanson,FRA,MF,27,1994,18,1419,79,41.5,15.8,18,79,6,0,,0,1.39,25,22,3,0.19,0.69,22.1,14.8,7.4,0.47,1.1
Nordine Kandil,FRA,"MF,FW",20,2001,7,101,14,3.0,1.1,0,,0,7,14,4,0.14,2,1,1,0.89,1.14,1.7,2.0,-0.3,-0.23,-0.05
Robin Risser,FRA,GK,17,2004,0,,,,,0,,0,0,,27,,,,,,,,,,,
Ronaël Pierre-Gabriel,FRA,DF,24,1998,14,653,47,19.1,7.3,7,71,2,7,23,2,0.71,7,16,-9,-1.24,-1.27,8.7,13.0,-4.3,-0.59,-0.51
Sanjin Prcić,BIH,MF,28,1993,29,1633,56,47.7,18.1,17,76,6,12,28,7,0.97,29,37,-8,-0.44,-0.44,20.4,34.3,-13.9,-0.77,-1.13
Thomas Delaine,FRA,"DF,MF",30,1992,17,1069,63,31.3,11.9,13,72,2,4,34,4,0.94,18,19,-1,-0.08,0.18,15.4,17.6,-2.2,-0.19,-0.01
Tom Saettel,FRA,FW,17,2005,0,,,,,0,,0,0,,2,,,,,,,,,,,
Yuito Suzuki,JPN,"FW,MF",20,2001,3,36,12,1.1,0.4,0,,0,3,12,14,1.0,1,1,0,0.0,0.21,0.4,0.2,0.2,0.58,0.77
