General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
Player,Nation,Pos,Age,Born,Mp,Min,Mn/mp,Min%,90s,Starts,Mn/start,Compl,Subs,Mn/sub,Unsub,Ppm,Ong,Onga,+/-,+/-90,On-off,Onxg,Onxga,Xg+/-,Xg+/-90,On-off
Adrien Thomasson,FRA,MF,28,1993,15,937,62,27.4,10.4,10,81,6,5,25,0,0.73,7,18,-11,-1.06,-1.17,12.1,18.2,-6.1,-0.59,-0.56
Alexander Djiku,GHA,DF,27,1994,31,2677,86,78.3,29.7,31,86,27,0,,2,1.13,40,44,-4,-0.13,0.35,38.4,43.6,-5.2,-0.18,0.01
Anas Nanah,MAR,DF,19,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
Antoine Nuss,FRA,DF,18,2003,0,,,,,0,,0,0,,12,,,,,,,,,,,
Colin Dagba,FRA,"DF,MF",23,1998,21,958,46,28.0,10.6,12,61,0,9,25,6,1.33,10,13,-3,-0.28,-0.1,13.5,13.3,0.3,0.03,0.28
Dany Jean,HAI,"DF,MF",19,2002,2,13,7,0.4,0.1,0,,0,2,7,12,0.0,0,0,0,0.0,0.21,0.3,0.8,-0.4,-2.88,-2.72
Dimitri Liénard,FRA,"DF,MF",34,1988,28,1543,55,45.1,17.1,18,75,8,10,19,3,1.21,17,24,-7,-0.41,-0.36,19.6,28.4,-8.9,-0.52,-0.62
Eduard Sobol,UKR,DF,27,1995,15,870,58,25.4,9.7,9,81,5,6,24,1,1.13,16,14,2,0.21,0.56,14.0,11.0,3.0,0.31,0.66
Eiji Kawashima,JPN,GK,39,1983,0,,,,,0,,0,0,,11,,,,,,,,,,,
Franci Bouebari,FRA,DF,18,2003,2,76,38,2.2,0.8,0,,0,2,38,11,1.5,2,1,1,1.18,1.43,1.1,2.4,-1.3,-1.5,-1.36
Frederic Guilbert,FRA,DF,27,1994,18,1461,81,42.7,16.2,17,83,13,1,45,0,1.22,23,25,-2,-0.12,0.15,21.3,17.4,3.9,0.24,0.73
Gerzino Nyamsi,FRA,DF,25,1997,20,1578,79,46.1,17.5,19,82,16,1,15,1,0.7,24,34,-10,-0.57,-0.67,22.3,28.5,-6.2,-0.35,-0.32
Habib Diallo,SEN,FW,27,1995,37,2879,78,84.2,32.0,32,87,25,5,21,0,1.0,43,49,-6,-0.19,0.15,42.3,47.9,-5.6,-0.18,0.01
Habib Diarra,SEN,"MF,FW",18,2004,29,1626,56,47.5,18.1,18,76,6,11,24,6,1.14,27,27,0,0.0,0.4,24.2,22.1,2.0,0.11,0.55
Ibrahima Sissoko,MLI,MF,24,1997,26,1310,50,38.3,14.6,13,74,5,13,27,2,1.15,18,21,-3,-0.21,0.01,17.6,20.4,-2.8,-0.19,-0.02
Ismaël Doukouré,FRA,"DF,MF",19,2003,28,2297,82,67.2,25.5,25,87,20,3,40,9,1.11,33,34,-1,-0.04,0.52,30.4,29.8,0.5,0.02,0.6
Jean-Eudes Aholou,CIV,MF,28,1994,30,1300,43,38.0,14.4,16,67,1,14,16,5,1.03,17,22,-5,-0.35,-0.22,19.9,19.4,0.5,0.03,0.34
Jean-Ricner Bellegarde,FRA,"MF,FW",24,1998,30,2419,81,70.7,26.9,29,82,18,1,33,0,1.07,37,45,-8,-0.3,-0.3,33.3,38.6,-5.3,-0.2,-0.06
Jordan Robinand,FRA,MF,18,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,
Karol Fila,POL,DF,24,1998,2,47,24,1.4,0.5,0,,0,2,24,1,0.5,2,0,2,3.83,4.1,1.9,0.4,1.5,2.81,3.03
Kévin Gameiro,FRA,FW,35,1987,34,2098,62,61.3,23.3,23,80,8,11,24,1,1.0,29,34,-5,-0.21,-0.01,29.1,37.2,-8.1,-0.35,-0.44
Lebo Mothiba,RSA,"FW,MF",26,1996,19,435,23,12.7,4.8,3,65,0,16,15,14,1.21,11,9,2,0.41,0.72,6.8,8.7,-1.9,-0.38,-0.24
Lucas Perrin,FRA,DF,23,1998,26,1765,68,51.6,19.6,18,88,16,8,23,6,1.23,31,27,4,0.2,0.86,26.8,29.6,-2.8,-0.14,0.08
Ludovic Ajorque,FRA,FW,28,1994,13,771,59,22.5,8.6,9,77,4,4,20,1,0.62,12,18,-6,-0.7,-0.63,10.8,13.5,-2.7,-0.31,-0.18
Marvin Senaya,TOG,DF,21,2001,1,9,9,0.3,0.1,0,,0,1,9,1,1.0,0,0,0,0.0,0.21,0.2,0.4,-0.2,-1.56,-1.39
