General,General,General,General,General,General,General,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Corner kicks,Corner kicks,Corner kicks,Outcomes,Outcomes,Outcomes
Player,Nation,Pos,Age,Born,90s,Att,Live,Dead,Fk,Tb,Sw,Crs,Ti,Ck,In,Out,Str,Cmp,Off,Blocks
Adrien Thomasson,FRA,MF,28,1993,10.4,524,502,21,11,2,3,8,3,1,0,0,0,429,1,13
Alexander Djiku,GHA,DF,27,1994,29.7,1507,1431,72,56,0,20,6,9,0,0,0,0,1215,4,13
Colin Dagba,FRA,"DF,MF",23,1998,10.6,496,395,99,5,0,0,35,93,1,0,0,0,401,2,14
Dany Jean,HAI,"DF,MF",19,2002,0.1,9,9,0,0,0,0,0,0,0,0,0,0,4,0,0
Dimitri Liénard,FRA,"DF,MF",34,1988,17.1,982,785,193,40,0,12,119,100,51,15,28,1,728,4,17
Eduard Sobol,UKR,DF,27,1995,9.7,391,323,68,4,0,2,19,64,0,0,0,0,298,0,3
Franci Bouebari,FRA,DF,18,2003,0.8,23,15,8,0,0,0,1,8,0,0,0,0,13,0,1
Frederic Guilbert,FRA,DF,27,1994,16.2,864,667,196,36,0,4,55,153,5,1,3,0,617,1,26
Gerzino Nyamsi,FRA,DF,25,1997,17.5,841,810,31,30,0,4,1,1,0,0,0,0,710,0,6
Habib Diallo,SEN,FW,27,1995,32.0,597,575,17,1,7,4,7,0,0,0,0,0,397,5,31
Habib Diarra,SEN,"MF,FW",18,2004,18.1,660,628,32,3,3,3,48,20,1,0,0,0,506,0,13
Ibrahima Sissoko,MLI,MF,24,1997,14.6,636,617,18,15,2,6,10,3,0,0,0,0,489,1,23
Ismaël Doukouré,FRA,"DF,MF",19,2003,25.5,1106,1010,95,44,3,13,11,50,0,0,0,0,910,1,16
Jean-Eudes Aholou,CIV,MF,28,1994,14.4,592,576,16,13,3,6,5,1,0,0,0,0,447,0,11
Jean-Ricner Bellegarde,FRA,"MF,FW",24,1998,26.9,1242,1114,122,33,6,7,123,23,61,18,35,0,952,6,21
Karol Fila,POL,DF,24,1998,0.5,41,39,2,0,0,0,3,2,0,0,0,0,33,0,0
Kévin Gameiro,FRA,FW,35,1987,23.3,747,706,39,1,8,1,19,3,0,0,0,0,591,2,30
Lebo Mothiba,RSA,"FW,MF",26,1996,4.8,98,87,11,0,0,0,4,1,0,0,0,0,75,0,0
Lucas Perrin,FRA,DF,23,1998,19.6,829,763,65,35,1,12,8,26,0,0,0,0,678,1,11
Ludovic Ajorque,FRA,FW,28,1994,8.6,255,242,10,1,3,3,0,0,0,0,0,0,178,3,1
Marvin Senaya,TOG,DF,21,2001,0.1,5,5,0,0,0,0,1,0,0,0,0,0,4,0,0
Matz Sels,BEL,GK,30,1992,38.0,973,679,292,95,0,0,0,1,0,0,0,0,636,2,0
Maxime Le Marchand,FRA,DF,32,1989,22.4,1208,1130,76,44,0,14,11,16,0,0,0,0,958,2,12
Morgan Sanson,FRA,MF,27,1994,15.8,620,578,36,22,6,4,35,3,10,2,5,0,480,6,16
Nordine Kandil,FRA,"MF,FW",20,2001,1.1,61,59,2,1,1,0,4,1,0,0,0,0,44,0,2
Ronaël Pierre-Gabriel,FRA,DF,24,1998,7.3,364,295,69,10,0,1,19,59,0,0,0,0,287,0,9
Sanjin Prcić,BIH,MF,28,1993,18.1,1056,989,66,51,3,10,29,0,13,9,4,0,890,1,11
Thomas Delaine,FRA,"DF,MF",30,1992,11.9,537,432,104,4,1,1,66,100,0,0,0,0,356,1,24
Yuito Suzuki,JPN,"FW,MF",20,2001,0.4,13,12,1,0,0,1,0,0,0,0,0,0,11,0,0
