NED-Eredivisie
2223
Sparta R'dam
Aaron Meijers
NED
DF
34
1987
13
1
294
3.3
0
0
0
0
0
0
0
0
0.0
0.0
0.3
0.3
9
12
18
0.0
0.0
0.0
0.0
0.0
0.01
0.1
0.11
0.01
0.11
