General,General,General,General,General,General,General,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Corner kicks,Corner kicks,Corner kicks,Outcomes,Outcomes,Outcomes
Player,Nation,Pos,Age,Born,90s,Att,Live,Dead,Fk,Tb,Sw,Crs,Ti,Ck,In,Out,Str,Cmp,Off,Blocks
Aaron Ramsdale,ENG,GK,24,1998,38.0,1111,872,237,83,0,6,0,1,0,0,0,0,761,2,3
Albert Sambi Lokonga,BEL,MF,22,1999,2.2,140,135,5,5,1,1,0,0,0,0,0,0,132,0,1
Ben White,ENG,DF,24,1997,33.9,2242,1951,285,57,6,13,57,228,0,0,0,0,1888,6,27
Bukayo Saka,ENG,FW,20,2001,35.3,1430,1297,131,11,2,3,172,21,99,76,0,2,1054,2,62
Cédric Soares,POR,DF,30,1991,0.3,24,23,1,0,0,0,3,1,0,0,0,0,19,0,0
Eddie Nketiah,ENG,FW,23,1999,12.1,255,231,24,0,0,1,5,0,0,0,0,0,205,0,11
Emile Smith Rowe,ENG,"MF,FW",22,2000,1.9,85,81,4,0,0,0,5,0,4,2,0,0,74,0,1
Ethan Nwaneri,ENG,FW,15,2007,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fabio Vieira,POR,"MF,FW",22,2000,5.7,290,276,14,7,2,0,20,3,4,3,1,0,234,0,7
Gabriel Jesus,BRA,FW,25,1997,22.9,699,635,62,4,4,5,11,12,0,0,0,0,561,2,19
Gabriel Magalhães,BRA,DF,24,1997,37.9,2411,2318,89,60,1,11,5,6,0,0,0,0,2155,4,19
Gabriel Martinelli,BRA,FW,21,2001,31.0,1107,1013,88,12,8,2,113,11,63,40,0,0,833,6,44
Granit Xhaka,SUI,MF,29,1992,33.3,1632,1574,55,34,6,6,39,19,1,0,0,0,1382,3,27
Jakub Kiwior,POL,DF,22,2000,4.7,205,192,13,5,1,1,1,8,0,0,0,0,177,0,4
Jorginho,ITA,MF,30,1991,9.5,736,718,16,16,5,2,2,0,0,0,0,0,641,2,8
Kieran Tierney,SCO,DF,25,1997,8.8,486,415,67,11,1,1,24,56,0,0,0,0,362,4,11
Leandro Trossard,BEL,FW,27,1994,10.3,452,402,47,3,6,6,55,5,31,22,1,0,347,3,19
Marquinhos,BRA,MF,19,2003,0.0,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0
Martin Ødegaard,NOR,MF,23,1998,34.7,1804,1683,110,79,23,9,91,13,18,9,6,1,1449,11,45
Mohamed Elneny,EGY,MF,30,1992,1.3,60,58,2,2,0,0,0,0,0,0,0,0,57,0,1
Oleksandr Zinchenko,UKR,DF,25,1996,23.5,1911,1703,203,49,6,12,37,153,1,0,0,0,1652,5,29
Reiss Nelson,ENG,FW,22,1999,2.4,120,118,2,0,0,0,12,0,2,2,0,0,101,0,1
Rob Holding,ENG,DF,26,1995,6.3,442,430,10,8,1,2,0,2,0,0,0,0,382,2,3
Takehiro Tomiyasu,JPN,DF,23,1998,7.4,474,420,53,4,2,2,12,49,0,0,0,0,384,1,9
Thomas Partey,GHA,MF,29,1993,27.6,1985,1923,59,32,11,12,9,27,0,0,0,0,1731,3,20
William Saliba,FRA,DF,21,2001,26.8,1865,1822,43,34,0,2,1,0,0,0,0,0,1698,0,8
