General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
Player,Nation,Pos,Age,Born,Mp,Min,Mn/mp,Min%,90s,Starts,Mn/start,Compl,Subs,Mn/sub,Unsub,Ppm,Ong,Onga,+/-,+/-90,On-off,Onxg,Onxga,Xg+/-,Xg+/-90,On-off
Aaron Ramsdale,ENG,GK,24,1998,38,3420,90,100.0,38.0,38,90,38,0,,0,2.21,88,43,45,1.18,,71.7,42.0,29.7,0.78,
Albert Sambi Lokonga,BEL,MF,22,1999,6,198,33,5.8,2.2,2,82,1,4,9,12,2.5,3,3,0,0.0,-1.26,4.0,1.7,2.2,1.01,0.24
Amario Duberry,ENG,FW,17,2005,0,,,,,0,,0,0,,5,,,,,,,,,,,
Ben White,ENG,DF,24,1997,38,3055,80,89.3,33.9,36,83,21,2,27,0,2.21,80,35,45,1.33,1.33,63.2,36.7,26.5,0.78,-0.02
Bukayo Saka,ENG,FW,20,2001,38,3181,84,93.0,35.3,37,85,23,1,31,0,2.21,79,42,37,1.05,-1.97,64.2,39.4,24.8,0.7,-1.14
Cédric Soares,POR,DF,30,1991,2,29,15,0.8,0.3,0,,0,2,15,10,3.0,1,0,1,3.1,1.94,0.5,0.0,0.4,1.27,0.49
Eddie Nketiah,ENG,FW,23,1999,30,1089,36,31.8,12.1,9,90,8,21,13,3,2.07,26,16,10,0.83,-0.52,24.7,14.2,10.5,0.87,0.13
Emile Smith Rowe,ENG,"MF,FW",22,2000,12,172,14,5.0,1.9,0,,0,12,14,11,2.25,3,5,-2,-1.05,-2.35,3.1,2.7,0.4,0.19,-0.63
Ethan Nwaneri,ENG,FW,15,2007,1,1,1,0.0,0.0,0,,0,1,1,0,3.0,0,0,0,0.0,-1.18,0.0,0.0,0.0,0.0,-0.78
Fabio Vieira,POR,"MF,FW",22,2000,22,514,23,15.0,5.7,3,76,0,19,15,14,2.09,13,5,8,1.4,0.25,11.9,5.0,7.0,1.22,0.52
Gabriel Jesus,BRA,FW,25,1997,26,2064,79,60.4,22.9,24,84,11,2,20,0,2.23,53,23,30,1.31,0.31,43.2,23.2,20.0,0.87,0.22
Gabriel Magalhães,BRA,DF,24,1997,38,3409,90,99.7,37.9,38,90,36,0,,0,2.21,88,43,45,1.19,1.19,71.6,41.4,30.3,0.8,5.29
Gabriel Martinelli,BRA,FW,21,2001,36,2789,77,81.5,31.0,34,80,16,2,28,0,2.25,72,33,39,1.26,0.4,59.7,35.7,24.1,0.78,-0.03
Granit Xhaka,SUI,MF,29,1992,37,2993,81,87.5,33.3,36,83,24,1,7,0,2.24,75,35,40,1.2,0.15,60.7,36.5,24.3,0.73,-0.42
Jakub Kiwior,POL,DF,22,2000,7,427,61,12.5,4.7,5,82,3,2,8,11,1.86,10,6,4,0.84,-0.39,6.6,6.5,0.1,0.02,-0.87
Jorginho,ITA,MF,30,1991,14,855,61,25.0,9.5,9,81,6,5,25,5,1.79,20,11,9,0.95,-0.32,14.1,8.5,5.7,0.6,-0.25
Karl Jakob Hein,EST,GK,20,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,
Kieran Tierney,SCO,DF,25,1997,27,795,29,23.2,8.8,6,81,3,21,15,11,2.56,16,10,6,0.68,-0.66,15.2,10.8,4.4,0.5,-0.37
Leandro Trossard,BEL,FW,27,1994,20,931,47,27.2,10.3,10,66,1,10,27,0,1.85,29,15,14,1.35,0.23,20.1,11.3,8.8,0.85,0.1
Lino Sousa,ENG,DF,17,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,
Marquinhos,BRA,MF,19,2003,1,1,1,0.0,0.0,0,,0,1,1,14,3.0,0,0,0,0.0,-1.18,0.0,0.0,0.0,0.0,-0.78
Martin Ødegaard,NOR,MF,23,1998,37,3127,85,91.4,34.7,37,85,14,0,,0,2.19,82,38,44,1.27,0.96,66.9,37.5,29.4,0.85,0.74
Matt Turner,USA,GK,28,1994,0,,,,,0,,0,0,,37,,,,,,,,,,,
Matthew Smith,ENG,MF,21,2000,0,,,,,0,,0,0,,3,,,,,,,,,,,
Mauro Bandeira,POR,MF,18,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,
Mohamed Elneny,EGY,MF,30,1992,5,113,23,3.3,1.3,1,90,1,4,6,4,3.0,2,2,0,0.0,-1.22,2.6,1.3,1.4,1.09,0.32
Nathan Butler-Oyedeji,ENG,FW,19,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
Nicolas Pépé,CIV,"FW,MF",27,1995,0,,,,,0,,0,0,,2,,,,,,,,,,,
Oleksandr Zinchenko,UKR,DF,25,1996,27,2118,78,61.9,23.5,26,81,8,1,18,0,2.26,54,28,26,1.1,-0.21,45.3,26.5,18.8,0.8,0.05
Reiss Nelson,ENG,FW,22,1999,11,212,19,6.2,2.4,0,,0,11,19,11,2.09,10,3,7,2.97,1.91,5.1,2.3,2.8,1.18,0.43
Reuell Walters,ENG,DF,17,2004,0,,,,,0,,0,0,,8,,,,,,,,,,,
Rob Holding,ENG,DF,26,1995,14,566,40,16.5,6.3,6,90,6,8,3,24,2.36,17,13,4,0.64,-0.66,13.5,11.5,2.0,0.32,-0.56
Takehiro Tomiyasu,JPN,DF,23,1998,21,663,32,19.4,7.4,6,77,3,15,14,2,2.38,17,11,6,0.81,-0.46,14.4,9.0,5.3,0.72,-0.07
Thomas Partey,GHA,MF,29,1993,33,2483,75,72.6,27.6,28,85,21,5,20,0,2.27,69,28,41,1.49,1.1,54.5,31.9,22.6,0.82,0.13
William Saliba,FRA,DF,21,2001,27,2415,89,70.6,26.8,27,89,26,0,,0,2.44,61,25,36,1.34,0.54,51.7,26.2,25.5,0.95,0.57
