General,General,General,General,General,General,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,General,General,General,General
Player,Nation,Pos,Age,Born,90s,Tkl,Tklw,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+int,Clr,Err
Aaron Ramsdale,ENG,GK,24,1998,38.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,20,6
Albert Sambi Lokonga,BEL,MF,22,1999,2.2,1,1,0,0,1,0,2,0.0,2,1,0,1,5,6,2,0
Ben White,ENG,DF,24,1997,33.9,60,31,23,30,7,42,70,60.0,28,47,11,36,22,82,79,1
Bukayo Saka,ENG,FW,20,2001,35.3,63,34,22,15,26,20,44,45.5,24,38,0,38,14,77,19,0
Cédric Soares,POR,DF,30,1991,0.3,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,1,0
Eddie Nketiah,ENG,FW,23,1999,12.1,13,9,6,2,5,2,10,20.0,8,7,1,6,1,14,7,0
Emile Smith Rowe,ENG,"MF,FW",22,2000,1.9,1,1,1,0,0,1,3,33.3,2,1,0,1,0,1,2,0
Ethan Nwaneri,ENG,FW,15,2007,0.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Fabio Vieira,POR,"MF,FW",22,2000,5.7,6,4,3,0,3,3,5,60.0,2,5,0,5,4,10,2,0
Gabriel Jesus,BRA,FW,25,1997,22.9,33,25,16,8,9,15,31,48.4,16,27,3,24,11,44,15,1
Gabriel Magalhães,BRA,DF,24,1997,37.9,48,30,29,15,4,18,27,66.7,9,49,26,23,32,80,125,3
Gabriel Martinelli,BRA,FW,21,2001,31.0,31,18,13,12,6,9,22,40.9,13,24,1,23,9,40,14,0
Granit Xhaka,SUI,MF,29,1992,33.3,34,27,11,18,5,16,41,39.0,25,28,10,18,15,49,45,1
Jakub Kiwior,POL,DF,22,2000,4.7,7,5,6,1,0,5,8,62.5,3,5,3,2,6,13,10,0
Jorginho,ITA,MF,30,1991,9.5,18,13,6,10,2,5,24,20.8,19,7,2,5,9,27,8,0
Kieran Tierney,SCO,DF,25,1997,8.8,20,11,9,9,2,12,16,75.0,4,8,2,6,11,31,25,0
Leandro Trossard,BEL,FW,27,1994,10.3,12,7,4,2,6,6,18,33.3,12,18,0,18,6,18,3,1
Marquinhos,BRA,MF,19,2003,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Martin Ødegaard,NOR,MF,23,1998,34.7,36,23,12,14,10,14,47,29.8,33,20,5,15,6,42,12,1
Mohamed Elneny,EGY,MF,30,1992,1.3,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0
Oleksandr Zinchenko,UKR,DF,25,1996,23.5,40,18,14,17,9,21,40,52.5,19,20,2,18,22,62,38,2
Reiss Nelson,ENG,FW,22,1999,2.4,4,1,2,1,1,2,4,50.0,2,3,0,3,0,4,4,0
Rob Holding,ENG,DF,26,1995,6.3,8,5,4,4,0,3,6,50.0,3,6,5,1,3,11,27,1
Takehiro Tomiyasu,JPN,DF,23,1998,7.4,27,18,12,10,5,13,18,72.2,5,7,0,7,14,41,15,1
Thomas Partey,GHA,MF,29,1993,27.6,70,40,20,35,15,25,52,48.1,27,26,5,21,28,98,41,1
William Saliba,FRA,DF,21,2001,26.8,34,20,23,9,2,15,18,83.3,3,13,10,3,19,53,85,4
