name,position,id
Moussa Sissoko,MF,2acd49b9
Emmanuel Dennis,"FW,MF",2c44a35d
Craig Cathcart,DF,89e4b358
Joshua King,FW,43458538
Ben Foster,GK,d0b3ceb9
Kiko Femenía,DF,e5d01ecf
Juraj Kucka,MF,5aaef9ef
Ismaila Sarr,"FW,MF",bfdb33aa
Tom Cleverley,MF,6cdd8245
Samir Santos,DF,92b4758e
Hassane Kamara,DF,19a12bed
Imran Louza,MF,e1df6989
João Pedro,"FW,MF",e8832875
William Troost-Ekong,DF,7ed4921e
Adam Masina,DF,de0f152c
Christian Kabasele,DF,914ab9a1
Daniel Bachmann,GK,1c0eea98
Cucho,"FW,MF",71b47ab9
Jeremy Ngakia,DF,3631ad41
Edo Kayembe,MF,f99b71de
Ken Sema,"MF,FW",1770bd68
Danny Rose,DF,89d10e53
Francisco Sierralta,DF,0f933743
Oghenekaro Etebo,MF,b579e83d
Ozan Tufan,MF,17d45fb2
Samuel Kalu,FW,b8d22478
Nicolas Nkoulou,DF,93cf32a8
Dan Gosling,MF,7fec31a0
Ashley Fletcher,FW,eeb6551f
Troy Deeney,FW,82e34b69
Vincent Angelini,GK,536e58cc
Kwadwo Baah,MF,f240e4f2
Adrian Blake,FW,d9a21f02
Kamil Conteh,MF,1d5c9842
Tiago Çukur,FW,ca990d30
Rob Elliot,GK,b1b25949
Shaqai Forde,MF,ebeac9e5
Jack Grieves,FW,2cf03378
James Morris,DF,59e3e314
