name,position,id
David de Gea,GK,7ba6d84e
Bruno Fernandes,MF,507c7bdf
Harry Maguire,DF,d8931174
Scott McTominay,MF,d93c2511
Cristiano Ronaldo,FW,dea698d9
Victor Lindelöf,DF,f5deef4c
Fred,MF,b853e0ad
Jadon Sancho,"FW,MF",dbf053da
Raphaël Varane,DF,9f8e9423
Aaron Wan-Bissaka,DF,9e525177
Diogo Dalot,DF,d9565625
Luke Shaw,DF,9c94165b
Alex Telles,DF,e73c9bb2
Nemanja Matić,MF,eb7822d7
Paul Pogba,"MF,FW",867239d3
Mason Greenwood,"FW,MF",58eee997
Anthony Elanga,FW,2fba6108
Marcus Rashford,"FW,MF",a1d5bd30
Edinson Cavani,FW,527f063d
Eric Bailly,DF,a1232f4e
Jesse Lingard,"FW,MF",810e3c74
Juan Mata,MF,29733c72
Anthony Martial,FW,8b788c01
Phil Jones,DF,def899bd
Daniel James,FW,c931d9f9
Hannibal Mejbri,FW,ca22ccb0
Donny van de Beek,MF,50dc94ce
Shola Shoretire,MF,00f0482f
Alejandro Garnacho,"FW,MF",7aa8adfe
Álvaro Carreras,"DF,MF",33a68b9b
Amad Diallo,"FW,MF",9dc96f10
Tom Heaton,GK,a6de6361
Dean Henderson,GK,e5a76dfe
Andreas Pereira,MF,6639e500
Charlie Savage,MF,e07398f8
Brandon Williams,DF,5e74d6c8
