name,position,id
Bukayo Saka,"FW,MF",bc7dc64d
Gabriel Magalhães,DF,67ac5bb8
Aaron Ramsdale,GK,466fb2c5
Ben White,DF,35e413f1
Martin Ødegaard,"MF,FW",79300479
Granit Xhaka,"MF,DF",e61b8aee
Thomas Partey,MF,529f49ab
Kieran Tierney,DF,fce2302c
Emile Smith Rowe,"MF,FW",17695062
Gabriel Martinelli,"FW,MF",48a5a5d6
Alexandre Lacazette,FW,9dbb75ca
Takehiro Tomiyasu,DF,b3af9be1
Cédric Soares,DF,839c14e1
Nuno Tavares,DF,a65c844b
Albert Sambi Lokonga,MF,1b4f1169
Pierre-Emerick Aubameyang,FW,d5dd5f1f
Rob Holding,DF,d79a8c87
Eddie Nketiah,FW,a53649b7
Mohamed Elneny,MF,47a34c4f
Nicolas Pépé,"FW,MF",57e3f0c7
Bernd Leno,GK,2628fd2b
Ainsley Maitland-Niles,MF,e3a5814e
Pablo Marí,DF,aa54ec6f
Calum Chambers,DF,dc6f5bdd
Sead Kolašinac,DF,3935e52e
Folarin Balogun,FW,31822f8c
Reiss Nelson,FW,c5bdb6e3
Ryan Alebiosu,"DF,MF",ce048fb8
Zach Awe,DF,7a0ae4f0
Miguel Azeez,MF,660e71be
Héctor Bellerín,"DF,MF",f874dd44
Mika Biereth,FW,a1d95db3
Marcelo Flores,MF,937b36b1
Omari Hutchinson,"FW,MF",bd9553e6
Karl Jakob Hein,GK,aa81d8f8
Alex Kirk,DF,ace36a62
Mazeed Ogungbo,DF,bacf9d43
Arthur Okonkwo,GK,75834acc
Salah Oulad M'Hand,MF,b85c3273
Charlie Patino,MF,e71aac2c
Zak Swanson,DF,5b7381b5
