name,position,id
Robert Sánchez,GK,6a713852
Marc Cucurella,DF,1daec722
Joël Veltman,DF,dad4b285
Leandro Trossard,"FW,MF",38ceb24a
Lewis Dunk,DF,282f75f3
Neal Maupay,FW,4bcf39f6
Yves Bissouma,MF,6c203af0
Pascal Groß,"MF,DF",8aec0537
Alexis Mac Allister,"MF,FW",83d074ff
Jakub Moder,MF,f230bc30
Adam Lallana,MF,99813635
Solly March,"DF,FW",bb5fbd2b
Tariq Lamptey,"DF,FW",f4e433d4
Adam Webster,DF,c40b6180
Danny Welbeck,"FW,MF",ce5143da
Shane Duffy,DF,7314bba4
Dan Burn,DF,b2d31e83
Enock Mwepu,MF,1d5cab82
Moisés Caicedo,MF,16264a81
Steven Alzate,MF,ad1f61f3
Aaron Connolly,"FW,MF",27c01749
Jason Steele,GK,28300a16
Jeremy Sarmiento,"FW,MF",ac0d576d
Taylor Richards,MF,e0243d23
Evan Ferguson,MF,4596da74
Jürgen Locadia,"MF,FW",6cc47ae1
Florin Andone,FW,dc008610
Michał Karbownik,"DF,MF",1b280c66
Marc Leonard,MF,bd8afa3d
Thomas Mcgill,GK,4eb2d015
Odeluga Offiah,DF,65c3efa2
Haydon Roberts,DF,a731e8a0
Kjell Scherpen,GK,f0e4c69e
Ed Turns,DF,9bbef03e
Andi Zeqiri,FW,d01231f0
