name,position,id
Ederson,GK,3bb7b8b4
João Cancelo,DF,bd6351cd
Rodri,MF,6434f10d
Bernardo Silva,"MF,FW",3eb22ec9
Aymeric Laporte,DF,119b9a8e
Rúben Dias,DF,31c69ef1
Kevin De Bruyne,MF,e46012d4
Phil Foden,FW,ed1e53f3
Raheem Sterling,FW,b400bde0
Jack Grealish,FW,b0b4fd3e
Gabriel Jesus,FW,b66315ae
İlkay Gündoğan,MF,819b3158
Kyle Walker,DF,86dd77d1
Riyad Mahrez,FW,892d5bb1
John Stones,DF,5eecec3d
Oleksandr Zinchenko,DF,51cf8561
Fernandinho,"MF,DF",101da2b5
Nathan Aké,DF,eaeca114
Ferrán Torres,FW,9e1035f8
Cole Palmer,"FW,MF",dc7f8a28
Zack Steffen,GK,42130443
Benjamin Mendy,DF,5271c8f1
James Mcatee,"MF,FW",96593e89
Liam Delap,FW,dd897ee7
Kayky Chagas,FW,17734ea0
CJ Egan-Riley,DF,d313e8ff
Scott Carson,GK,3e1550ee
Tommy Doyle,MF,5526deb1
Samuel Edozie,"FW,MF",007414dd
Roméo Lavia,MF,ecad9aa5
Luke Mbete-Tatu,DF,387e1d35
Cieran Slicker,GK,02aed921
Josh Wilson-Esbrand,DF,c19a2df1
