name,position,id
Conor Coady,DF,2928dca2
José Sá,GK,903b6e8b
João Moutinho,MF,f5a00fa4
Romain Saïss,DF,9fbbcf39
Rúben Neves,MF,44bfb6c5
Max Kilman,DF,d0f72bf1
Raúl Jiménez,FW,b561db50
Nélson Semedo,"MF,DF",d04b94db
Leander Dendoncker,MF,5a7301ae
Rayan Aït-Nouri,"DF,MF",9b398aea
Hwang Hee-chan,"FW,MF",169fd162
Fernando Marçal,"MF,DF",9ae9eaea
Francisco Trincão,"FW,MF",77e39b04
Daniel Podence,"FW,MF",7fcc71d8
Adama Traoré,"FW,MF",9a28eba4
Jonny Castro,DF,e28868f3
Willy Boly,DF,a4ac4b8f
Fábio Silva,FW,e7aa9d7c
Pedro Neto,"FW,MF",7ba2eaa9
Toti Gomes,DF,f0caab96
Ki-Jana Hoever,"DF,MF",9a71e978
Luke Cundle,MF,cc3b8e78
Chiquinho,"DF,FW",dc6c2f02
John Ruddy,GK,da8b19e2
Chem Campbell,MF,6f711f67
Morgan Gibbs-White,"DF,FW",32f60ed8
Hugo Bueno,"DF,MF",bfc3b3a0
Ryan Giles,"DF,MF",73b1d65b
Bruno Jordão,MF,41ff002d
Christian Marques,DF,a7cf1541
Yerson Mosquera,DF,1e159d70
Louie Moulden,GK,7b7de75a
Dion Sanderson,DF,b3fa76c5
James Storer,GK,257b20e1
