name,position,id
Pontus Jansson,DF,172e52d8
Christian Nørgaard,MF,df0a4c90
Bryan Mbeumo,FW,6afaebf2
Rico Henry,DF,8a3c1dc7
Ivan Toney,FW,e09f279b
Ethan Pinnock,DF,e541326e
Vitaly Janelt,MF,8449d35e
Sergi Canós,"DF,FW",1137759d
David Raya,GK,98ea5115
Kristoffer Ajer,DF,a8c0acb7
Mathias Jensen,MF,0f134faf
Yoane Wissa,FW,2500cef9
Mads Roerslev,DF,57c94db2
Álvaro Fernández,GK,f127d782
Frank Onyeka,MF,2944f86f
Christian Eriksen,MF,980522ec
Shandon Baptiste,MF,2886c9b5
Mads Bech Sørensen,DF,30db8574
Mathias Jørgensen,DF,0db5d2c8
Saman Ghoddos,"MF,DF",f7b1d4e0
Charlie Goode,DF,7aee4dd3
Josh Dasilva,"MF,FW",60344e4f
Jonas Lössl,GK,939bc634
Dominic Thompson,DF,235a62f8
Marcus Forss,"FW,MF",82c215a0
Mads Bidstrup,MF,407db0d5
Tariqe Fosu,DF,3dcef539
Finley Stevens,DF,7e003182
Nathan Young-Coombes,MF,f9682888
Matthew Cox,GK,fea06849
Halil Dervişoğlu,FW,9d8cf204
Patrik Gunnarsson,GK,4d39152d
Maxwell Haygarth,MF,2294d430
Julian Jeanvier,DF,5cb215fc
Edmond-Paris Maghoma,MF,8a3ddcd2
Myles Peart-Harris,MF,ea1a5662
