name,position,id
Marc Guéhi,DF,d0706b27
Tyrick Mitchell,DF,5cbd1eb0
Conor Gallagher,MF,c2731c10
Joachim Andersen,DF,e34fc66d
Wilfried Zaha,FW,b2bc3b1f
Vicente Guaita,GK,ab13a5aa
Joel Ward,DF,8a7ff278
Jordan Ayew,FW,da052c14
Cheikhou Kouyaté,MF,8d3c902d
Jeffrey Schlupp,"MF,FW",3312f911
Odsonne Édouard,FW,0562b7f1
James McArthur,MF,cee31595
Nathaniel Clyne,DF,0442183b
Jean-Philippe Mateta,FW,50e6dc35
Will Hughes,MF,a0666d3e
Michael Olise,"FW,MF",c4486bac
Christian Benteke,FW,ab070c55
Luka Milivojević,MF,2ce2508a
Jack Butland,GK,cc70a1d5
Eberechi Eze,"MF,FW",ae4fc6a4
James Tomkins,DF,e7ca0439
Jaïro Riedewald,MF,7a1f2c08
Jesurun Rak Sakyi,"FW,MF",45685411
Nathan Ferguson,DF,2f8d27bc
Tayo Adaramola,"DF,MF",c150b220
Scott Banks,MF,d01f8942
Reece Hannam,DF,974b8e7f
Martin Kelly,"DF,MF",d7492450
Remi Matthews,GK,27f4f772
Robert Street,FW,b4390912
