name,position,id
Matty Cash,DF,2389cdc2
Emiliano Martínez,GK,7956236f
Tyrone Mings,DF,8397a50c
John McGinn,MF,90f91999
Ollie Watkins,FW,aed3a70f
Douglas Luiz,MF,6f7d826d
Ezri Konsa,DF,0313a347
Jacob Ramsey,MF,1544f145
Emi Buendía,"MF,FW",66b76d44
Danny Ings,FW,07802f7f
Matt Targett,DF,e514ab62
Philippe Coutinho,"MF,FW",0ef89a37
Lucas Digne,DF,1b84dbe1
Ashley Young,"DF,FW",be927d03
Marvelous Nakamba,MF,de5b5570
Calum Chambers,DF,dc6f5bdd
Leon Bailey,"FW,MF",3a233281
Axel Tuanzebe,DF,2baec6ce
Kortney Hause,DF,bf8fad51
Anwar El Ghazi,"FW,MF",ffa90327
Morgan Sanson,MF,6e7f1353
Carney Chukwuemeka,"MF,FW",b2f9c73e
Bertrand Traoré,"MF,FW",c47541e0
Tim Iroegbunam,MF,84c5ceea
Robin Olsen,GK,e7ee38c3
Jed Steer,GK,a8a3d139
Cameron Archer,"FW,MF",05e8ca6d
Keinan Davis,FW,9deaf2c8
Trézéguet,FW,3ae14ed1
Jaden Philogene Bidace,FW,19f4d211
Wesley Moraes,FW,bfae110f
Lamare Bogarde,"DF,MF",bca5c4a7
Benjamin Chrisene,DF,b17008fc
Josh Feeney,DF,185321d3
Frederic Guilbert,"DF,MF",5d8d7454
Conor Hourihane,MF,fcab00a0
Kaine Kesler-Hayden,"DF,MF",9b066938
Filip Marshall,GK,a79abd8b
Tommi O'Reilly,MF,345fc437
Aaron Ramsey,MF,e1618c22
Viljami Sinisalo,GK,a48635b8
