General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes
Player,Nation,Pos,Age,Born,Mp,Starts,Min,90s,Gls,Ast,G+a,G-pk,Pk,Pkatt,Crdy,Crdr,Xg,Npxg,Xag,Npxg+xag,Prgc,Prgp,Prgr,Gls,Ast,G+a,G-pk,G+a-pk,Xg,Xag,Xg+xag,Npxg,Npxg+xag
Alessandro Deiola,ITA,MF,24,1995,12,4,360,4.0,0,0,0,0,0,0,1,0,0.2,0.2,0.3,0.6,3,12,16,0.0,0.0,0.0,0.0,0.0,0.06,0.08,0.14,0.06,0.14
Andrey Galabinov,BUL,FW,31,1988,12,4,430,4.8,3,1,4,3,0,1,0,0,3.0,2.2,0.2,2.4,3,10,18,0.63,0.21,0.84,0.63,0.84,0.62,0.04,0.66,0.45,0.49
Ardian Ismajli,ALB,DF,23,1996,17,14,1297,14.4,1,1,2,1,0,0,3,1,0.7,0.7,0.6,1.3,4,40,0,0.07,0.07,0.14,0.07,0.14,0.05,0.04,0.09,0.05,0.09
Claudio Terzi,ITA,DF,36,1984,25,22,1869,20.8,1,1,2,1,0,0,9,1,0.4,0.4,0.5,0.9,20,83,1,0.05,0.05,0.1,0.05,0.1,0.02,0.02,0.04,0.02,0.04
Cristian Dell'Orco,ITA,DF,26,1994,8,2,262,2.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,6,2,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
Daniele Verde,ITA,FW,24,1996,21,12,980,10.9,6,1,7,6,0,0,1,0,3.0,3.0,1.9,5.0,28,30,88,0.55,0.09,0.64,0.55,0.64,0.28,0.18,0.45,0.28,0.45
Diego Farias,BRA,FW,30,1990,29,17,1514,16.8,4,2,6,4,0,0,5,0,3.2,3.2,3.6,6.7,47,67,131,0.24,0.12,0.36,0.24,0.36,0.19,0.21,0.4,0.19,0.4
Elio Capradossi,UGA,DF,24,1996,1,1,90,1.0,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,0,0,1,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.29,0.29,0.29
Emmanuel Gyasi,GHA,FW,26,1994,37,32,2851,31.7,4,6,10,4,0,0,4,0,5.1,5.1,4.1,9.2,70,69,250,0.13,0.19,0.32,0.13,0.32,0.16,0.13,0.29,0.16,0.29
Federico Mattiello,ITA,DF,25,1995,1,0,36,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gennaro Acampora,ITA,"MF,FW",26,1994,14,2,441,4.9,0,0,0,0,0,0,2,0,0.3,0.3,0.0,0.3,15,28,19,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.07,0.06,0.07
Giulio Maggiore,ITA,MF,22,1998,33,26,2214,24.6,3,1,4,3,0,0,3,0,4.7,4.7,1.9,6.6,38,77,94,0.12,0.04,0.16,0.12,0.16,0.19,0.08,0.27,0.19,0.27
Giuseppe Mastinu,ITA,FW,28,1991,3,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ivan Provedel,ITA,GK,26,1994,29,29,2610,29.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jacopo Sala,ITA,DF,28,1991,6,4,375,4.2,0,0,0,0,0,0,1,0,0.0,0.0,0.7,0.7,6,24,12,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.16,0.0,0.16
Jeroen Zoet,NED,GK,29,1991,7,7,603,6.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juan Manuel Ramos,URU,DF,23,1996,6,2,294,3.3,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,7,11,13,0.0,0.0,0.0,0.0,0.0,0.01,0.08,0.09,0.01,0.09
Julian Chabot,GER,DF,22,1998,25,19,1655,18.4,1,1,2,1,0,0,11,1,0.7,0.7,0.5,1.3,11,57,4,0.05,0.05,0.11,0.05,0.11,0.04,0.03,0.07,0.04,0.07
Kevin Agudelo,COL,FW,21,1998,29,14,1356,15.1,1,2,3,1,0,0,4,0,1.5,1.5,1.3,2.8,50,43,82,0.07,0.13,0.2,0.07,0.2,0.1,0.09,0.19,0.1,0.19
Luca Mora,ITA,MF,32,1988,4,1,113,1.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,2,4,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06
