General,General,General,General,General,General,Sca,Sca,Sca types,Sca types,Sca types,Sca types,Sca types,Sca types,Gca,Gca,Gca types,Gca types,Gca types,Gca types,Gca types,Gca types
Player,Nation,Pos,Age,Born,90s,Sca,Sca90,Passlive,Passdead,To,Sh,Fld,Def,Gca,Gca90,Passlive,Passdead,To,Sh,Fld,Def
Anthony Losilla,FRA,MF,36,1986,30.2,41,1.36,32,0,0,4,2,3,6,0.2,5,0,0,1,0,0
Christopher Antwi-Adjei,GHA,"FW,MF",28,1994,22.0,79,3.59,46,16,5,3,9,0,12,0.54,7,1,2,0,2,0
Cristian Gamboa,CRC,DF,32,1989,16.4,28,1.71,20,6,1,0,0,1,2,0.12,0,2,0,0,0,0
Danilo Soares,BRA,DF,30,1991,19.6,34,1.73,30,1,0,0,2,1,2,0.1,2,0,0,0,0,0
Dominique Heintz,GER,DF,28,1993,8.8,8,0.91,7,0,0,0,0,1,1,0.11,1,0,0,0,0,0
Erhan Mašović,SRB,"DF,MF",23,1998,24.2,18,0.74,15,0,0,2,0,1,0,0.0,0,0,0,0,0,0
Gerrit Holtmann,PHI,"FW,MF",27,1995,10.5,22,2.1,16,0,2,3,1,0,1,0.1,1,0,0,0,0,0
Ivan Ordets,UKR,DF,30,1992,27.2,22,0.81,15,0,1,4,2,0,2,0.07,0,0,0,1,1,0
Jacek Góralski,POL,MF,29,1992,1.6,3,1.85,2,0,0,0,1,0,0,0.0,0,0,0,0,0,0
Jannes Horn,GER,"DF,FW",25,1997,0.7,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Jordi Osei-Tutu,ENG,"DF,FW",23,1998,8.3,16,1.91,7,2,2,2,3,0,1,0.12,0,0,0,1,0,0
Keven Schlotterbeck,GER,DF,25,1997,8.2,5,0.61,4,0,0,1,0,0,0,0.0,0,0,0,0,0,0
Kevin Stöger,AUT,MF,28,1993,28.9,138,4.78,81,40,3,5,7,2,11,0.38,8,2,0,0,1,0
Kostas Stafylidis,GRE,"DF,MF",28,1993,11.6,18,1.56,10,4,1,2,1,0,3,0.26,2,1,0,0,0,0
Manuel Riemann,GER,GK,33,1988,34.0,21,0.62,17,4,0,0,0,0,0,0.0,0,0,0,0,0,0
Moritz Broschinski,GER,"FW,MF",21,2000,2.4,7,2.94,7,0,0,0,0,0,1,0.42,1,0,0,0,0,0
Patrick Osterhage,GER,MF,22,2000,11.4,11,0.96,7,1,0,1,1,1,0,0.0,0,0,0,0,0,0
Philipp Förster,GER,MF,27,1995,14.5,44,3.03,25,15,1,1,2,0,8,0.55,3,4,0,0,1,0
Philipp Hofmann,GER,FW,29,1993,29.2,59,2.02,46,0,2,3,7,1,7,0.24,6,0,1,0,0,0
Pierre Kunde,CMR,"MF,FW",27,1995,4.2,7,1.67,5,1,0,0,1,0,0,0.0,0,0,0,0,0,0
Saidy Janko,GAM,DF,26,1995,12.6,5,0.4,4,0,0,0,0,1,0,0.0,0,0,0,0,0,0
Silvère Ganvoula M'Boussy,CGO,"FW,MF",26,1996,2.7,11,3.99,9,0,1,1,0,0,0,0.0,0,0,0,0,0,0
Simon Zoller,GER,FW,31,1991,16.2,20,1.24,16,1,1,1,1,0,2,0.12,2,0,0,0,0,0
Takuma Asano,JPN,"FW,MF",27,1994,19.0,56,2.94,39,1,2,7,6,1,8,0.42,6,0,1,1,0,0
Tim Oermann,GER,DF,18,2003,2.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Vassilis Lambropoulos,GRE,DF,32,1990,7.0,5,0.72,4,0,0,1,0,0,0,0.0,0,0,0,0,0,0
