General,General,General,General,General,General,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-ons,Take-ons,Take-ons,Take-ons,Take-ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
Player,Nation,Pos,Age,Born,90s,Touches,Def pen,Def 3rd,Mid 3rd,Att 3rd,Att pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,Totdist,Prgdist,Prgc,1/3,Cpa,Mis,Dis,Rec,Prgr
Anthony Losilla,FRA,MF,36,1986,30.2,1286,90,366,705,234,39,1286,20,9,45.0,10,50.0,410,1715,645,13,14,1,24,10,551,42
Christopher Antwi-Adjei,GHA,"FW,MF",28,1994,22.0,996,7,102,304,605,63,996,80,31,38.8,39,48.8,525,3766,1485,67,49,20,89,32,560,231
Cristian Gamboa,CRC,DF,32,1989,16.4,830,62,295,393,147,2,830,14,6,42.9,6,42.9,339,1516,718,10,9,1,10,4,415,21
Danilo Soares,BRA,DF,30,1991,19.6,1251,90,469,643,154,2,1251,22,8,36.4,12,54.5,507,2188,908,17,18,2,17,13,522,24
Dominique Heintz,GER,DF,28,1993,8.8,404,51,192,191,24,4,404,4,4,100.0,0,0.0,193,900,387,3,5,0,0,4,192,2
Erhan Mašović,SRB,"DF,MF",23,1998,24.2,1078,127,558,464,61,28,1078,5,2,40.0,3,60.0,522,2209,911,4,1,0,10,3,541,5
Gerrit Holtmann,PHI,"FW,MF",27,1995,10.5,424,2,44,146,242,38,424,41,16,39.0,23,56.1,230,1900,872,37,22,8,31,16,272,83
Ivan Ordets,UKR,DF,30,1992,27.2,1335,184,716,520,103,66,1335,3,2,66.7,1,33.3,531,1737,647,3,4,1,9,4,600,14
Jacek Góralski,POL,MF,29,1992,1.6,59,5,22,33,4,0,59,0,0,,0,,25,123,65,1,3,0,1,0,29,0
Jannes Horn,GER,"DF,FW",25,1997,0.7,27,3,22,3,2,0,27,0,0,,0,,11,49,16,0,0,0,0,0,12,0
Jordi Osei-Tutu,ENG,"DF,FW",23,1998,8.3,350,16,95,125,135,21,350,24,10,41.7,12,50.0,189,1639,758,25,13,8,25,11,169,39
Keven Schlotterbeck,GER,DF,25,1997,8.2,437,83,228,180,31,18,437,1,0,0.0,1,100.0,157,700,396,1,0,0,4,3,167,3
Kevin Stöger,AUT,MF,28,1993,28.9,1917,32,281,1081,571,37,1914,52,22,42.3,21,40.4,901,4339,2056,43,40,3,43,35,1134,98
Kostas Stafylidis,GRE,"DF,MF",28,1993,11.6,564,43,187,288,92,3,564,14,8,57.1,4,28.6,240,1139,520,9,7,1,11,3,267,14
Manuel Riemann,GER,GK,33,1988,34.0,1879,1193,1736,148,1,1,1879,0,0,,0,,1072,5772,3752,1,0,0,1,0,887,0
Moritz Broschinski,GER,"FW,MF",21,2000,2.4,88,5,12,33,43,17,88,3,0,0.0,2,66.7,50,260,103,7,0,5,13,5,55,17
Patrick Osterhage,GER,MF,22,2000,11.4,470,33,134,242,102,12,470,14,5,35.7,7,50.0,234,1086,386,6,11,1,17,12,248,23
Philipp Förster,GER,MF,27,1995,14.5,694,12,80,351,271,23,694,20,6,30.0,13,65.0,312,1670,775,19,18,3,23,15,387,47
Philipp Hofmann,GER,FW,29,1993,29.2,992,59,82,497,419,117,992,21,9,42.9,10,47.6,403,1203,321,7,8,3,50,37,747,117
Pierre Kunde,CMR,"MF,FW",27,1995,4.2,265,11,60,155,57,3,265,9,5,55.6,4,44.4,123,671,312,6,7,0,11,2,122,1
Saidy Janko,GAM,DF,26,1995,12.6,600,58,204,305,100,1,600,23,14,60.9,5,21.7,229,1615,787,23,22,1,18,10,265,27
Silvère Ganvoula M'Boussy,CGO,"FW,MF",26,1996,2.7,118,3,5,45,69,18,118,7,3,42.9,4,57.1,51,246,79,5,2,6,7,1,92,19
Simon Zoller,GER,FW,31,1991,16.2,460,22,63,218,181,55,460,7,2,28.6,2,28.6,201,707,238,10,1,6,19,6,268,61
Takuma Asano,JPN,"FW,MF",27,1994,19.0,556,12,65,213,289,80,556,35,13,37.1,16,45.7,343,2354,919,32,19,16,62,31,391,119
Tim Oermann,GER,DF,18,2003,2.2,69,16,51,18,0,0,69,0,0,,0,,32,179,82,0,0,0,1,0,38,0
Vassilis Lambropoulos,GRE,DF,32,1990,7.0,329,51,174,141,19,13,329,1,0,0.0,0,0.0,121,567,233,1,1,0,4,1,129,0
