General,General,General,General,General,General,General,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Corner kicks,Corner kicks,Corner kicks,Outcomes,Outcomes,Outcomes
Player,Nation,Pos,Age,Born,90s,Att,Live,Dead,Fk,Tb,Sw,Crs,Ti,Ck,In,Out,Str,Cmp,Off,Blocks
Alou Kuol,AUS,FW,21,2000,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Atakan Karazor,GER,MF,25,1996,21.8,1116,1070,42,40,2,9,0,2,0,0,0,0,945,4,11
Borna Sosa,CRO,DF,24,1998,21.7,1458,1134,322,68,1,12,255,175,79,29,44,0,1076,2,23
Chris Führich,GER,"FW,MF",24,1998,20.9,704,633,69,9,2,13,50,21,31,6,18,0,552,2,15
Clinton Mola,ENG,DF,21,2001,0.2,6,2,4,1,0,0,1,3,0,0,0,0,3,0,0
Dan-Axel Zagadou,FRA,DF,23,1999,14.1,985,956,25,19,0,6,0,6,0,0,0,0,841,4,6
Darko Churlinov,MKD,FW,22,2000,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enzo Millot,FRA,MF,20,2002,9.9,396,372,22,5,2,1,23,6,6,3,3,0,311,2,10
Fabian Bredlow,GER,GK,27,1995,15.0,595,478,116,25,0,0,0,0,0,0,0,0,510,1,0
Florian Müller,GER,GK,24,1997,19.0,733,575,157,23,0,1,0,1,0,0,0,0,597,1,1
Genki Haraguchi,JPN,MF,31,1991,8.3,301,296,3,1,0,2,8,1,0,0,0,0,243,2,9
Gil Bastião Dias,POR,FW,25,1996,4.4,174,170,4,1,0,2,6,3,0,0,0,0,120,0,14
Hiroki Ito,JPN,DF,23,1999,28.5,2100,1933,159,80,1,36,53,60,17,12,5,0,1708,8,24
Josha Vagnoman,GER,DF,21,2000,16.4,584,497,86,2,1,3,27,84,0,0,0,0,453,1,20
Juan Perea,COL,FW,22,2000,4.6,79,72,7,0,0,0,6,3,0,0,0,0,50,0,3
Konstantinos Mavropanos,GRE,DF,24,1997,25.4,1512,1339,166,59,2,49,6,107,0,0,0,0,1255,7,17
Lauren Ulrich,GER,MF,17,2005,0.1,5,4,1,0,0,0,1,0,1,0,1,0,4,0,0
Lilian Egloff,GER,"MF,FW",19,2002,2.7,73,66,4,0,2,0,2,1,0,0,0,0,42,3,2
Luca Pfeiffer,GER,FW,25,1996,7.8,201,186,14,0,1,4,1,0,0,0,0,0,129,1,3
Naouirou Ahamada,FRA,MF,20,2002,15.5,529,514,13,4,2,1,6,5,0,0,0,0,449,2,13
Nikolas Nartey,DEN,"DF,MF",22,2000,5.3,282,234,47,12,0,1,9,35,0,0,0,0,225,1,7
Pascal Stenzel,GER,DF,26,1996,3.7,223,172,51,8,0,6,21,34,9,2,7,0,174,0,3
Sasa Kalajdzic,AUT,FW,25,1997,2.6,63,60,3,0,1,1,0,0,0,0,0,0,40,0,2
Serhou Guirassy,GUI,FW,26,1996,18.3,448,417,30,1,4,5,6,2,1,0,0,0,329,1,14
Silas Katompa,COD,"FW,MF",23,1998,22.1,399,377,19,1,1,1,33,8,0,0,0,0,295,3,14
Tanguy Coulibaly,FRA,"FW,DF",21,2001,3.6,141,126,14,3,0,1,10,10,1,1,0,0,98,1,13
Thomas Kastanaras,GRE,"FW,DF",19,2003,0.8,17,15,2,0,0,0,1,0,0,0,0,0,14,0,2
Tiago Tomás,POR,"FW,MF",20,2002,14.3,326,297,28,4,4,3,34,4,11,4,5,0,197,1,22
Waldemar Anton,GER,DF,26,1996,32.6,2059,1854,201,64,4,21,31,136,0,0,0,0,1629,4,31
Wataru Endo,JPN,MF,29,1993,32.5,1477,1448,24,20,7,10,7,4,0,0,0,0,1170,5,31
