General,General,General,General,General,General,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,General,General,General,General
Player,Nation,Pos,Age,Born,90s,Tkl,Tklw,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+int,Clr,Err
Alou Kuol,AUS,FW,21,2000,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Atakan Karazor,GER,MF,25,1996,21.8,49,30,18,25,6,24,47,51.1,23,39,11,28,31,80,44,0
Borna Sosa,CRO,DF,24,1998,21.7,27,21,18,8,1,21,32,65.6,11,20,5,15,19,46,37,0
Chris Führich,GER,"FW,MF",24,1998,20.9,36,14,15,14,7,24,44,54.5,20,29,2,27,7,43,13,0
Clinton Mola,ENG,DF,21,2001,0.2,3,1,2,1,0,1,1,100.0,0,1,1,0,1,4,2,0
Dan-Axel Zagadou,FRA,DF,23,1999,14.1,14,9,10,4,0,5,14,35.7,9,19,16,3,21,35,81,1
Darko Churlinov,MKD,FW,22,2000,0.3,3,2,2,1,0,2,3,66.7,1,1,0,1,0,3,0,0
Enzo Millot,FRA,MF,20,2002,9.9,23,16,9,10,4,12,19,63.2,7,20,3,17,12,35,7,0
Fabian Bredlow,GER,GK,27,1995,15.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,4,2
Florian Müller,GER,GK,24,1997,19.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,7,4
Genki Haraguchi,JPN,MF,31,1991,8.3,16,7,7,7,2,4,16,25.0,12,13,2,11,8,24,6,0
Gil Bastião Dias,POR,FW,25,1996,4.4,8,6,3,4,1,3,12,25.0,9,7,0,7,2,10,3,0
Hiroki Ito,JPN,DF,23,1999,28.5,40,29,24,14,2,18,35,51.4,17,38,17,21,40,80,94,0
Josha Vagnoman,GER,DF,21,2000,16.4,26,15,12,11,3,15,27,55.6,12,20,2,18,8,34,29,1
Juan Perea,COL,FW,22,2000,4.6,5,4,0,2,3,2,4,50.0,2,2,1,1,1,6,3,0
Konstantinos Mavropanos,GRE,DF,24,1997,25.4,50,27,32,15,3,28,38,73.7,10,39,18,21,63,113,99,0
Lauren Ulrich,GER,MF,17,2005,0.1,1,1,0,0,1,0,0,,0,0,0,0,0,1,0,0
Lilian Egloff,GER,"MF,FW",19,2002,2.7,12,10,4,5,3,4,6,66.7,2,2,0,2,1,13,1,0
Luca Pfeiffer,GER,FW,25,1996,7.8,1,1,1,0,0,0,1,0.0,1,4,0,4,1,2,5,0
Naouirou Ahamada,FRA,MF,20,2002,15.5,17,11,7,7,3,8,20,40.0,12,16,5,11,8,25,7,0
Nikolas Nartey,DEN,"DF,MF",22,2000,5.3,11,6,7,3,1,5,9,55.6,4,9,0,9,4,15,12,0
Pascal Stenzel,GER,DF,26,1996,3.7,12,8,8,4,0,5,9,55.6,4,9,2,7,5,17,6,0
Sasa Kalajdzic,AUT,FW,25,1997,2.6,3,2,0,1,2,1,3,33.3,2,1,0,1,0,3,0,0
Serhou Guirassy,GUI,FW,26,1996,18.3,4,1,2,2,0,1,2,50.0,1,7,2,5,0,4,14,0
Silas Katompa,COD,"FW,MF",23,1998,22.1,25,17,5,14,6,6,20,30.0,14,17,2,15,8,33,1,0
Tanguy Coulibaly,FRA,"FW,DF",21,2001,3.6,12,9,9,1,2,5,12,41.7,7,10,0,10,3,15,0,0
Thomas Kastanaras,GRE,"FW,DF",19,2003,0.8,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Tiago Tomás,POR,"FW,MF",20,2002,14.3,10,4,2,4,4,8,13,61.5,5,9,2,7,1,11,5,0
Waldemar Anton,GER,DF,26,1996,32.6,49,27,27,19,3,27,51,52.9,24,44,16,28,38,87,123,2
Wataru Endo,JPN,MF,29,1993,32.5,70,37,30,31,9,38,85,44.7,47,44,6,38,26,96,63,0
