General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
Sada Thioub,SEN,"DF,FW",27,1995,27,1060,39,31.0,11.8,11,73,2,16,16,10,0.48,15,27,-12,-1.02,0.35,13.3,20.1,-6.8,-0.57,-0.04
Salim Akkal,FRA,MF,22,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,
Sofiane Boufal,MAR,"FW,MF",28,1993,13,834,64,24.4,9.3,9,79,2,4,31,0,0.54,12,23,-11,-1.19,0.1,13.5,15.6,-2.1,-0.23,0.42
Souleyman Doumbia,CIV,"DF,FW",25,1996,24,1790,75,52.3,19.9,21,82,15,3,25,0,0.38,14,42,-28,-1.41,-0.3,22.6,29.4,-6.7,-0.34,0.44
Théo Borne,FRA,GK,20,2002,0,,,,,0,,0,0,,11,,,,,,,,,,,
Waniss Taibi,FRA,MF,20,2002,11,189,17,5.5,2.1,1,45,0,10,14,16,0.09,2,5,-3,-1.43,-0.18,2.3,3.3,-1.0,-0.46,0.09
Yacine Gaya,ALG,DF,17,2004,0,,,,,0,,0,0,,6,,,,,,,,,,,
Yahia Fofana,CIV,GK,21,2000,11,990,90,28.9,11.0,11,90,11,0,,16,0.91,12,19,-7,-0.64,0.88,12.8,15.4,-2.6,-0.23,0.44
Yan Valery,TUN,DF,23,1999,30,2497,83,73.0,27.7,30,83,22,0,,0,0.53,22,57,-35,-1.26,0.01,29.2,45.1,-15.9,-0.57,-0.1
Yassin Belkhdim,FRA,MF,20,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,
Zinédine Ould Khaled,FRA,"MF,FW",22,2000,4,51,13,1.5,0.6,0,,0,4,13,5,0.5,0,2,-2,-3.53,-2.3,0.9,0.9,0.1,0.16,0.72
