General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
Player,Nation,Pos,Age,Born,Mp,Min,Mn/mp,Min%,90s,Starts,Mn/start,Compl,Subs,Mn/sub,Unsub,Ppm,Ong,Onga,+/-,+/-90,On-off,Onxg,Onxga,Xg+/-,Xg+/-90,On-off
Abdallah Sima,SEN,FW,21,2001,34,1836,54,53.7,20.4,19,79,9,15,23,0,0.47,20,44,-24,-1.18,0.19,21.9,32.3,-10.4,-0.51,0.08
Abdoulaye Bamba,CIV,DF,32,1990,21,1364,65,39.9,15.2,12,90,12,9,32,14,0.52,17,36,-19,-1.25,0.02,16.9,23.5,-6.6,-0.44,0.19
Adrien Hunou,FRA,"MF,FW",28,1994,34,2234,66,65.3,24.8,28,75,7,6,23,4,0.5,22,53,-31,-1.25,0.04,27.3,40.1,-12.8,-0.52,0.09
Amine Salama,FRA,"FW,MF",22,2000,25,1249,50,36.5,13.9,12,78,4,13,24,2,0.16,10,28,-18,-1.3,-0.05,17.5,20.7,-3.2,-0.23,0.5
Antonin Bobichon,FRA,MF,26,1995,3,18,6,0.5,0.2,0,,0,3,6,3,0.33,0,0,0,0.0,1.27,0.4,0.3,0.1,0.57,1.12
Azzedine Ounahi,MAR,"MF,FW",22,2000,15,1129,75,33.0,12.5,13,83,6,2,27,0,0.53,13,29,-16,-1.28,-0.02,14.2,20.5,-6.3,-0.5,0.07
Batista Mendy,FRA,"MF,DF",22,2000,35,2859,82,83.6,31.8,35,82,22,0,,0,0.51,25,71,-46,-1.45,-1.13,32.9,51.5,-18.6,-0.59,-0.24
Cédric Hountondji,BEN,DF,28,1994,36,3095,86,90.5,34.4,35,87,32,1,35,0,0.5,31,73,-42,-1.22,0.44,39.1,55.9,-16.8,-0.49,0.61
Demba N'Diaye,FRA,DF,16,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,
Faouzi Ghoulam,ALG,DF,31,1991,7,479,68,14.0,5.3,6,76,1,1,25,0,0.86,4,7,-3,-0.56,0.81,4.3,8.7,-4.5,-0.84,-0.34
Farid El Melali,ALG,"DF,FW",25,1997,17,806,47,23.6,9.0,9,72,1,8,20,3,0.41,5,15,-10,-1.12,0.19,7.8,12.9,-5.1,-0.57,-0.03
Halid Šabanović,BIH,DF,22,1999,15,638,43,18.7,7.1,8,63,2,7,20,8,0.67,8,14,-6,-0.85,0.51,7.0,9.8,-2.8,-0.4,0.18
Himad Abdelli,ALG,"MF,FW",22,1999,30,2137,71,62.5,23.7,24,83,14,6,23,6,0.33,21,49,-28,-1.18,0.22,23.8,40.7,-17.0,-0.72,-0.45
Ibrahim Amadou,FRA,"DF,MF",29,1993,7,424,61,12.4,4.7,4,90,4,3,21,4,0.14,5,9,-4,-0.85,0.47,5.9,9.8,-3.9,-0.83,-0.32
Ibrahima Niane,SEN,FW,23,1999,16,1136,71,33.2,12.6,15,74,4,1,27,0,0.63,11,26,-15,-1.19,0.11,11.4,22.0,-10.6,-0.84,-0.43
Ilyes Cheti,ALG,DF,27,1995,6,207,35,6.1,2.3,2,55,0,4,24,13,0.5,1,7,-6,-2.61,-1.43,3.2,5.3,-2.2,-0.94,-0.42
Jason Mbock,FRA,"MF,FW",22,1999,2,25,13,0.7,0.3,0,,0,2,13,4,0.0,0,2,-2,-7.2,-5.98,0.3,0.6,-0.3,-1.11,-0.56
Jean Mattéo Bahoya,FRA,"FW,MF",17,2005,10,270,27,7.9,3.0,2,66,0,8,17,10,0.4,3,5,-2,-0.67,0.65,5.0,4.6,0.5,0.16,0.76
Justin-Noël Kalumba,FRA,DF,17,2004,7,546,78,16.0,6.1,7,78,3,0,,0,0.57,8,14,-6,-0.99,0.33,5.7,12.2,-6.5,-1.07,-0.62
Lilian Raolisoa,FRA,"DF,MF",22,2000,7,173,25,5.1,1.9,0,,0,7,25,4,0.57,2,4,-2,-1.04,0.23,1.9,3.0,-1.1,-0.57,-0.02
Lois Diony,FRA,FW,29,1992,11,506,46,14.8,5.6,5,74,2,6,23,0,1.09,5,12,-7,-1.25,0.02,7.0,7.6,-0.5,-0.09,0.53
Marin Jakoliš,CRO,FW,25,1996,1,28,28,0.8,0.3,0,,0,1,28,1,1.0,0,0,0,0.0,1.27,0.7,0.4,0.3,1.02,1.58
Miha Blažič,SVN,DF,29,1993,24,1979,82,57.9,22.0,22,87,20,2,36,9,0.54,15,40,-25,-1.14,0.3,23.3,32.5,-9.3,-0.42,0.3
Nabil Bentaleb,ALG,MF,27,1994,30,2489,83,72.8,27.7,29,85,23,1,15,0,0.43,24,64,-40,-1.45,-0.67,26.8,47.4,-20.5,-0.74,-0.72
Noah Guede-Nadje,FRA,MF,18,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,
Ousmane Camara,FRA,DF,19,2003,9,521,58,15.2,5.8,6,73,3,3,28,15,0.0,5,20,-15,-2.59,-1.57,7.5,11.7,-4.2,-0.73,-0.22
Paul Bernardoni,FRA,GK,25,1997,27,2430,90,71.1,27.0,27,90,27,0,,11,0.3,21,62,-41,-1.52,-0.88,28.1,46.3,-18.2,-0.67,-0.44
Pierrick Capelle,FRA,"MF,DF",35,1987,26,1428,55,41.8,15.9,15,79,8,11,22,3,0.58,8,26,-18,-1.13,0.22,14.6,24.0,-9.4,-0.59,-0.08
