General,General,General,General,General,General,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
Player,Nation,Pos,Age,Born,90s,Gls,Sh,Sot,Sot%,Sh/90,Sot/90,G/sh,G/sot,Dist,Fk,Pk,Pkatt,Xg,Npxg,Npxg/sh,G-xg,Np:g-xg
Abdallah Sima,SEN,FW,21,2001,20.4,5,39,10,25.6,1.91,0.49,0.13,0.5,12.7,0,0,0,4.8,4.8,0.12,0.2,0.2
Abdoulaye Bamba,CIV,DF,32,1990,15.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Adrien Hunou,FRA,"MF,FW",28,1994,24.8,4,45,18,40.0,1.81,0.73,0.09,0.22,13.2,0,0,0,6.5,6.5,0.14,-2.5,-2.5
Amine Salama,FRA,"FW,MF",22,2000,13.9,3,25,11,44.0,1.8,0.79,0.12,0.27,15.2,1,0,0,3.0,3.0,0.12,0.0,0.0
Antonin Bobichon,FRA,MF,26,1995,0.2,0,1,1,100.0,5.0,5.0,0.0,0.0,31.2,1,0,0,0.1,0.1,0.06,-0.1,-0.1
Azzedine Ounahi,MAR,"MF,FW",22,2000,12.5,0,23,6,26.1,1.83,0.48,0.0,0.0,19.8,1,0,0,1.8,1.8,0.08,-1.8,-1.8
Batista Mendy,FRA,"MF,DF",22,2000,31.8,0,15,2,13.3,0.47,0.06,0.0,0.0,24.0,0,0,0,0.9,0.9,0.06,-0.9,-0.9
Cédric Hountondji,BEN,DF,28,1994,34.4,0,11,4,36.4,0.32,0.12,0.0,0.0,8.9,0,0,0,1.1,1.1,0.1,-1.1,-1.1
Faouzi Ghoulam,ALG,DF,31,1991,5.3,0,1,0,0.0,0.19,0.0,0.0,,24.4,0,0,0,0.1,0.1,0.07,-0.1,-0.1
Farid El Melali,ALG,"DF,FW",25,1997,9.0,0,11,2,18.2,1.23,0.22,0.0,0.0,18.8,0,0,0,1.1,1.1,0.1,-1.1,-1.1
