General,General,General,General,General,General,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,General,General,General,General
Player,Nation,Pos,Age,Born,90s,Tkl,Tklw,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+int,Clr,Err
Abdallah Sima,SEN,FW,21,2001,20.4,22,13,4,15,3,7,19,36.8,12,8,0,8,4,26,19,0
Abdoulaye Bamba,CIV,DF,32,1990,15.2,22,12,15,5,2,16,19,84.2,3,7,3,4,18,40,38,0
Adrien Hunou,FRA,"MF,FW",28,1994,24.8,39,20,17,16,6,16,45,35.6,29,35,0,35,7,46,7,0
Amine Salama,FRA,"FW,MF",22,2000,13.9,11,9,3,7,1,2,12,16.7,10,8,2,6,10,21,2,0
Antonin Bobichon,FRA,MF,26,1995,0.2,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Azzedine Ounahi,MAR,"MF,FW",22,2000,12.5,19,8,5,13,1,10,20,50.0,10,8,0,8,15,34,4,1
Batista Mendy,FRA,"MF,DF",22,2000,31.8,70,30,34,28,8,37,53,69.8,16,38,6,32,21,91,29,2
Cédric Hountondji,BEN,DF,28,1994,34.4,50,36,31,17,2,19,29,65.5,10,44,22,22,59,109,132,1
Faouzi Ghoulam,ALG,DF,31,1991,5.3,3,3,1,1,1,3,5,60.0,2,4,2,2,4,7,12,1
Farid El Melali,ALG,"DF,FW",25,1997,9.0,21,12,7,12,2,11,22,50.0,11,16,0,16,8,29,7,0
Halid Šabanović,BIH,DF,22,1999,7.1,8,6,7,1,0,6,8,75.0,2,8,2,6,8,16,12,0
Himad Abdelli,ALG,"MF,FW",22,1999,23.7,64,38,22,32,10,31,67,46.3,36,30,1,29,28,92,15,0
Ibrahim Amadou,FRA,"DF,MF",29,1993,4.7,10,7,6,3,1,7,11,63.6,4,7,3,4,10,20,20,0
Ibrahima Niane,SEN,FW,23,1999,12.6,6,2,1,4,1,1,6,16.7,5,8,2,6,1,7,9,0
Ilyes Cheti,ALG,DF,27,1995,2.3,6,4,4,0,2,5,8,62.5,3,5,1,4,4,10,7,0
Jason Mbock,FRA,"MF,FW",22,1999,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Jean Mattéo Bahoya,FRA,"FW,MF",17,2005,3.0,7,3,1,3,3,4,7,57.1,3,4,0,4,0,7,0,0
Justin-Noël Kalumba,FRA,DF,17,2004,6.1,9,5,5,2,2,5,16,31.3,11,4,1,3,4,13,5,0
Lilian Raolisoa,FRA,"DF,MF",22,2000,1.9,11,9,6,3,2,7,10,70.0,3,3,1,2,3,14,5,0
Lois Diony,FRA,FW,29,1992,5.6,1,0,0,1,0,1,3,33.3,2,2,0,2,0,1,1,0
Marin Jakoliš,CRO,FW,25,1996,0.3,1,1,0,0,1,0,0,,0,0,0,0,0,1,0,0
Miha Blažič,SVN,DF,29,1993,22.0,8,6,8,0,0,7,15,46.7,8,25,19,6,22,30,80,1
Nabil Bentaleb,ALG,MF,27,1994,27.7,74,40,31,35,8,36,61,59.0,25,33,11,22,44,118,29,3
Ousmane Camara,FRA,DF,19,2003,5.8,10,6,5,5,0,5,12,41.7,7,4,2,2,11,21,15,0
Paul Bernardoni,FRA,GK,25,1997,27.0,2,0,2,0,0,2,3,66.7,1,1,0,1,1,3,12,1
Pierrick Capelle,FRA,"MF,DF",35,1987,15.9,36,21,17,15,4,22,55,40.0,33,24,3,21,15,51,24,0
Sada Thioub,SEN,"DF,FW",27,1995,11.8,19,10,9,8,2,8,17,47.1,9,13,0,13,7,26,5,1
Sofiane Boufal,MAR,"FW,MF",28,1993,9.3,14,9,7,4,3,3,14,21.4,11,6,0,6,5,19,1,0
Souleyman Doumbia,CIV,"DF,FW",25,1996,19.9,45,31,31,13,1,17,31,54.8,14,20,3,17,27,72,27,1
Waniss Taibi,FRA,MF,20,2002,2.1,9,5,4,4,1,2,4,50.0,2,1,0,1,2,11,2,0
Yahia Fofana,CIV,GK,21,2000,11.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,4,1
Yan Valery,TUN,DF,23,1999,27.7,54,39,28,20,6,20,37,54.1,17,35,15,20,34,88,82,0
Zinédine Ould Khaled,FRA,"MF,FW",22,2000,0.6,1,1,0,1,0,0,1,0.0,1,0,0,0,2,3,0,0
